forecast_id,item_id,warehouse_id,forecast_start_date,forecast_end_date,forecasted_quantity,confidence_level
FCAST-000960,PROD-00914,WH-IN-0380,2025-09-02,2025-12-01,86,0.95
FCAST-000961,PROD-00518,WH-IN-0930,2025-08-29,2025-09-05,1121,0.93
FCAST-000962,PROD-00233,WH-IN-0712,2025-08-31,2025-10-30,187,0.98
FCAST-000963,PROD-00650,WH-IN-0789,2025-08-30,2025-09-14,451,0.76
FCAST-000964,PROD-00094,WH-IN-0656,2025-09-05,2025-11-04,1461,0.93
FCAST-000965,PROD-00158,WH-IN-0855,2025-08-30,2025-09-29,934,0.64
FCAST-000966,PROD-00971,WH-IN-0184,2025-09-03,2025-12-02,226,0.82
FCAST-000967,PROD-00491,WH-IN-0002,2025-09-02,2025-11-01,1681,0.83
FCAST-000968,PROD-00267,WH-IN-0746,2025-08-29,2025-11-27,1542,0.83
FCAST-000969,PROD-00559,WH-IN-0272,2025-09-03,2025-12-02,1936,0.78
FCAST-000970,PROD-00012,WH-IN-0648,2025-09-05,2025-11-04,1280,0.77
FCAST-000971,PROD-00987,WH-IN-0929,2025-08-30,2025-09-14,1249,0.9
FCAST-000972,PROD-00068,WH-IN-0534,2025-08-29,2025-09-05,90,0.96
FCAST-000973,PROD-00586,WH-IN-0576,2025-09-01,2025-10-01,734,0.91
FCAST-000974,PROD-00826,WH-IN-0428,2025-09-02,2025-11-01,998,0.96
FCAST-000975,PROD-00323,WH-IN-0004,2025-09-05,2025-12-04,1543,0.84
FCAST-000976,PROD-00118,WH-IN-0102,2025-09-03,2025-11-02,170,0.96
FCAST-000977,PROD-00203,WH-IN-0966,2025-09-04,2025-10-04,172,0.65
FCAST-000978,PROD-00144,WH-IN-0851,2025-09-05,2025-09-12,732,0.91
FCAST-000979,PROD-00603,WH-IN-0045,2025-09-05,2025-12-04,1146,0.98
FCAST-000980,PROD-00529,WH-IN-0514,2025-09-02,2025-10-02,1271,0.62
FCAST-000981,PROD-00874,WH-IN-0656,2025-08-29,2025-10-28,639,0.64
FCAST-000982,PROD-00207,WH-IN-0209,2025-08-30,2025-10-29,635,0.99
FCAST-000983,PROD-00929,WH-IN-0850,2025-09-03,2025-11-02,1535,0.72
FCAST-000984,PROD-00886,WH-IN-0882,2025-09-04,2025-12-03,143,0.62
FCAST-000985,PROD-00064,WH-IN-0654,2025-09-03,2025-10-03,1798,0.91
FCAST-000986,PROD-00218,WH-IN-0615,2025-09-05,2025-09-20,1174,0.64
FCAST-000987,PROD-00149,WH-IN-0850,2025-08-29,2025-09-28,861,0.68
FCAST-000988,PROD-00618,WH-IN-0203,2025-09-01,2025-11-30,668,0.62
FCAST-000989,PROD-00918,WH-IN-0079,2025-08-29,2025-09-28,772,0.8
FCAST-000990,PROD-00166,WH-IN-0271,2025-08-29,2025-09-13,1534,0.96
FCAST-000991,PROD-00445,WH-IN-0957,2025-08-31,2025-09-30,1122,0.7
FCAST-000992,PROD-00046,WH-IN-0347,2025-09-02,2025-09-17,1949,0.9
FCAST-000993,PROD-00821,WH-IN-0279,2025-09-02,2025-09-09,289,0.68
FCAST-000994,PROD-00349,WH-IN-0769,2025-09-04,2025-10-04,1854,0.85
FCAST-000995,PROD-00196,WH-IN-0451,2025-09-01,2025-09-16,1763,0.97
FCAST-000996,PROD-00002,WH-IN-0861,2025-08-29,2025-09-28,1122,0.77
FCAST-000997,PROD-00149,WH-IN-0781,2025-09-02,2025-09-09,1086,0.93
FCAST-000998,PROD-00706,WH-IN-0905,2025-09-03,2025-10-03,1912,0.73
FCAST-000999,PROD-00358,WH-IN-0698,2025-08-31,2025-10-30,1276,0.66
FCAST-001000,PROD-00904,WH-IN-0840,2025-09-02,2025-12-01,901,0.69
FCAST-001001,PROD-00419,WH-IN-0512,2025-09-04,2025-10-04,1137,0.92
FCAST-001002,PROD-00589,WH-IN-0409,2025-09-03,2025-10-03,1746,0.89
FCAST-001003,PROD-00911,WH-IN-0207,2025-08-29,2025-10-28,1835,0.61
FCAST-001004,PROD-00565,WH-IN-0530,2025-09-04,2025-11-03,277,0.98
FCAST-001005,PROD-00648,WH-IN-0995,2025-08-29,2025-09-13,422,0.65
FCAST-001006,PROD-00285,WH-IN-0715,2025-09-03,2025-12-02,1930,0.7
FCAST-001007,PROD-00654,WH-IN-0322,2025-09-04,2025-09-11,1126,0.94
FCAST-001008,PROD-00425,WH-IN-0058,2025-09-03,2025-12-02,1240,0.95
FCAST-001009,PROD-00827,WH-IN-0595,2025-09-02,2025-10-02,1935,0.82
FCAST-001010,PROD-00900,WH-IN-0328,2025-08-31,2025-10-30,821,0.98
FCAST-001011,PROD-00173,WH-IN-0548,2025-09-05,2025-11-04,1800,0.74
FCAST-001012,PROD-00830,WH-IN-0100,2025-09-01,2025-09-08,807,0.96
FCAST-001013,PROD-00028,WH-IN-0351,2025-08-29,2025-09-13,713,0.87
FCAST-001014,PROD-00237,WH-IN-0685,2025-09-01,2025-11-30,666,0.78
FCAST-001015,PROD-00353,WH-IN-0043,2025-08-31,2025-09-07,1675,0.63
FCAST-001016,PROD-00319,WH-IN-0933,2025-09-03,2025-10-03,1670,0.84
FCAST-001017,PROD-00569,WH-IN-0699,2025-08-31,2025-09-30,151,0.98
FCAST-001018,PROD-00031,WH-IN-0522,2025-09-04,2025-09-19,1445,0.71
FCAST-001019,PROD-00969,WH-IN-0518,2025-09-02,2025-09-09,119,0.81
FCAST-001020,PROD-00717,WH-IN-0920,2025-09-04,2025-10-04,1798,0.62
FCAST-001021,PROD-00572,WH-IN-0775,2025-09-01,2025-09-08,53,0.88
FCAST-001022,PROD-00363,WH-IN-0425,2025-08-31,2025-11-29,1733,0.91
FCAST-001023,PROD-00361,WH-IN-0968,2025-09-04,2025-10-04,1821,0.96
FCAST-001024,PROD-00076,WH-IN-0613,2025-08-29,2025-09-28,739,0.72
FCAST-001025,PROD-00577,WH-IN-0493,2025-09-02,2025-10-02,1008,0.91
FCAST-001026,PROD-00320,WH-IN-0994,2025-09-03,2025-12-02,1609,0.97
FCAST-001027,PROD-00437,WH-IN-0701,2025-08-29,2025-09-28,1287,0.64
FCAST-001028,PROD-00208,WH-IN-0083,2025-08-29,2025-09-13,1492,0.82
FCAST-001029,PROD-00228,WH-IN-0170,2025-08-31,2025-10-30,367,0.66
FCAST-001030,PROD-00746,WH-IN-0673,2025-09-05,2025-11-04,335,0.74
FCAST-001031,PROD-00697,WH-IN-0959,2025-09-05,2025-09-20,1660,0.81
FCAST-001032,PROD-00334,WH-IN-0820,2025-09-05,2025-12-04,1795,0.96
FCAST-001033,PROD-00668,WH-IN-0721,2025-09-03,2025-11-02,40,0.66
FCAST-001034,PROD-00013,WH-IN-0681,2025-09-05,2025-09-12,16,0.63
FCAST-001035,PROD-00931,WH-IN-0538,2025-09-03,2025-12-02,1472,0.74
FCAST-001036,PROD-00185,WH-IN-0866,2025-09-03,2025-12-02,94,0.84
FCAST-001037,PROD-00398,WH-IN-0208,2025-08-31,2025-10-30,1202,0.65
FCAST-001038,PROD-00452,WH-IN-0764,2025-08-30,2025-09-14,182,0.97
FCAST-001039,PROD-00419,WH-IN-0116,2025-09-03,2025-09-10,395,0.87
FCAST-001040,PROD-00471,WH-IN-0892,2025-08-30,2025-10-29,28,0.79
FCAST-001041,PROD-00027,WH-IN-0036,2025-09-02,2025-09-17,544,0.68
FCAST-001042,PROD-00414,WH-IN-0089,2025-08-29,2025-09-05,1246,0.9
FCAST-001043,PROD-00057,WH-IN-0204,2025-08-30,2025-09-29,699,0.98
FCAST-001044,PROD-00734,WH-IN-0135,2025-09-01,2025-11-30,1043,0.91
FCAST-001045,PROD-00666,WH-IN-0563,2025-09-04,2025-09-11,124,0.69
FCAST-001046,PROD-00915,WH-IN-0384,2025-09-02,2025-12-01,1719,0.98
FCAST-001047,PROD-00972,WH-IN-0682,2025-08-29,2025-09-13,760,0.78
FCAST-001048,PROD-00749,WH-IN-0327,2025-09-03,2025-12-02,540,0.78
FCAST-001049,PROD-00349,WH-IN-0435,2025-09-04,2025-11-03,1506,0.73
FCAST-001050,PROD-00397,WH-IN-0381,2025-09-01,2025-09-08,311,0.7
FCAST-001051,PROD-00115,WH-IN-0108,2025-09-03,2025-09-18,1197,0.74
FCAST-001052,PROD-00138,WH-IN-0307,2025-09-05,2025-09-20,1534,0.79
FCAST-001053,PROD-00120,WH-IN-0536,2025-08-29,2025-11-27,1280,0.63
FCAST-001054,PROD-00228,WH-IN-0042,2025-09-01,2025-11-30,1201,0.67
FCAST-001055,PROD-00107,WH-IN-0054,2025-09-02,2025-12-01,1536,0.86
FCAST-001056,PROD-00288,WH-IN-0629,2025-09-01,2025-10-31,445,0.97
FCAST-001057,PROD-00554,WH-IN-0251,2025-09-04,2025-09-11,81,0.8
FCAST-001058,PROD-00779,WH-IN-0599,2025-08-29,2025-09-13,1435,0.86
FCAST-001059,PROD-00427,WH-IN-0591,2025-08-31,2025-11-29,1941,0.82
FCAST-001060,PROD-00290,WH-IN-0407,2025-08-30,2025-09-06,1072,0.65
FCAST-001061,PROD-00787,WH-IN-0434,2025-08-29,2025-09-28,320,0.96
FCAST-001062,PROD-00333,WH-IN-0401,2025-09-01,2025-09-16,1238,0.83
FCAST-001063,PROD-00886,WH-IN-0867,2025-09-01,2025-10-01,1432,0.62
FCAST-001064,PROD-00880,WH-IN-0355,2025-09-02,2025-11-01,1132,0.81
FCAST-001065,PROD-00326,WH-IN-0823,2025-08-29,2025-09-05,1110,0.95
FCAST-001066,PROD-00408,WH-IN-0916,2025-09-04,2025-11-03,1856,0.93
FCAST-001067,PROD-00663,WH-IN-0061,2025-09-01,2025-09-08,1850,0.6
FCAST-001068,PROD-00022,WH-IN-0769,2025-08-29,2025-09-13,55,0.75
FCAST-001069,PROD-00067,WH-IN-0967,2025-09-05,2025-09-20,699,0.64
FCAST-001070,PROD-00437,WH-IN-0246,2025-09-01,2025-11-30,345,0.77
FCAST-001071,PROD-00179,WH-IN-0365,2025-08-29,2025-09-28,1884,0.78
FCAST-001072,PROD-00282,WH-IN-0609,2025-08-29,2025-09-28,561,0.64
FCAST-001073,PROD-00892,WH-IN-0289,2025-09-05,2025-12-04,86,0.87
FCAST-001074,PROD-00177,WH-IN-0635,2025-08-30,2025-10-29,430,0.79
FCAST-001075,PROD-00559,WH-IN-0587,2025-09-04,2025-09-19,1541,0.94
FCAST-001076,PROD-00352,WH-IN-0085,2025-09-02,2025-12-01,675,0.75
FCAST-001077,PROD-00231,WH-IN-0948,2025-08-29,2025-10-28,1100,0.87
FCAST-001078,PROD-00598,WH-IN-0703,2025-09-01,2025-11-30,607,0.95
FCAST-001079,PROD-00599,WH-IN-0428,2025-09-04,2025-11-03,1779,0.73
FCAST-001080,PROD-00444,WH-IN-0479,2025-09-03,2025-12-02,1105,0.9
FCAST-001081,PROD-00834,WH-IN-0642,2025-09-02,2025-09-09,944,0.94
FCAST-001082,PROD-00363,WH-IN-0433,2025-09-03,2025-10-03,632,0.62
FCAST-001083,PROD-00758,WH-IN-0894,2025-08-31,2025-09-15,1273,0.94
FCAST-001084,PROD-00699,WH-IN-0826,2025-08-31,2025-09-15,1072,0.83
FCAST-001085,PROD-00431,WH-IN-0977,2025-09-05,2025-09-20,594,0.84
FCAST-001086,PROD-00330,WH-IN-0522,2025-08-29,2025-10-28,1253,0.95
FCAST-001087,PROD-01000,WH-IN-0745,2025-09-02,2025-12-01,555,0.71
FCAST-001088,PROD-00648,WH-IN-0447,2025-09-04,2025-11-03,1419,0.72
FCAST-001089,PROD-00886,WH-IN-0362,2025-09-02,2025-09-09,390,0.97
FCAST-001090,PROD-00540,WH-IN-0001,2025-09-05,2025-09-12,1382,0.88
FCAST-001091,PROD-00258,WH-IN-0924,2025-09-02,2025-10-02,1730,0.67
FCAST-001092,PROD-00941,WH-IN-0116,2025-09-01,2025-11-30,815,0.71
FCAST-001093,PROD-00328,WH-IN-0501,2025-09-02,2025-10-02,868,0.71
FCAST-001094,PROD-00677,WH-IN-0956,2025-09-01,2025-09-16,695,0.92
FCAST-001095,PROD-00026,WH-IN-0553,2025-08-31,2025-09-07,1799,0.67
FCAST-001096,PROD-00240,WH-IN-0464,2025-08-30,2025-09-14,218,0.82
FCAST-001097,PROD-00513,WH-IN-0987,2025-08-29,2025-09-05,230,0.89
FCAST-001098,PROD-00260,WH-IN-0966,2025-08-30,2025-10-29,771,0.76
FCAST-001099,PROD-00231,WH-IN-0018,2025-09-03,2025-09-10,982,0.83
FCAST-001100,PROD-00762,WH-IN-0814,2025-08-30,2025-11-28,1705,0.68
FCAST-001101,PROD-00976,WH-IN-0590,2025-09-03,2025-10-03,1892,0.97
FCAST-001102,PROD-00072,WH-IN-0225,2025-09-05,2025-09-12,1031,0.68
FCAST-001103,PROD-00573,WH-IN-0045,2025-08-30,2025-09-14,1170,0.64
FCAST-001104,PROD-00485,WH-IN-0509,2025-09-03,2025-09-10,998,0.83
FCAST-001105,PROD-00297,WH-IN-0089,2025-09-04,2025-12-03,1570,0.87
FCAST-001106,PROD-00809,WH-IN-0553,2025-08-31,2025-09-15,1246,0.95
FCAST-001107,PROD-00784,WH-IN-0190,2025-09-02,2025-12-01,1931,0.98
FCAST-001108,PROD-00156,WH-IN-0767,2025-08-29,2025-09-13,427,0.61
FCAST-001109,PROD-00709,WH-IN-0505,2025-09-05,2025-10-05,1724,0.95
FCAST-001110,PROD-00355,WH-IN-0576,2025-09-01,2025-09-16,1274,0.66
FCAST-001111,PROD-00544,WH-IN-0514,2025-09-01,2025-10-01,1237,0.79
FCAST-001112,PROD-00719,WH-IN-0533,2025-09-03,2025-09-18,343,0.61
FCAST-001113,PROD-00830,WH-IN-0684,2025-08-31,2025-10-30,984,0.68
FCAST-001114,PROD-00825,WH-IN-0323,2025-09-04,2025-12-03,1367,0.78
FCAST-001115,PROD-00740,WH-IN-0234,2025-09-04,2025-10-04,1285,0.84
FCAST-001116,PROD-00058,WH-IN-0219,2025-08-30,2025-09-06,1743,0.84
FCAST-001117,PROD-00902,WH-IN-0633,2025-09-04,2025-11-03,1612,0.86
FCAST-001118,PROD-00539,WH-IN-0377,2025-09-03,2025-10-03,593,0.67
FCAST-001119,PROD-00399,WH-IN-0235,2025-08-30,2025-09-29,1426,0.76
FCAST-001120,PROD-00733,WH-IN-0698,2025-09-02,2025-09-17,567,0.87
FCAST-001121,PROD-00668,WH-IN-0958,2025-09-04,2025-11-03,440,0.9
FCAST-001122,PROD-00768,WH-IN-0261,2025-09-04,2025-11-03,47,0.79
FCAST-001123,PROD-00857,WH-IN-0304,2025-09-02,2025-11-01,1839,0.87
FCAST-001124,PROD-00440,WH-IN-0399,2025-09-03,2025-09-18,850,0.71
FCAST-001125,PROD-00396,WH-IN-0366,2025-08-30,2025-09-06,436,0.68
FCAST-001126,PROD-00332,WH-IN-0286,2025-09-05,2025-09-20,444,0.67
FCAST-001127,PROD-00046,WH-IN-0070,2025-09-04,2025-12-03,1657,0.72
FCAST-001128,PROD-00358,WH-IN-0189,2025-08-29,2025-09-13,73,0.96
FCAST-001129,PROD-00686,WH-IN-0051,2025-09-04,2025-09-11,669,0.67
FCAST-001130,PROD-00265,WH-IN-0222,2025-08-30,2025-09-29,1286,0.71
FCAST-001131,PROD-00773,WH-IN-0854,2025-09-03,2025-10-03,1432,0.64
FCAST-001132,PROD-00322,WH-IN-0704,2025-09-04,2025-10-04,328,0.67
FCAST-001133,PROD-00605,WH-IN-0401,2025-09-05,2025-10-05,752,0.61
FCAST-001134,PROD-00012,WH-IN-0980,2025-08-30,2025-09-29,1603,0.8
FCAST-001135,PROD-00268,WH-IN-0717,2025-08-30,2025-09-06,1005,0.88
FCAST-001136,PROD-00119,WH-IN-0508,2025-09-05,2025-11-04,1069,0.67
FCAST-001137,PROD-00766,WH-IN-0745,2025-09-03,2025-12-02,1700,0.98
FCAST-001138,PROD-00633,WH-IN-0013,2025-09-05,2025-11-04,146,0.96
FCAST-001139,PROD-00959,WH-IN-0712,2025-09-01,2025-10-01,322,0.84
FCAST-001140,PROD-00879,WH-IN-0215,2025-08-29,2025-09-05,793,0.66
FCAST-001141,PROD-00431,WH-IN-0462,2025-09-02,2025-12-01,1788,0.96
FCAST-001142,PROD-00816,WH-IN-0526,2025-09-02,2025-12-01,1500,0.64
FCAST-001143,PROD-00637,WH-IN-0046,2025-09-01,2025-10-31,1882,0.94
FCAST-001144,PROD-00914,WH-IN-0766,2025-09-05,2025-10-05,566,0.95
FCAST-001145,PROD-00916,WH-IN-0117,2025-08-30,2025-09-06,719,0.81
FCAST-001146,PROD-00140,WH-IN-0686,2025-08-29,2025-11-27,1582,0.61
FCAST-001147,PROD-00508,WH-IN-0651,2025-08-29,2025-09-13,760,0.76
FCAST-001148,PROD-00081,WH-IN-0557,2025-08-31,2025-10-30,513,0.92
FCAST-001149,PROD-00045,WH-IN-0007,2025-09-03,2025-12-02,1734,0.77
FCAST-001150,PROD-00980,WH-IN-0819,2025-08-29,2025-11-27,287,0.98
FCAST-001151,PROD-00933,WH-IN-0427,2025-09-04,2025-10-04,748,0.83
FCAST-001152,PROD-00221,WH-IN-0446,2025-09-02,2025-09-17,1542,0.88
FCAST-001153,PROD-00101,WH-IN-0828,2025-09-04,2025-11-03,38,0.66
FCAST-001154,PROD-00629,WH-IN-0371,2025-09-01,2025-11-30,358,0.9
FCAST-001155,PROD-00725,WH-IN-0600,2025-08-31,2025-10-30,1260,0.68
FCAST-001156,PROD-00868,WH-IN-0447,2025-09-02,2025-09-09,1025,0.95
FCAST-001157,PROD-00116,WH-IN-0835,2025-08-31,2025-10-30,1106,0.83
FCAST-001158,PROD-00277,WH-IN-0108,2025-09-03,2025-09-10,1303,0.69
FCAST-001159,PROD-00658,WH-IN-0284,2025-09-05,2025-11-04,1070,0.99
FCAST-001160,PROD-00144,WH-IN-0153,2025-09-02,2025-09-09,811,0.9
FCAST-001161,PROD-00772,WH-IN-0273,2025-09-01,2025-11-30,777,0.67
FCAST-001162,PROD-00706,WH-IN-0945,2025-09-02,2025-09-17,704,0.72
FCAST-001163,PROD-00777,WH-IN-0408,2025-09-02,2025-09-09,51,0.82
FCAST-001164,PROD-00925,WH-IN-0030,2025-09-05,2025-12-04,102,0.97
FCAST-001165,PROD-00807,WH-IN-0340,2025-09-02,2025-09-09,1361,0.7
FCAST-001166,PROD-00544,WH-IN-0317,2025-09-05,2025-12-04,1628,0.92
FCAST-001167,PROD-00788,WH-IN-0195,2025-08-31,2025-09-07,294,0.86
FCAST-001168,PROD-00617,WH-IN-0827,2025-09-03,2025-12-02,1446,0.72
FCAST-001169,PROD-00155,WH-IN-0572,2025-09-03,2025-11-02,1376,0.99
FCAST-001170,PROD-00561,WH-IN-0725,2025-09-01,2025-10-01,189,0.98
FCAST-001171,PROD-00086,WH-IN-0575,2025-09-05,2025-11-04,1901,0.99
FCAST-001172,PROD-00965,WH-IN-0560,2025-09-02,2025-11-01,505,0.91
FCAST-001173,PROD-00547,WH-IN-0651,2025-08-31,2025-09-07,1119,0.92
FCAST-001174,PROD-00525,WH-IN-0281,2025-08-29,2025-09-05,1226,0.76
FCAST-001175,PROD-00692,WH-IN-0590,2025-09-02,2025-12-01,1137,0.8
FCAST-001176,PROD-00850,WH-IN-0117,2025-08-29,2025-09-28,465,0.76
FCAST-001177,PROD-00359,WH-IN-0023,2025-09-02,2025-12-01,840,0.87
FCAST-001178,PROD-00452,WH-IN-0626,2025-09-01,2025-11-30,581,0.96
FCAST-001179,PROD-00258,WH-IN-0381,2025-08-30,2025-09-29,1059,0.98
FCAST-001180,PROD-00684,WH-IN-0947,2025-09-01,2025-11-30,1603,0.77
FCAST-001181,PROD-00241,WH-IN-0269,2025-08-31,2025-09-30,1456,0.86
FCAST-001182,PROD-00756,WH-IN-0921,2025-09-04,2025-09-19,1229,0.8
FCAST-001183,PROD-00218,WH-IN-0582,2025-09-04,2025-12-03,284,0.69
FCAST-001184,PROD-00687,WH-IN-0690,2025-09-02,2025-09-17,402,0.67
FCAST-001185,PROD-00333,WH-IN-0584,2025-09-05,2025-11-04,32,0.67
FCAST-001186,PROD-00228,WH-IN-0451,2025-09-05,2025-11-04,633,0.75
FCAST-001187,PROD-00943,WH-IN-0052,2025-09-01,2025-10-31,1870,0.94
FCAST-001188,PROD-00194,WH-IN-0124,2025-09-04,2025-12-03,557,0.77
FCAST-001189,PROD-00931,WH-IN-0043,2025-09-04,2025-09-19,1340,0.83
FCAST-001190,PROD-00537,WH-IN-0481,2025-09-01,2025-10-31,669,0.7
FCAST-001191,PROD-00137,WH-IN-0902,2025-09-01,2025-11-30,964,0.71
FCAST-001192,PROD-00263,WH-IN-0313,2025-09-04,2025-09-19,455,0.92
FCAST-001193,PROD-00166,WH-IN-0935,2025-08-29,2025-10-28,440,0.88
FCAST-001194,PROD-00699,WH-IN-0194,2025-09-03,2025-10-03,1451,0.93
FCAST-001195,PROD-00918,WH-IN-0153,2025-09-02,2025-12-01,1463,0.66
FCAST-001196,PROD-00670,WH-IN-0772,2025-09-01,2025-10-31,1507,0.76
FCAST-001197,PROD-00857,WH-IN-0577,2025-09-01,2025-10-31,1825,0.78
FCAST-001198,PROD-00656,WH-IN-0088,2025-08-31,2025-09-30,62,0.97
FCAST-001199,PROD-00714,WH-IN-0922,2025-08-30,2025-09-14,1393,0.86
FCAST-001200,PROD-00666,WH-IN-0555,2025-08-30,2025-10-29,67,0.61
FCAST-001201,PROD-00330,WH-IN-0563,2025-08-29,2025-11-27,1915,0.66
FCAST-001202,PROD-00479,WH-IN-0446,2025-09-02,2025-09-09,1549,0.94
FCAST-001203,PROD-00025,WH-IN-0606,2025-09-03,2025-12-02,1944,0.79
FCAST-001204,PROD-00431,WH-IN-0529,2025-08-29,2025-10-28,405,0.64
FCAST-001205,PROD-00014,WH-IN-0807,2025-09-02,2025-12-01,1487,0.64
FCAST-001206,PROD-00695,WH-IN-0157,2025-09-02,2025-09-17,264,0.6
FCAST-001207,PROD-00253,WH-IN-0556,2025-08-31,2025-09-07,998,0.8
FCAST-001208,PROD-00828,WH-IN-0234,2025-08-29,2025-11-27,1442,0.66
FCAST-001209,PROD-00058,WH-IN-0715,2025-09-04,2025-12-03,1119,0.74
FCAST-001210,PROD-00193,WH-IN-0532,2025-08-30,2025-09-29,1527,0.69
FCAST-001211,PROD-00733,WH-IN-0978,2025-08-30,2025-09-06,405,0.63
FCAST-001212,PROD-00364,WH-IN-0956,2025-09-02,2025-09-09,1506,0.84
FCAST-001213,PROD-00278,WH-IN-0109,2025-09-04,2025-09-19,1510,0.65
FCAST-001214,PROD-00439,WH-IN-0789,2025-09-05,2025-09-20,1788,0.66
FCAST-001215,PROD-00611,WH-IN-0782,2025-08-29,2025-10-28,1673,0.75
FCAST-001216,PROD-00961,WH-IN-0647,2025-09-05,2025-12-04,1326,0.93
FCAST-001217,PROD-00486,WH-IN-0584,2025-09-02,2025-09-09,350,0.71
FCAST-001218,PROD-00342,WH-IN-0590,2025-09-01,2025-09-08,1598,0.82
FCAST-001219,PROD-00718,WH-IN-0407,2025-09-01,2025-11-30,1116,0.78
FCAST-001220,PROD-00610,WH-IN-0418,2025-09-01,2025-09-16,722,0.71
FCAST-001221,PROD-00669,WH-IN-0384,2025-09-01,2025-09-16,632,0.83
FCAST-001222,PROD-00950,WH-IN-0412,2025-09-02,2025-11-01,1663,0.96
FCAST-001223,PROD-00968,WH-IN-0325,2025-09-01,2025-09-16,589,0.82
FCAST-001224,PROD-00939,WH-IN-0493,2025-09-03,2025-10-03,1611,0.89
FCAST-001225,PROD-00753,WH-IN-0109,2025-09-01,2025-09-08,1178,0.93
FCAST-001226,PROD-00111,WH-IN-0939,2025-09-04,2025-09-19,1832,0.9
FCAST-001227,PROD-00148,WH-IN-0523,2025-09-03,2025-11-02,1186,0.88
FCAST-001228,PROD-00395,WH-IN-0427,2025-08-30,2025-11-28,1348,0.85
FCAST-001229,PROD-00707,WH-IN-0491,2025-09-04,2025-09-19,1504,0.91
FCAST-001230,PROD-00929,WH-IN-0804,2025-09-03,2025-09-18,1842,0.87
FCAST-001231,PROD-00720,WH-IN-0719,2025-09-04,2025-09-19,602,0.84
FCAST-001232,PROD-00790,WH-IN-0060,2025-09-04,2025-12-03,267,0.93
FCAST-001233,PROD-00320,WH-IN-0158,2025-08-29,2025-09-13,1409,0.98
FCAST-001234,PROD-00946,WH-IN-0472,2025-08-30,2025-09-29,1473,0.8
FCAST-001235,PROD-00127,WH-IN-0248,2025-09-04,2025-12-03,448,0.82
FCAST-001236,PROD-00134,WH-IN-0580,2025-09-01,2025-10-01,333,0.77
FCAST-001237,PROD-00475,WH-IN-0664,2025-08-30,2025-09-06,514,0.68
FCAST-001238,PROD-00750,WH-IN-0330,2025-08-30,2025-09-14,1578,0.72
FCAST-001239,PROD-00586,WH-IN-0014,2025-09-02,2025-11-01,902,0.77
FCAST-001240,PROD-00026,WH-IN-0099,2025-08-30,2025-09-29,345,0.65
FCAST-001241,PROD-00849,WH-IN-0527,2025-09-03,2025-10-03,836,0.89
FCAST-001242,PROD-00315,WH-IN-0454,2025-09-05,2025-10-05,1806,0.65
FCAST-001243,PROD-00236,WH-IN-0176,2025-08-30,2025-09-06,1658,0.88
FCAST-001244,PROD-00807,WH-IN-0776,2025-08-31,2025-09-30,1198,0.63
FCAST-001245,PROD-00609,WH-IN-0977,2025-08-30,2025-11-28,1704,0.93
FCAST-001246,PROD-00388,WH-IN-0071,2025-09-01,2025-09-16,117,0.93
FCAST-001247,PROD-00317,WH-IN-0986,2025-08-29,2025-10-28,1585,0.84
FCAST-001248,PROD-00045,WH-IN-0814,2025-09-01,2025-09-08,1130,0.8
FCAST-001249,PROD-00429,WH-IN-0462,2025-09-01,2025-09-16,1396,0.96
FCAST-001250,PROD-00219,WH-IN-0648,2025-09-02,2025-11-01,1481,0.68
FCAST-001251,PROD-00126,WH-IN-0930,2025-09-04,2025-12-03,1746,0.93
FCAST-001252,PROD-00196,WH-IN-0305,2025-09-05,2025-09-20,232,0.83
FCAST-001253,PROD-00561,WH-IN-0704,2025-09-03,2025-11-02,620,0.71
FCAST-001254,PROD-00621,WH-IN-0571,2025-09-05,2025-11-04,798,0.62
FCAST-001255,PROD-00644,WH-IN-0591,2025-09-01,2025-10-31,511,0.65
FCAST-001256,PROD-00973,WH-IN-0917,2025-08-31,2025-09-30,784,0.78
FCAST-001257,PROD-00006,WH-IN-0746,2025-08-29,2025-09-28,1954,0.86
FCAST-001258,PROD-00366,WH-IN-0059,2025-09-04,2025-09-11,398,0.8
FCAST-001259,PROD-00078,WH-IN-0751,2025-09-03,2025-12-02,1472,0.8
FCAST-001260,PROD-00638,WH-IN-0276,2025-09-03,2025-12-02,1760,0.63
FCAST-001261,PROD-00979,WH-IN-0738,2025-09-02,2025-10-02,1613,0.93
FCAST-001262,PROD-00388,WH-IN-0887,2025-08-29,2025-09-05,1837,0.71
FCAST-001263,PROD-00085,WH-IN-0645,2025-09-02,2025-12-01,988,0.75
FCAST-001264,PROD-00198,WH-IN-0264,2025-09-02,2025-09-09,1250,0.8
FCAST-001265,PROD-00511,WH-IN-0200,2025-08-29,2025-09-28,1921,0.83
FCAST-001266,PROD-00753,WH-IN-0921,2025-09-02,2025-11-01,1638,0.76
FCAST-001267,PROD-00858,WH-IN-0053,2025-08-29,2025-09-13,1494,0.74
FCAST-001268,PROD-00155,WH-IN-0732,2025-09-04,2025-09-11,1799,0.62
FCAST-001269,PROD-00901,WH-IN-0382,2025-08-30,2025-09-14,1780,0.82
FCAST-001270,PROD-00195,WH-IN-0824,2025-08-29,2025-10-28,456,0.98
FCAST-001271,PROD-00910,WH-IN-0881,2025-09-04,2025-11-03,1240,0.9
FCAST-001272,PROD-00540,WH-IN-0440,2025-09-04,2025-10-04,753,0.84
