sale_id,item_id,warehouse_id,sale_date,quantity_sold,unit_price
SALE-0001835,PROD-00157,WH-IN-0229,2024-09-19,71,2405.88
SALE-0001836,PROD-00315,WH-IN-0580,2025-06-05,27,1317.16
SALE-0001837,PROD-00281,WH-IN-0424,2025-03-10,32,6491.72
SALE-0001838,PROD-00980,WH-IN-0880,2025-04-03,10,45.56
SALE-0001839,PROD-00695,WH-IN-0110,2025-05-17,62,10746.76
SALE-0001840,PROD-00819,WH-IN-0966,2024-11-16,49,7730.67
SALE-0001841,PROD-00916,WH-IN-0781,2025-08-20,48,7245.28
SALE-0001842,PROD-00789,WH-IN-0149,2024-10-26,77,2883.08
SALE-0001843,PROD-00794,WH-IN-0064,2024-11-10,6,3725.07
SALE-0001844,PROD-00511,WH-IN-0292,2024-10-07,14,12778.03
SALE-0001845,PROD-00211,WH-IN-0679,2025-01-14,32,2680.66
SALE-0001846,PROD-00018,WH-IN-0083,2024-12-02,54,2563.52
SALE-0001847,PROD-00441,WH-IN-0183,2024-09-10,50,2072.39
SALE-0001848,PROD-00151,WH-IN-0726,2025-01-11,91,4583.05
SALE-0001849,PROD-00039,WH-IN-0614,2024-09-21,49,5010.36
SALE-0001850,PROD-00679,WH-IN-0400,2025-07-26,28,6237.99
SALE-0001851,PROD-00419,WH-IN-0407,2025-01-29,49,3712.1
SALE-0001852,PROD-00074,WH-IN-0263,2024-11-08,11,7768.37
SALE-0001853,PROD-00154,WH-IN-0174,2024-10-12,70,4435.09
SALE-0001854,PROD-00232,WH-IN-0478,2024-09-19,10,6637.13
SALE-0001855,PROD-00427,WH-IN-0080,2025-05-13,80,8809.28
SALE-0001856,PROD-00378,WH-IN-0324,2024-10-31,82,4287.71
SALE-0001857,PROD-00090,WH-IN-0097,2025-06-29,80,3303.53
SALE-0001858,PROD-00868,WH-IN-0179,2025-01-04,6,3067.3
SALE-0001859,PROD-00175,WH-IN-0762,2025-03-07,9,4162.4
SALE-0001860,PROD-00237,WH-IN-0454,2025-06-26,17,8014.34
SALE-0001861,PROD-00157,WH-IN-0693,2025-02-24,46,1281.31
SALE-0001862,PROD-00780,WH-IN-0919,2025-05-09,76,1633.05
SALE-0001863,PROD-00605,WH-IN-0995,2025-07-15,19,3557.94
SALE-0001864,PROD-00088,WH-IN-0102,2025-01-11,13,859.92
SALE-0001865,PROD-00468,WH-IN-0473,2025-03-23,31,3944.38
SALE-0001866,PROD-00025,WH-IN-0799,2024-11-11,88,5604.49
SALE-0001867,PROD-00307,WH-IN-0949,2025-01-14,72,8299.6
SALE-0001868,PROD-00413,WH-IN-0798,2024-11-08,49,2369.16
SALE-0001869,PROD-00322,WH-IN-0495,2025-08-18,69,12389.3
SALE-0001870,PROD-00133,WH-IN-0318,2025-05-24,59,7059.52
SALE-0001871,PROD-00511,WH-IN-0977,2025-02-21,56,8519.58
SALE-0001872,PROD-00264,WH-IN-0613,2024-10-14,18,5930.88
SALE-0001873,PROD-00869,WH-IN-0878,2024-11-08,77,597.03
SALE-0001874,PROD-00013,WH-IN-0030,2024-12-03,1,10109.14
SALE-0001875,PROD-00467,WH-IN-0507,2024-10-05,41,10269.64
SALE-0001876,PROD-00123,WH-IN-0678,2025-08-13,60,4630.36
SALE-0001877,PROD-00621,WH-IN-0925,2024-11-26,14,7913.89
SALE-0001878,PROD-00239,WH-IN-0630,2025-04-25,22,7044.71
SALE-0001879,PROD-00789,WH-IN-0982,2024-10-29,6,2064.02
SALE-0001880,PROD-00328,WH-IN-0589,2024-11-18,63,7942.05
SALE-0001881,PROD-00885,WH-IN-0502,2025-01-01,9,8608.36
SALE-0001882,PROD-00804,WH-IN-0792,2025-07-20,61,1772.03
SALE-0001883,PROD-00258,WH-IN-0816,2025-03-14,90,4932.44
SALE-0001884,PROD-00375,WH-IN-0871,2025-07-18,61,337.41
SALE-0001885,PROD-00947,WH-IN-0323,2025-01-03,66,7395.62
SALE-0001886,PROD-00859,WH-IN-0532,2025-07-02,51,2352.77
SALE-0001887,PROD-00594,WH-IN-0231,2024-10-20,14,3787.27
SALE-0001888,PROD-00091,WH-IN-0876,2025-07-27,51,12404.28
SALE-0001889,PROD-00627,WH-IN-0782,2025-02-08,45,744.68
SALE-0001890,PROD-00554,WH-IN-0197,2024-09-21,91,5040.21
SALE-0001891,PROD-00190,WH-IN-0618,2025-08-13,61,10249.74
SALE-0001892,PROD-00892,WH-IN-0042,2025-07-22,7,8213.52
SALE-0001893,PROD-00031,WH-IN-0916,2025-08-13,27,9183.41
SALE-0001894,PROD-00504,WH-IN-0305,2025-06-18,9,3589.82
SALE-0001895,PROD-00947,WH-IN-0252,2025-05-25,91,8717.61
SALE-0001896,PROD-00125,WH-IN-0418,2025-05-08,62,12331.89
SALE-0001897,PROD-00266,WH-IN-0406,2024-09-01,56,1884.9
SALE-0001898,PROD-00740,WH-IN-0773,2024-10-27,30,6348.58
SALE-0001899,PROD-00457,WH-IN-0606,2024-09-27,94,3020.92
SALE-0001900,PROD-00008,WH-IN-0735,2024-11-24,15,342.13
SALE-0001901,PROD-00335,WH-IN-0983,2025-04-01,39,8558.1
SALE-0001902,PROD-00851,WH-IN-0722,2024-09-09,77,5314.35
SALE-0001903,PROD-00633,WH-IN-0562,2025-06-17,25,10082.29
SALE-0001904,PROD-00005,WH-IN-0685,2024-10-13,79,6302.99
SALE-0001905,PROD-00763,WH-IN-0699,2024-12-08,56,8748.32
SALE-0001906,PROD-00947,WH-IN-0239,2025-06-23,35,7340.7
SALE-0001907,PROD-00770,WH-IN-0619,2024-12-11,41,6091.74
SALE-0001908,PROD-00047,WH-IN-0743,2025-05-12,6,3706.87
SALE-0001909,PROD-00826,WH-IN-0077,2024-10-07,96,10898.89
SALE-0001910,PROD-00534,WH-IN-0610,2025-06-21,84,12297.64
SALE-0001911,PROD-00533,WH-IN-0206,2024-11-17,93,8908.24
SALE-0001912,PROD-00172,WH-IN-0306,2025-03-26,57,292.02
SALE-0001913,PROD-00350,WH-IN-0452,2025-02-20,96,8858.53
SALE-0001914,PROD-00109,WH-IN-0084,2025-04-26,55,787.87
SALE-0001915,PROD-00070,WH-IN-0194,2024-10-12,88,10064.21
SALE-0001916,PROD-00998,WH-IN-0548,2025-05-05,82,3642.49
SALE-0001917,PROD-00322,WH-IN-0907,2025-02-19,75,10311.15
SALE-0001918,PROD-00360,WH-IN-0169,2025-03-23,50,8664.32
SALE-0001919,PROD-00146,WH-IN-0633,2025-06-14,81,1687.49
SALE-0001920,PROD-00412,WH-IN-0946,2024-12-11,98,8562.05
SALE-0001921,PROD-00267,WH-IN-0183,2025-02-04,70,9235.41
SALE-0001922,PROD-00330,WH-IN-0924,2025-03-16,100,8968.14
SALE-0001923,PROD-00549,WH-IN-0663,2024-10-09,34,3427.48
SALE-0001924,PROD-00575,WH-IN-0901,2025-06-24,98,5251.86
SALE-0001925,PROD-00518,WH-IN-0255,2024-12-21,8,2606.07
SALE-0001926,PROD-00869,WH-IN-0048,2025-08-11,76,508.13
SALE-0001927,PROD-00923,WH-IN-0500,2025-05-23,12,9128.66
SALE-0001928,PROD-00873,WH-IN-0346,2024-11-27,33,3973.28
SALE-0001929,PROD-00715,WH-IN-0506,2025-06-30,51,2088.37
SALE-0001930,PROD-00294,WH-IN-0214,2025-03-11,50,3885.47
SALE-0001931,PROD-00643,WH-IN-0839,2024-11-25,100,12168.68
SALE-0001932,PROD-00986,WH-IN-0368,2025-08-06,36,4552.29
SALE-0001933,PROD-00267,WH-IN-0445,2025-02-24,29,8625.31
SALE-0001934,PROD-00169,WH-IN-0142,2025-05-28,52,5350.87
SALE-0001935,PROD-00935,WH-IN-0444,2025-03-29,73,5632.61
SALE-0001936,PROD-00060,WH-IN-0826,2025-02-23,78,2237.97
SALE-0001937,PROD-00074,WH-IN-0485,2024-10-28,35,9359.83
SALE-0001938,PROD-00013,WH-IN-0245,2024-12-25,11,6731.43
SALE-0001939,PROD-00180,WH-IN-0065,2025-04-21,19,11835.69
SALE-0001940,PROD-00870,WH-IN-0974,2024-11-13,53,3585.68
SALE-0001941,PROD-00248,WH-IN-0596,2025-03-01,52,5529.59
SALE-0001942,PROD-00882,WH-IN-0783,2024-10-29,33,2640.28
SALE-0001943,PROD-00023,WH-IN-0621,2025-05-20,90,7921.12
SALE-0001944,PROD-00217,WH-IN-0358,2024-10-01,15,5650.01
SALE-0001945,PROD-00185,WH-IN-0830,2025-06-23,84,4156.99
SALE-0001946,PROD-00754,WH-IN-0754,2025-07-14,70,117.8
SALE-0001947,PROD-00812,WH-IN-0235,2025-08-14,29,4222.44
SALE-0001948,PROD-00866,WH-IN-0403,2025-08-04,89,826.69
SALE-0001949,PROD-00537,WH-IN-0824,2025-05-02,21,1229.32
SALE-0001950,PROD-00042,WH-IN-0826,2025-06-25,97,2861.69
SALE-0001951,PROD-00232,WH-IN-0947,2024-12-02,70,6570.78
SALE-0001952,PROD-00135,WH-IN-0909,2025-03-11,35,7785.05
SALE-0001953,PROD-00945,WH-IN-0563,2025-01-09,9,7658.14
SALE-0001954,PROD-00231,WH-IN-0568,2025-05-31,81,7394.64
SALE-0001955,PROD-00298,WH-IN-0721,2024-10-18,6,2799.69
SALE-0001956,PROD-00076,WH-IN-0329,2025-01-23,52,6001.48
SALE-0001957,PROD-00267,WH-IN-0899,2025-05-09,43,5487.1
SALE-0001958,PROD-00205,WH-IN-0401,2025-07-09,4,2903.32
SALE-0001959,PROD-00920,WH-IN-0239,2024-11-10,96,670.66
SALE-0001960,PROD-00883,WH-IN-0470,2024-11-22,5,7798.75
SALE-0001961,PROD-00896,WH-IN-0019,2025-03-20,87,5870.09
SALE-0001962,PROD-00743,WH-IN-0686,2025-03-15,23,3074.49
SALE-0001963,PROD-00339,WH-IN-0455,2025-04-06,10,5044.98
SALE-0001964,PROD-00040,WH-IN-0093,2024-12-29,78,7105.34
SALE-0001965,PROD-00991,WH-IN-0641,2024-11-06,20,150.89
SALE-0001966,PROD-00940,WH-IN-0743,2025-03-17,39,1847.76
SALE-0001967,PROD-00879,WH-IN-0284,2025-05-25,95,7936.78
SALE-0001968,PROD-00159,WH-IN-0952,2024-11-03,12,7242.64
SALE-0001969,PROD-00326,WH-IN-0030,2025-02-05,65,175.74
SALE-0001970,PROD-00490,WH-IN-0267,2025-01-08,75,2888.82
SALE-0001971,PROD-00126,WH-IN-0942,2024-11-21,41,6527.37
SALE-0001972,PROD-00764,WH-IN-0928,2025-02-27,79,1211.49
SALE-0001973,PROD-00223,WH-IN-0698,2024-12-16,94,844.03
SALE-0001974,PROD-00872,WH-IN-0353,2024-12-05,45,6405.38
SALE-0001975,PROD-00882,WH-IN-0171,2025-06-10,14,2266.12
SALE-0001976,PROD-00834,WH-IN-0204,2025-08-29,67,3648.51
SALE-0001977,PROD-00776,WH-IN-0641,2024-12-29,60,2073.29
SALE-0001978,PROD-00664,WH-IN-0181,2024-09-18,64,7802.45
SALE-0001979,PROD-00472,WH-IN-0422,2025-08-21,8,4915.02
SALE-0001980,PROD-00196,WH-IN-0190,2025-06-15,100,8319.61
SALE-0001981,PROD-00883,WH-IN-0684,2024-10-01,13,3749.6
SALE-0001982,PROD-00495,WH-IN-0243,2025-08-22,54,29.95
SALE-0001983,PROD-00737,WH-IN-0063,2024-10-04,26,2917.18
SALE-0001984,PROD-00164,WH-IN-0716,2024-12-02,77,6425.52
SALE-0001985,PROD-00545,WH-IN-0527,2025-01-27,50,4838.56
SALE-0001986,PROD-00282,WH-IN-0490,2025-05-10,35,3809.86
SALE-0001987,PROD-00546,WH-IN-0655,2025-06-07,15,3044.1
SALE-0001988,PROD-00542,WH-IN-0299,2024-11-26,47,1930.72
SALE-0001989,PROD-00599,WH-IN-0473,2025-03-18,16,2923.69
SALE-0001990,PROD-00022,WH-IN-0604,2024-12-18,99,5061.91
SALE-0001991,PROD-00846,WH-IN-0718,2025-02-17,85,3106.03
SALE-0001992,PROD-00794,WH-IN-0258,2024-12-27,77,2960.14
SALE-0001993,PROD-00352,WH-IN-0637,2024-08-29,39,8121.0
SALE-0001994,PROD-00036,WH-IN-0685,2025-06-10,60,2853.19
SALE-0001995,PROD-00565,WH-IN-0374,2024-09-20,65,2618.76
SALE-0001996,PROD-00326,WH-IN-0417,2025-02-02,79,164.1
SALE-0001997,PROD-00920,WH-IN-0713,2025-04-26,43,987.03
SALE-0001998,PROD-00127,WH-IN-0289,2025-07-04,51,2219.19
SALE-0001999,PROD-00515,WH-IN-0186,2024-10-13,89,215.03
SALE-0002000,PROD-00732,WH-IN-0006,2025-04-20,29,1096.02
SALE-0002001,PROD-00384,WH-IN-0027,2025-08-12,11,2180.49
SALE-0002002,PROD-00851,WH-IN-0319,2025-07-01,42,7595.74
SALE-0002003,PROD-00694,WH-IN-0363,2025-07-05,42,548.36
SALE-0002004,PROD-00880,WH-IN-0062,2025-08-05,31,7953.65
SALE-0002005,PROD-00858,WH-IN-0650,2025-07-20,75,13305.58
SALE-0002006,PROD-00490,WH-IN-0756,2025-02-08,67,3732.8
SALE-0002007,PROD-00759,WH-IN-0524,2024-08-29,87,11178.68
SALE-0002008,PROD-00582,WH-IN-0084,2025-04-12,25,13358.67
SALE-0002009,PROD-00811,WH-IN-0724,2024-10-09,92,5091.48
SALE-0002010,PROD-00937,WH-IN-0848,2025-07-02,1,4798.72
SALE-0002011,PROD-00522,WH-IN-0223,2025-05-19,44,5546.69
SALE-0002012,PROD-00263,WH-IN-0525,2025-01-02,70,8286.03
SALE-0002013,PROD-00625,WH-IN-0745,2024-10-03,75,4761.77
SALE-0002014,PROD-00084,WH-IN-0248,2024-11-21,14,5948.4
SALE-0002015,PROD-00200,WH-IN-0546,2025-01-15,56,6592.97
SALE-0002016,PROD-00991,WH-IN-0602,2025-04-11,45,340.24
SALE-0002017,PROD-00929,WH-IN-0305,2024-11-08,4,7192.89
SALE-0002018,PROD-00191,WH-IN-0761,2024-09-11,73,11150.52
SALE-0002019,PROD-00028,WH-IN-0560,2025-02-23,82,8156.97
SALE-0002020,PROD-00760,WH-IN-0246,2024-10-17,88,3268.35
SALE-0002021,PROD-00829,WH-IN-0792,2025-04-23,38,10948.38
SALE-0002022,PROD-00875,WH-IN-0081,2025-04-17,79,3402.69
SALE-0002023,PROD-00204,WH-IN-0315,2025-05-12,46,11907.91
SALE-0002024,PROD-00204,WH-IN-0687,2025-06-18,46,12115.41
SALE-0002025,PROD-00227,WH-IN-0653,2025-07-14,58,11929.3
SALE-0002026,PROD-00530,WH-IN-0478,2025-06-10,72,7866.92
SALE-0002027,PROD-00233,WH-IN-0569,2025-08-05,79,8570.67
SALE-0002028,PROD-00450,WH-IN-0550,2025-02-09,55,11861.17
SALE-0002029,PROD-00479,WH-IN-0714,2024-10-22,84,370.55
SALE-0002030,PROD-00810,WH-IN-0978,2025-07-05,64,1905.9
SALE-0002031,PROD-00374,WH-IN-0619,2025-04-28,20,6610.7
SALE-0002032,PROD-00907,WH-IN-0194,2025-03-11,11,11080.15
SALE-0002033,PROD-00124,WH-IN-0779,2025-07-09,61,8764.82
SALE-0002034,PROD-00354,WH-IN-0428,2024-09-25,48,1755.48
SALE-0002035,PROD-00669,WH-IN-0920,2025-07-21,49,2487.37
SALE-0002036,PROD-00599,WH-IN-0741,2024-11-19,95,4806.87
SALE-0002037,PROD-00632,WH-IN-0075,2025-07-27,53,13002.96
SALE-0002038,PROD-00401,WH-IN-0075,2024-10-28,54,2217.78
SALE-0002039,PROD-00675,WH-IN-0061,2025-01-24,81,1378.29
SALE-0002040,PROD-00076,WH-IN-0335,2025-04-16,6,7236.29
SALE-0002041,PROD-00786,WH-IN-0751,2024-12-02,40,1544.07
SALE-0002042,PROD-00166,WH-IN-0991,2025-04-17,8,6055.59
SALE-0002043,PROD-00774,WH-IN-0861,2024-11-27,80,11589.95
SALE-0002044,PROD-00005,WH-IN-0923,2025-02-14,1,6433.37
SALE-0002045,PROD-00192,WH-IN-0083,2025-07-08,27,10857.33
SALE-0002046,PROD-00264,WH-IN-0193,2025-08-11,56,3948.45
SALE-0002047,PROD-00878,WH-IN-0136,2025-01-03,43,1240.89
SALE-0002048,PROD-00401,WH-IN-0125,2024-09-20,76,1039.26
SALE-0002049,PROD-00044,WH-IN-0816,2025-02-27,32,444.09
SALE-0002050,PROD-00901,WH-IN-0105,2025-05-17,50,5041.31
SALE-0002051,PROD-00969,WH-IN-0848,2025-06-12,12,3548.19
SALE-0002052,PROD-00620,WH-IN-0398,2025-07-27,23,6096.95
SALE-0002053,PROD-00863,WH-IN-0277,2025-05-04,52,7307.81
SALE-0002054,PROD-00486,WH-IN-0101,2025-01-09,69,5391.09
SALE-0002055,PROD-00318,WH-IN-0725,2025-03-23,45,3604.16
SALE-0002056,PROD-00152,WH-IN-0727,2025-05-27,79,2377.26
SALE-0002057,PROD-00254,WH-IN-0341,2024-11-09,42,5767.49
SALE-0002058,PROD-00983,WH-IN-0489,2024-11-18,53,3113.1
SALE-0002059,PROD-00067,WH-IN-0658,2025-04-11,66,5289.12
SALE-0002060,PROD-00928,WH-IN-0534,2025-06-22,78,4514.46
SALE-0002061,PROD-00959,WH-IN-0542,2024-12-13,19,98.09
SALE-0002062,PROD-00167,WH-IN-0205,2025-05-24,36,4049.9
SALE-0002063,PROD-00631,WH-IN-0266,2025-05-15,25,8070.9
SALE-0002064,PROD-00950,WH-IN-0529,2025-03-02,58,12229.44
SALE-0002065,PROD-00518,WH-IN-0624,2024-11-14,61,3091.05
SALE-0002066,PROD-00530,WH-IN-0769,2024-10-16,61,5173.59
SALE-0002067,PROD-00744,WH-IN-0815,2025-02-27,27,5365.13
SALE-0002068,PROD-00588,WH-IN-0245,2025-08-04,90,8835.8
SALE-0002069,PROD-00878,WH-IN-0413,2025-01-31,24,914.73
SALE-0002070,PROD-00332,WH-IN-0463,2025-07-15,32,12056.7
SALE-0002071,PROD-00746,WH-IN-0634,2025-05-17,89,1316.05
SALE-0002072,PROD-00531,WH-IN-0291,2024-12-04,75,640.9
SALE-0002073,PROD-00942,WH-IN-0330,2025-01-16,27,7670.97
SALE-0002074,PROD-00372,WH-IN-0457,2025-07-24,63,11066.76
SALE-0002075,PROD-00787,WH-IN-0805,2025-01-03,71,4861.62
SALE-0002076,PROD-00989,WH-IN-0922,2024-10-10,73,266.45
SALE-0002077,PROD-00142,WH-IN-0101,2025-08-27,93,5806.7
SALE-0002078,PROD-00907,WH-IN-0933,2024-10-18,87,12105.72
SALE-0002079,PROD-00807,WH-IN-0481,2025-05-07,7,7157.57
SALE-0002080,PROD-00684,WH-IN-0157,2024-12-14,51,5795.28
SALE-0002081,PROD-00253,WH-IN-0470,2024-12-20,97,6102.16
SALE-0002082,PROD-00968,WH-IN-0524,2024-12-14,22,4918.17
SALE-0002083,PROD-00035,WH-IN-0006,2025-08-24,97,8852.65
SALE-0002084,PROD-00548,WH-IN-0274,2025-05-04,67,1628.8
SALE-0002085,PROD-00081,WH-IN-0100,2024-11-10,78,4993.78
SALE-0002086,PROD-00199,WH-IN-0273,2025-04-03,75,6691.53
SALE-0002087,PROD-00161,WH-IN-0343,2025-04-06,83,6301.19
SALE-0002088,PROD-00866,WH-IN-0644,2025-08-18,13,1475.56
SALE-0002089,PROD-00355,WH-IN-0088,2025-03-02,65,5330.65
SALE-0002090,PROD-00434,WH-IN-0884,2025-02-14,42,6366.56
SALE-0002091,PROD-00728,WH-IN-0436,2025-01-04,39,4702.9
SALE-0002092,PROD-00340,WH-IN-0579,2025-02-13,98,12279.52
SALE-0002093,PROD-00348,WH-IN-0334,2025-08-06,37,7013.6
SALE-0002094,PROD-00563,WH-IN-0919,2025-05-23,55,1640.74
SALE-0002095,PROD-00396,WH-IN-0040,2025-07-19,50,9702.85
SALE-0002096,PROD-00112,WH-IN-0441,2025-07-16,76,1723.28
SALE-0002097,PROD-00038,WH-IN-0571,2025-03-23,68,8476.93
SALE-0002098,PROD-00972,WH-IN-0685,2025-01-03,16,8258.14
SALE-0002099,PROD-00069,WH-IN-0537,2025-04-30,49,8573.72
SALE-0002100,PROD-00449,WH-IN-0949,2025-08-26,65,3374.65
SALE-0002101,PROD-00024,WH-IN-0708,2025-05-02,67,9572.52
SALE-0002102,PROD-00081,WH-IN-0683,2025-04-11,3,4595.48
SALE-0002103,PROD-00517,WH-IN-0986,2025-07-01,53,10838.83
SALE-0002104,PROD-00707,WH-IN-0643,2025-05-11,52,438.84
SALE-0002105,PROD-00035,WH-IN-0614,2025-02-05,19,6411.32
SALE-0002106,PROD-00502,WH-IN-0257,2025-08-28,90,8199.22
SALE-0002107,PROD-00610,WH-IN-0390,2025-07-31,56,6980.61
SALE-0002108,PROD-00027,WH-IN-0090,2025-01-31,74,6164.4
SALE-0002109,PROD-00991,WH-IN-0722,2025-04-29,18,282.04
SALE-0002110,PROD-00777,WH-IN-0865,2025-01-18,79,5736.4
SALE-0002111,PROD-00785,WH-IN-0382,2025-05-09,7,4529.66
SALE-0002112,PROD-00383,WH-IN-0001,2024-12-20,35,9176.09
SALE-0002113,PROD-00101,WH-IN-0037,2024-09-26,29,10744.93
SALE-0002114,PROD-00797,WH-IN-0872,2025-07-09,4,7385.95
SALE-0002115,PROD-00817,WH-IN-0542,2024-10-27,49,8117.05
SALE-0002116,PROD-00820,WH-IN-0130,2024-11-07,94,4246.3
SALE-0002117,PROD-00016,WH-IN-0671,2025-02-01,29,2234.37
SALE-0002118,PROD-00466,WH-IN-0531,2025-05-06,77,11.67
SALE-0002119,PROD-00984,WH-IN-0239,2025-07-23,19,9883.64
SALE-0002120,PROD-00236,WH-IN-0734,2025-05-01,70,2584.58
SALE-0002121,PROD-00906,WH-IN-0308,2024-09-21,1,274.72
SALE-0002122,PROD-00627,WH-IN-0971,2024-09-11,86,478.2
SALE-0002123,PROD-00027,WH-IN-0302,2025-07-30,40,9286.81
SALE-0002124,PROD-00736,WH-IN-0965,2024-09-15,57,4277.4
SALE-0002125,PROD-00778,WH-IN-0479,2024-11-20,20,8528.66
SALE-0002126,PROD-00500,WH-IN-0139,2024-09-06,10,2951.91
SALE-0002127,PROD-00947,WH-IN-0371,2025-02-27,85,6631.58
SALE-0002128,PROD-00529,WH-IN-0136,2025-08-15,53,1447.73
SALE-0002129,PROD-00425,WH-IN-0299,2024-11-05,21,5294.09
SALE-0002130,PROD-00080,WH-IN-0356,2025-06-03,100,5093.7
SALE-0002131,PROD-00628,WH-IN-0212,2025-07-24,21,8840.82
SALE-0002132,PROD-00816,WH-IN-0810,2025-08-12,4,8484.76
SALE-0002133,PROD-00066,WH-IN-0055,2024-12-14,77,2200.95
SALE-0002134,PROD-00017,WH-IN-0369,2025-05-20,36,2009.65
SALE-0002135,PROD-00658,WH-IN-0462,2025-08-21,33,7037.41
SALE-0002136,PROD-00164,WH-IN-0230,2024-10-26,97,6443.01
SALE-0002137,PROD-00247,WH-IN-0594,2025-07-12,61,4662.06
SALE-0002138,PROD-00461,WH-IN-0387,2024-11-18,11,1466.38
SALE-0002139,PROD-00363,WH-IN-0171,2024-10-19,17,8745.96
SALE-0002140,PROD-00925,WH-IN-0686,2024-09-06,66,145.72
SALE-0002141,PROD-00545,WH-IN-0327,2025-04-12,4,3632.46
SALE-0002142,PROD-00589,WH-IN-0068,2024-10-04,20,4855.96
SALE-0002143,PROD-00336,WH-IN-0331,2025-08-22,65,1777.23
SALE-0002144,PROD-00769,WH-IN-0061,2024-09-29,23,5860.33
SALE-0002145,PROD-00781,WH-IN-0547,2025-02-03,58,5361.02
SALE-0002146,PROD-00419,WH-IN-0483,2025-06-03,29,2956.6
SALE-0002147,PROD-00703,WH-IN-0942,2025-03-04,56,2836.13
SALE-0002148,PROD-00710,WH-IN-0415,2024-10-17,78,5238.17
SALE-0002149,PROD-00623,WH-IN-0973,2025-08-11,44,3635.86
SALE-0002150,PROD-00432,WH-IN-0828,2025-05-10,94,1167.73
SALE-0002151,PROD-00657,WH-IN-0003,2025-07-03,89,8266.81
SALE-0002152,PROD-00796,WH-IN-0213,2024-10-15,29,6520.99
SALE-0002153,PROD-00204,WH-IN-0366,2025-05-09,99,10956.73
SALE-0002154,PROD-00846,WH-IN-0482,2025-04-30,15,4401.84
SALE-0002155,PROD-00852,WH-IN-0446,2025-07-29,77,5548.19
SALE-0002156,PROD-00612,WH-IN-0836,2025-06-24,66,1874.08
SALE-0002157,PROD-00505,WH-IN-0941,2024-12-07,21,6743.11
SALE-0002158,PROD-00022,WH-IN-0181,2025-05-04,62,3270.92
SALE-0002159,PROD-00326,WH-IN-0647,2024-11-09,32,120.57
SALE-0002160,PROD-00271,WH-IN-0803,2025-06-10,38,364.58
SALE-0002161,PROD-00325,WH-IN-0384,2024-10-26,61,5709.25
SALE-0002162,PROD-00224,WH-IN-0341,2024-11-11,8,2655.73
SALE-0002163,PROD-00628,WH-IN-0530,2025-08-04,49,10488.91
SALE-0002164,PROD-00028,WH-IN-0197,2025-02-06,74,6054.37
SALE-0002165,PROD-00366,WH-IN-0481,2025-05-05,28,7398.13
SALE-0002166,PROD-00102,WH-IN-0761,2024-11-04,13,4689.36
SALE-0002167,PROD-00916,WH-IN-0051,2025-08-15,86,8661.48
SALE-0002168,PROD-00164,WH-IN-0910,2024-11-26,20,6548.74
SALE-0002169,PROD-00735,WH-IN-0796,2024-11-30,4,4303.21
SALE-0002170,PROD-00938,WH-IN-0771,2025-06-02,72,4675.02
SALE-0002171,PROD-00995,WH-IN-0144,2024-12-13,4,308.33
SALE-0002172,PROD-00625,WH-IN-0344,2025-05-27,21,4049.04
SALE-0002173,PROD-00409,WH-IN-0714,2024-09-03,71,403.54
SALE-0002174,PROD-00722,WH-IN-0916,2024-10-18,60,6038.27
SALE-0002175,PROD-00855,WH-IN-0160,2025-01-19,72,1764.23
SALE-0002176,PROD-00293,WH-IN-0463,2025-05-24,89,4677.22
SALE-0002177,PROD-00872,WH-IN-0318,2024-10-19,68,5839.49
SALE-0002178,PROD-00203,WH-IN-0442,2025-06-01,78,11153.87
SALE-0002179,PROD-00396,WH-IN-0745,2025-05-14,72,8706.34
SALE-0002180,PROD-00173,WH-IN-0998,2024-10-08,28,1678.88
SALE-0002181,PROD-00216,WH-IN-0140,2025-06-26,12,5752.64
SALE-0002182,PROD-00351,WH-IN-0447,2025-08-12,87,3960.08
SALE-0002183,PROD-00805,WH-IN-0413,2025-08-20,33,510.75
SALE-0002184,PROD-00208,WH-IN-0732,2025-05-14,96,846.48
SALE-0002185,PROD-00863,WH-IN-0368,2025-03-09,62,7694.39
SALE-0002186,PROD-00049,WH-IN-0606,2025-01-28,71,2188.33
SALE-0002187,PROD-00936,WH-IN-0957,2025-03-07,22,595.36
SALE-0002188,PROD-00699,WH-IN-0661,2024-10-29,29,3057.06
SALE-0002189,PROD-00267,WH-IN-0610,2025-08-17,56,7655.31
SALE-0002190,PROD-00789,WH-IN-0427,2024-12-22,44,1704.3
SALE-0002191,PROD-00582,WH-IN-0492,2024-10-10,3,9896.73
SALE-0002192,PROD-00215,WH-IN-0645,2025-03-17,27,1070.5
SALE-0002193,PROD-00063,WH-IN-0012,2024-09-09,21,4177.53
SALE-0002194,PROD-00933,WH-IN-0095,2024-11-14,61,456.0
SALE-0002195,PROD-00185,WH-IN-0968,2025-03-22,89,7456.08
SALE-0002196,PROD-00096,WH-IN-0912,2025-02-11,44,2204.18
SALE-0002197,PROD-00244,WH-IN-0428,2024-09-17,48,6417.68
SALE-0002198,PROD-00860,WH-IN-0964,2025-03-06,47,6308.96
SALE-0002199,PROD-00565,WH-IN-0848,2025-04-25,23,3484.14
SALE-0002200,PROD-00225,WH-IN-0377,2024-09-07,45,9063.52
SALE-0002201,PROD-00027,WH-IN-0838,2025-07-24,19,4592.64
SALE-0002202,PROD-00620,WH-IN-0036,2025-02-20,5,11515.05
