confirmation_id,item_id,quantity,source_warehouse_id,destination_warehouse_id,schedule_date,estimated_arrival_date,status
RSTK-000481,PROD-00829,801,WH-IN-0546,WH-IN-0527,2025-09-08 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000482,PROD-00171,299,WH-IN-0474,WH-IN-0180,2025-09-09 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-000483,PROD-00541,459,WH-IN-0485,WH-IN-0925,2025-09-04 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000484,PROD-00481,306,WH-IN-0711,WH-IN-0661,2025-09-11 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-000485,PROD-00443,805,WH-IN-0954,WH-IN-0023,2025-08-30 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000486,PROD-00930,225,WH-IN-0497,WH-IN-0400,2025-09-06 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000487,PROD-00413,163,WH-IN-0334,WH-IN-0573,2025-09-08 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-000488,PROD-00732,126,WH-IN-0504,WH-IN-0319,2025-09-08 19:59:12,2025-09-18 19:59:12,Delivered
RSTK-000489,PROD-00876,145,WH-IN-0261,WH-IN-0200,2025-09-06 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-000490,PROD-00353,850,WH-IN-0169,WH-IN-0077,2025-09-09 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000491,PROD-00674,828,WH-IN-0761,WH-IN-0462,2025-09-11 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000492,PROD-00907,192,WH-IN-0723,WH-IN-0071,2025-09-01 19:59:12,2025-09-02 19:59:12,Cancelled
RSTK-000493,PROD-00831,537,WH-IN-0352,WH-IN-0997,2025-09-07 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000494,PROD-00878,346,WH-IN-0470,WH-IN-0548,2025-09-10 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000495,PROD-00182,987,WH-IN-0122,WH-IN-0728,2025-09-08 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000496,PROD-00242,284,WH-IN-0769,WH-IN-0076,2025-09-10 19:59:12,2025-09-15 19:59:12,Delivered
RSTK-000497,PROD-01000,122,WH-IN-0768,WH-IN-0046,2025-09-10 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-000498,PROD-00407,730,WH-IN-0046,WH-IN-0607,2025-09-10 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-000499,PROD-00897,768,WH-IN-0202,WH-IN-0030,2025-08-30 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-000500,PROD-00199,653,WH-IN-0691,WH-IN-0984,2025-09-07 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000501,PROD-00229,707,WH-IN-0837,WH-IN-0818,2025-09-02 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000502,PROD-00487,292,WH-IN-0262,WH-IN-0367,2025-09-08 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-000503,PROD-00454,292,WH-IN-0552,WH-IN-0749,2025-09-09 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000504,PROD-00743,783,WH-IN-0138,WH-IN-0151,2025-09-12 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-000505,PROD-00831,307,WH-IN-0475,WH-IN-0411,2025-09-11 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000506,PROD-00649,916,WH-IN-0113,WH-IN-0955,2025-09-01 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000507,PROD-00606,691,WH-IN-0468,WH-IN-0105,2025-09-02 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-000508,PROD-00272,238,WH-IN-0948,WH-IN-0211,2025-09-08 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000509,PROD-00112,433,WH-IN-0001,WH-IN-0334,2025-09-12 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-000510,PROD-00141,756,WH-IN-0884,WH-IN-0824,2025-09-05 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000511,PROD-00485,68,WH-IN-0256,WH-IN-0132,2025-09-05 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000512,PROD-00179,64,WH-IN-0492,WH-IN-0832,2025-09-09 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-000513,PROD-00288,790,WH-IN-0428,WH-IN-0396,2025-08-30 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-000514,PROD-00700,80,WH-IN-0982,WH-IN-0332,2025-09-07 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-000515,PROD-00423,668,WH-IN-0259,WH-IN-0646,2025-09-12 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000516,PROD-00771,88,WH-IN-0789,WH-IN-0309,2025-09-03 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000517,PROD-00150,837,WH-IN-0526,WH-IN-0394,2025-09-11 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000518,PROD-00012,123,WH-IN-0221,WH-IN-0151,2025-09-01 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000519,PROD-00237,939,WH-IN-0748,WH-IN-0056,2025-09-11 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000520,PROD-00495,198,WH-IN-0682,WH-IN-0961,2025-09-08 19:59:12,2025-09-18 19:59:12,Cancelled
RSTK-000521,PROD-00791,359,WH-IN-0036,WH-IN-0952,2025-09-07 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000522,PROD-00800,546,WH-IN-0249,WH-IN-0031,2025-09-06 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000523,PROD-00799,685,WH-IN-0391,WH-IN-0495,2025-09-05 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000524,PROD-00387,230,WH-IN-0244,WH-IN-0278,2025-09-07 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000525,PROD-00203,236,WH-IN-0306,WH-IN-0258,2025-09-08 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-000526,PROD-00977,630,WH-IN-0338,WH-IN-0485,2025-08-31 19:59:12,2025-09-03 19:59:12,Delivered
RSTK-000527,PROD-00069,970,WH-IN-0925,WH-IN-0057,2025-09-08 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000528,PROD-00366,241,WH-IN-0099,WH-IN-0711,2025-09-01 19:59:12,2025-09-05 19:59:12,In Transit
RSTK-000529,PROD-00586,702,WH-IN-0943,WH-IN-0852,2025-08-30 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000530,PROD-00615,530,WH-IN-0932,WH-IN-0460,2025-09-09 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-000531,PROD-00462,861,WH-IN-0454,WH-IN-0225,2025-09-08 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000532,PROD-00652,86,WH-IN-0941,WH-IN-0710,2025-09-10 19:59:12,2025-09-20 19:59:12,Cancelled
RSTK-000533,PROD-00820,868,WH-IN-0028,WH-IN-0832,2025-09-05 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-000534,PROD-00648,450,WH-IN-0141,WH-IN-0753,2025-09-11 19:59:12,2025-09-21 19:59:12,In Transit
RSTK-000535,PROD-00915,813,WH-IN-0646,WH-IN-0352,2025-09-11 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000536,PROD-00016,148,WH-IN-0945,WH-IN-0530,2025-09-02 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000537,PROD-00864,454,WH-IN-0260,WH-IN-0797,2025-09-10 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000538,PROD-00707,490,WH-IN-0948,WH-IN-0696,2025-09-02 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-000539,PROD-00882,325,WH-IN-0650,WH-IN-0415,2025-09-05 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000540,PROD-00469,59,WH-IN-0405,WH-IN-0264,2025-08-30 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-000541,PROD-00542,620,WH-IN-0931,WH-IN-0586,2025-09-07 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-000542,PROD-00942,513,WH-IN-0203,WH-IN-0415,2025-08-31 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000543,PROD-00277,725,WH-IN-0668,WH-IN-0461,2025-09-05 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-000544,PROD-00571,686,WH-IN-0378,WH-IN-0885,2025-09-10 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-000545,PROD-00169,86,WH-IN-0099,WH-IN-0036,2025-09-09 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-000546,PROD-00464,694,WH-IN-0932,WH-IN-0780,2025-09-04 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000547,PROD-00681,719,WH-IN-0505,WH-IN-0224,2025-09-05 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-000548,PROD-00972,777,WH-IN-0195,WH-IN-0135,2025-09-06 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-000549,PROD-00003,290,WH-IN-0925,WH-IN-0012,2025-09-08 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000550,PROD-00191,790,WH-IN-0767,WH-IN-0648,2025-09-09 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-000551,PROD-00368,205,WH-IN-0144,WH-IN-0799,2025-09-11 19:59:12,2025-09-21 19:59:12,Cancelled
RSTK-000552,PROD-00464,223,WH-IN-0479,WH-IN-0690,2025-09-06 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-000553,PROD-00793,837,WH-IN-0690,WH-IN-0350,2025-09-10 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-000554,PROD-00159,701,WH-IN-0913,WH-IN-0161,2025-08-31 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-000555,PROD-00849,132,WH-IN-0312,WH-IN-0755,2025-09-09 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000556,PROD-00382,422,WH-IN-0838,WH-IN-0684,2025-09-09 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000557,PROD-00228,532,WH-IN-0827,WH-IN-0153,2025-09-11 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-000558,PROD-00594,863,WH-IN-0958,WH-IN-0848,2025-09-08 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-000559,PROD-00585,815,WH-IN-0872,WH-IN-0366,2025-09-06 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000560,PROD-00616,380,WH-IN-0817,WH-IN-0820,2025-09-02 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000561,PROD-00180,531,WH-IN-0633,WH-IN-0852,2025-09-05 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-000562,PROD-00893,132,WH-IN-0279,WH-IN-0081,2025-09-12 19:59:12,2025-09-21 19:59:12,Scheduled
RSTK-000563,PROD-00390,179,WH-IN-0377,WH-IN-0286,2025-09-08 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000564,PROD-00822,395,WH-IN-0827,WH-IN-0511,2025-09-05 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000565,PROD-00450,921,WH-IN-0772,WH-IN-0154,2025-09-05 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000566,PROD-00076,727,WH-IN-0867,WH-IN-0922,2025-09-06 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000567,PROD-00666,749,WH-IN-0608,WH-IN-0414,2025-08-30 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-000568,PROD-00674,84,WH-IN-0501,WH-IN-0352,2025-09-11 19:59:12,2025-09-21 19:59:12,Cancelled
RSTK-000569,PROD-00015,111,WH-IN-0288,WH-IN-0061,2025-09-06 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000570,PROD-00643,188,WH-IN-0357,WH-IN-0456,2025-09-12 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-000571,PROD-00201,935,WH-IN-0454,WH-IN-0952,2025-09-03 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-000572,PROD-00883,992,WH-IN-0555,WH-IN-0075,2025-09-05 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000573,PROD-00912,413,WH-IN-0602,WH-IN-0224,2025-09-09 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000574,PROD-00801,93,WH-IN-0266,WH-IN-0015,2025-09-01 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000575,PROD-00543,207,WH-IN-0434,WH-IN-0746,2025-09-06 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-000576,PROD-00937,367,WH-IN-0055,WH-IN-0924,2025-09-01 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000577,PROD-00733,56,WH-IN-0343,WH-IN-0027,2025-09-08 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000578,PROD-00850,936,WH-IN-0206,WH-IN-0743,2025-09-01 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-000579,PROD-00547,253,WH-IN-0668,WH-IN-0267,2025-08-31 19:59:12,2025-09-01 19:59:12,Delivered
RSTK-000580,PROD-00463,860,WH-IN-0595,WH-IN-0017,2025-08-30 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000581,PROD-00456,392,WH-IN-0104,WH-IN-0392,2025-08-31 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000582,PROD-00613,565,WH-IN-0762,WH-IN-0933,2025-09-04 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-000583,PROD-00915,985,WH-IN-0331,WH-IN-0849,2025-09-03 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-000584,PROD-00605,912,WH-IN-0596,WH-IN-0518,2025-09-03 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000585,PROD-00291,161,WH-IN-0191,WH-IN-0361,2025-09-07 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000586,PROD-00274,418,WH-IN-0370,WH-IN-0501,2025-09-09 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000587,PROD-00686,164,WH-IN-0147,WH-IN-0687,2025-09-04 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-000588,PROD-00391,590,WH-IN-0308,WH-IN-0133,2025-09-11 19:59:12,2025-09-20 19:59:12,In Transit
RSTK-000589,PROD-00683,897,WH-IN-0097,WH-IN-0787,2025-08-31 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-000590,PROD-00889,909,WH-IN-0895,WH-IN-0424,2025-09-05 19:59:12,2025-09-12 19:59:12,Cancelled
RSTK-000591,PROD-00595,986,WH-IN-0992,WH-IN-0895,2025-08-30 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000592,PROD-00705,257,WH-IN-0119,WH-IN-0484,2025-09-06 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000593,PROD-00358,821,WH-IN-0991,WH-IN-0965,2025-09-12 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-000594,PROD-00784,550,WH-IN-0616,WH-IN-0928,2025-08-30 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-000595,PROD-00584,226,WH-IN-0302,WH-IN-0627,2025-09-12 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-000596,PROD-00019,316,WH-IN-0403,WH-IN-0883,2025-09-12 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-000597,PROD-00059,173,WH-IN-0119,WH-IN-0901,2025-09-07 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000598,PROD-00945,151,WH-IN-0888,WH-IN-0912,2025-09-12 19:59:12,2025-09-18 19:59:12,In Transit
RSTK-000599,PROD-00028,373,WH-IN-0362,WH-IN-0125,2025-09-10 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000600,PROD-00614,290,WH-IN-0552,WH-IN-0056,2025-08-30 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-000601,PROD-00070,331,WH-IN-0875,WH-IN-0868,2025-08-31 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000602,PROD-00047,740,WH-IN-0330,WH-IN-0708,2025-09-05 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-000603,PROD-00032,112,WH-IN-0960,WH-IN-0769,2025-09-05 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-000604,PROD-00986,614,WH-IN-0550,WH-IN-0316,2025-09-03 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-000605,PROD-00112,442,WH-IN-0905,WH-IN-0732,2025-09-08 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000606,PROD-00959,751,WH-IN-0813,WH-IN-0184,2025-08-30 19:59:12,2025-09-01 19:59:12,Delivered
RSTK-000607,PROD-00181,794,WH-IN-0668,WH-IN-0840,2025-09-06 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000608,PROD-00760,359,WH-IN-0380,WH-IN-0569,2025-09-05 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-000609,PROD-00999,860,WH-IN-0718,WH-IN-0884,2025-08-31 19:59:12,2025-09-03 19:59:12,Scheduled
RSTK-000610,PROD-00192,907,WH-IN-0460,WH-IN-0967,2025-09-10 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-000611,PROD-00962,624,WH-IN-0749,WH-IN-0236,2025-08-31 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000612,PROD-00630,626,WH-IN-0211,WH-IN-0610,2025-09-08 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-000613,PROD-00512,314,WH-IN-0426,WH-IN-0101,2025-08-31 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-000614,PROD-00712,152,WH-IN-0473,WH-IN-0506,2025-09-03 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000615,PROD-00115,166,WH-IN-0114,WH-IN-0960,2025-09-06 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-000616,PROD-00293,144,WH-IN-0862,WH-IN-0041,2025-09-01 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-000617,PROD-00968,482,WH-IN-0681,WH-IN-0928,2025-09-03 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-000618,PROD-00248,133,WH-IN-0316,WH-IN-0411,2025-09-05 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-000619,PROD-00188,446,WH-IN-0988,WH-IN-0426,2025-09-03 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000620,PROD-00456,960,WH-IN-0663,WH-IN-0726,2025-09-05 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-000621,PROD-00053,88,WH-IN-0242,WH-IN-0983,2025-09-10 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000622,PROD-00833,901,WH-IN-0345,WH-IN-0906,2025-09-10 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000623,PROD-00348,671,WH-IN-0962,WH-IN-0104,2025-09-11 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000624,PROD-00424,274,WH-IN-0794,WH-IN-0641,2025-09-10 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-000625,PROD-00923,352,WH-IN-1000,WH-IN-0628,2025-09-10 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-000626,PROD-00825,625,WH-IN-0775,WH-IN-0441,2025-08-30 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-000627,PROD-00993,930,WH-IN-0850,WH-IN-0154,2025-09-04 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-000628,PROD-00559,607,WH-IN-0467,WH-IN-0557,2025-09-03 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-000629,PROD-00029,596,WH-IN-0041,WH-IN-0626,2025-09-08 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000630,PROD-00205,916,WH-IN-0811,WH-IN-0565,2025-09-04 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000631,PROD-00900,164,WH-IN-0556,WH-IN-0549,2025-09-07 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-000632,PROD-00131,155,WH-IN-0678,WH-IN-0818,2025-09-07 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-000633,PROD-00701,845,WH-IN-0609,WH-IN-0916,2025-09-03 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-000634,PROD-00980,400,WH-IN-0132,WH-IN-0290,2025-09-07 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000635,PROD-00193,313,WH-IN-0158,WH-IN-0278,2025-08-31 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000636,PROD-00533,186,WH-IN-0607,WH-IN-0309,2025-09-12 19:59:12,2025-09-18 19:59:12,Delivered
RSTK-000637,PROD-00923,107,WH-IN-0653,WH-IN-0347,2025-09-03 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000638,PROD-00500,604,WH-IN-0025,WH-IN-0600,2025-09-11 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-000639,PROD-00853,510,WH-IN-0665,WH-IN-0878,2025-09-12 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-000640,PROD-00590,680,WH-IN-0741,WH-IN-0674,2025-09-05 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-000641,PROD-00995,454,WH-IN-0026,WH-IN-0828,2025-09-04 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000642,PROD-00936,967,WH-IN-0567,WH-IN-0287,2025-09-03 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-000643,PROD-00242,923,WH-IN-0111,WH-IN-0725,2025-08-31 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-000644,PROD-00294,466,WH-IN-0091,WH-IN-0187,2025-09-07 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-000645,PROD-00199,918,WH-IN-0222,WH-IN-0388,2025-09-09 19:59:12,2025-09-19 19:59:12,In Transit
RSTK-000646,PROD-00039,407,WH-IN-0649,WH-IN-0864,2025-09-07 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-000647,PROD-00463,537,WH-IN-0708,WH-IN-0877,2025-09-04 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-000648,PROD-00300,516,WH-IN-0972,WH-IN-0156,2025-09-06 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-000649,PROD-00638,647,WH-IN-0637,WH-IN-0115,2025-09-02 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000650,PROD-00656,312,WH-IN-0972,WH-IN-0883,2025-09-01 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-000651,PROD-00705,754,WH-IN-0668,WH-IN-0658,2025-09-04 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-000652,PROD-00305,186,WH-IN-0961,WH-IN-0952,2025-09-04 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-000653,PROD-00809,95,WH-IN-0373,WH-IN-0575,2025-09-03 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000654,PROD-00701,93,WH-IN-0911,WH-IN-0135,2025-09-08 19:59:12,2025-09-14 19:59:12,In Transit
RSTK-000655,PROD-00530,635,WH-IN-0699,WH-IN-0446,2025-09-01 19:59:12,2025-09-05 19:59:12,In Transit
RSTK-000656,PROD-00841,915,WH-IN-0581,WH-IN-0346,2025-09-05 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-000657,PROD-00876,955,WH-IN-0137,WH-IN-0456,2025-09-07 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-000658,PROD-00777,232,WH-IN-0946,WH-IN-0336,2025-09-03 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000659,PROD-00460,92,WH-IN-0470,WH-IN-0729,2025-09-10 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-000660,PROD-00822,703,WH-IN-0152,WH-IN-0208,2025-09-05 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-000661,PROD-00475,948,WH-IN-0278,WH-IN-0676,2025-09-02 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000662,PROD-00591,166,WH-IN-0362,WH-IN-0471,2025-09-07 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-000663,PROD-00256,510,WH-IN-0653,WH-IN-0147,2025-09-01 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-000664,PROD-00949,351,WH-IN-0332,WH-IN-0953,2025-09-04 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-000665,PROD-00087,458,WH-IN-0508,WH-IN-0844,2025-09-05 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-000666,PROD-00463,627,WH-IN-0843,WH-IN-0999,2025-08-30 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-000667,PROD-00402,815,WH-IN-0974,WH-IN-0506,2025-08-31 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-000668,PROD-00285,463,WH-IN-0788,WH-IN-0865,2025-08-31 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-000669,PROD-00898,585,WH-IN-0065,WH-IN-0432,2025-09-01 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-000670,PROD-00593,302,WH-IN-0997,WH-IN-0737,2025-09-01 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000671,PROD-00465,149,WH-IN-0192,WH-IN-0119,2025-08-30 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-000672,PROD-00274,626,WH-IN-0622,WH-IN-0783,2025-08-30 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-000673,PROD-00088,770,WH-IN-0859,WH-IN-0030,2025-09-07 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-000674,PROD-00477,736,WH-IN-0853,WH-IN-0852,2025-09-11 19:59:12,2025-09-21 19:59:12,Delivered
RSTK-000675,PROD-00680,366,WH-IN-0027,WH-IN-0224,2025-09-04 19:59:12,2025-09-06 19:59:12,Delivered
RSTK-000676,PROD-00906,923,WH-IN-0926,WH-IN-0881,2025-09-12 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-000677,PROD-00023,851,WH-IN-0132,WH-IN-0936,2025-08-31 19:59:12,2025-09-03 19:59:12,Delivered
RSTK-000678,PROD-00688,452,WH-IN-0109,WH-IN-0710,2025-09-09 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-000679,PROD-00888,616,WH-IN-0963,WH-IN-0683,2025-08-30 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-000680,PROD-00868,303,WH-IN-0055,WH-IN-0467,2025-09-08 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000681,PROD-00587,276,WH-IN-0376,WH-IN-0949,2025-08-30 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-000682,PROD-00075,254,WH-IN-0798,WH-IN-0301,2025-09-05 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-000683,PROD-00304,290,WH-IN-0480,WH-IN-0602,2025-09-09 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-000684,PROD-00374,279,WH-IN-0118,WH-IN-0202,2025-09-02 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-000685,PROD-00253,670,WH-IN-0537,WH-IN-0841,2025-09-07 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-000686,PROD-00657,321,WH-IN-0464,WH-IN-0779,2025-09-03 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-000687,PROD-00375,315,WH-IN-0627,WH-IN-0313,2025-09-04 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-000688,PROD-00647,497,WH-IN-0910,WH-IN-0296,2025-09-11 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-000689,PROD-00805,304,WH-IN-0957,WH-IN-0391,2025-09-04 19:59:12,2025-09-10 19:59:12,Scheduled
