stock_id,warehouse_id,item_id,current_quantity,last_updated
STK-001241,WH-IN-0628,PROD-00895,1000,2025-08-17 19:59:12
STK-001242,WH-IN-0468,PROD-00977,1994,2025-08-16 19:59:12
STK-001243,WH-IN-0695,PROD-00393,1948,2025-08-15 19:59:12
STK-001244,WH-IN-0906,PROD-00287,1415,2025-08-22 19:59:12
STK-001245,WH-IN-0230,PROD-00532,1520,2025-08-08 19:59:12
STK-001246,WH-IN-0414,PROD-00892,1064,2025-08-09 19:59:12
STK-001247,WH-IN-0144,PROD-00648,907,2025-08-29 19:59:12
STK-001248,WH-IN-0926,PROD-00136,441,2025-08-10 19:59:12
STK-001249,WH-IN-0924,PROD-00298,73,2025-08-15 19:59:12
STK-001250,WH-IN-0350,PROD-00965,1930,2025-08-21 19:59:12
STK-001251,WH-IN-0602,PROD-00760,1388,2025-08-03 19:59:12
STK-001252,WH-IN-0295,PROD-00792,1046,2025-08-18 19:59:12
STK-001253,WH-IN-0604,PROD-00504,1258,2025-08-15 19:59:12
STK-001254,WH-IN-0038,PROD-00682,1883,2025-08-22 19:59:12
STK-001255,WH-IN-0886,PROD-00601,1444,2025-08-19 19:59:12
STK-001256,WH-IN-0385,PROD-00448,1793,2025-08-04 19:59:12
STK-001257,WH-IN-0277,PROD-00406,1306,2025-08-04 19:59:12
STK-001258,WH-IN-0866,PROD-00094,613,2025-08-06 19:59:12
STK-001259,WH-IN-0764,PROD-00971,825,2025-08-17 19:59:12
STK-001260,WH-IN-0262,PROD-00253,1358,2025-08-10 19:59:12
STK-001261,WH-IN-0695,PROD-00264,1451,2025-08-09 19:59:12
STK-001262,WH-IN-0722,PROD-00002,52,2025-08-19 19:59:12
STK-001263,WH-IN-0988,PROD-00071,1688,2025-08-14 19:59:12
STK-001264,WH-IN-0293,PROD-00319,1533,2025-08-26 19:59:12
STK-001265,WH-IN-0393,PROD-00602,1511,2025-08-20 19:59:12
STK-001266,WH-IN-0626,PROD-00982,1855,2025-08-02 19:59:12
STK-001267,WH-IN-0442,PROD-00108,685,2025-08-01 19:59:12
STK-001268,WH-IN-0026,PROD-00701,59,2025-08-02 19:59:12
STK-001269,WH-IN-0130,PROD-00281,1552,2025-08-25 19:59:12
STK-001270,WH-IN-0544,PROD-00661,1922,2025-08-29 19:59:12
STK-001271,WH-IN-0625,PROD-00517,803,2025-08-02 19:59:12
STK-001272,WH-IN-0709,PROD-00132,1931,2025-08-28 19:59:12
STK-001273,WH-IN-0237,PROD-00714,1660,2025-08-22 19:59:12
STK-001274,WH-IN-0814,PROD-00330,467,2025-08-08 19:59:12
STK-001275,WH-IN-0414,PROD-00045,656,2025-08-06 19:59:12
STK-001276,WH-IN-0271,PROD-00607,1974,2025-08-14 19:59:12
STK-001277,WH-IN-0753,PROD-00653,1088,2025-08-25 19:59:12
STK-001278,WH-IN-0843,PROD-00158,1382,2025-08-28 19:59:12
STK-001279,WH-IN-0598,PROD-00007,1038,2025-08-06 19:59:12
STK-001280,WH-IN-0046,PROD-00070,1581,2025-08-03 19:59:12
STK-001281,WH-IN-0153,PROD-00486,1229,2025-08-08 19:59:12
STK-001282,WH-IN-0052,PROD-00944,1517,2025-08-29 19:59:12
STK-001283,WH-IN-0888,PROD-00901,727,2025-08-23 19:59:12
STK-001284,WH-IN-0279,PROD-00561,1125,2025-08-28 19:59:12
STK-001285,WH-IN-0312,PROD-00913,1392,2025-08-05 19:59:12
STK-001286,WH-IN-0992,PROD-00189,1180,2025-08-27 19:59:12
STK-001287,WH-IN-0614,PROD-00645,658,2025-08-06 19:59:12
STK-001288,WH-IN-0137,PROD-00372,39,2025-08-25 19:59:12
STK-001289,WH-IN-0886,PROD-00556,695,2025-08-05 19:59:12
STK-001290,WH-IN-0091,PROD-00596,718,2025-08-01 19:59:12
STK-001291,WH-IN-0011,PROD-00607,329,2025-08-28 19:59:12
STK-001292,WH-IN-0426,PROD-00074,76,2025-08-01 19:59:12
STK-001293,WH-IN-0426,PROD-00806,1037,2025-08-08 19:59:12
STK-001294,WH-IN-0828,PROD-00849,1220,2025-08-10 19:59:12
STK-001295,WH-IN-0757,PROD-00477,1730,2025-08-25 19:59:12
STK-001296,WH-IN-0158,PROD-00857,1718,2025-08-15 19:59:12
STK-001297,WH-IN-0260,PROD-00389,1761,2025-08-01 19:59:12
STK-001298,WH-IN-0604,PROD-00983,563,2025-08-24 19:59:12
STK-001299,WH-IN-0951,PROD-00128,837,2025-08-18 19:59:12
STK-001300,WH-IN-0256,PROD-00245,78,2025-08-13 19:59:12
STK-001301,WH-IN-0541,PROD-00410,81,2025-08-05 19:59:12
STK-001302,WH-IN-0846,PROD-00905,914,2025-08-11 19:59:12
STK-001303,WH-IN-0098,PROD-00199,500,2025-08-02 19:59:12
STK-001304,WH-IN-0163,PROD-00910,194,2025-08-13 19:59:12
STK-001305,WH-IN-0984,PROD-00879,832,2025-08-12 19:59:12
STK-001306,WH-IN-0193,PROD-00170,1558,2025-07-30 19:59:12
STK-001307,WH-IN-0866,PROD-00706,1010,2025-08-27 19:59:12
STK-001308,WH-IN-0558,PROD-00131,450,2025-08-08 19:59:12
STK-001309,WH-IN-0416,PROD-00542,844,2025-08-26 19:59:12
STK-001310,WH-IN-0684,PROD-00309,1511,2025-08-11 19:59:12
STK-001311,WH-IN-0094,PROD-00427,671,2025-08-22 19:59:12
STK-001312,WH-IN-0978,PROD-00124,1617,2025-08-29 19:59:12
STK-001313,WH-IN-0917,PROD-00324,194,2025-08-11 19:59:12
STK-001314,WH-IN-0103,PROD-00188,951,2025-08-23 19:59:12
STK-001315,WH-IN-0538,PROD-00709,1945,2025-08-11 19:59:12
STK-001316,WH-IN-0703,PROD-00187,1422,2025-08-08 19:59:12
STK-001317,WH-IN-0424,PROD-00091,1412,2025-08-28 19:59:12
STK-001318,WH-IN-0681,PROD-00057,935,2025-08-24 19:59:12
STK-001319,WH-IN-0790,PROD-00976,1586,2025-08-08 19:59:12
STK-001320,WH-IN-0229,PROD-00234,361,2025-08-21 19:59:12
STK-001321,WH-IN-0994,PROD-00317,1575,2025-08-15 19:59:12
STK-001322,WH-IN-0380,PROD-00229,1171,2025-07-30 19:59:12
STK-001323,WH-IN-0261,PROD-00273,270,2025-08-26 19:59:12
STK-001324,WH-IN-0117,PROD-00243,575,2025-08-14 19:59:12
STK-001325,WH-IN-0243,PROD-00037,744,2025-08-22 19:59:12
STK-001326,WH-IN-0506,PROD-00944,256,2025-08-18 19:59:12
STK-001327,WH-IN-0685,PROD-00989,1266,2025-08-14 19:59:12
STK-001328,WH-IN-0669,PROD-00543,1938,2025-08-05 19:59:12
STK-001329,WH-IN-0641,PROD-00993,1862,2025-08-20 19:59:12
STK-001330,WH-IN-0450,PROD-00066,1212,2025-08-28 19:59:12
STK-001331,WH-IN-0978,PROD-00502,783,2025-08-05 19:59:12
STK-001332,WH-IN-0725,PROD-00705,291,2025-08-09 19:59:12
STK-001333,WH-IN-0909,PROD-00776,1183,2025-08-04 19:59:12
STK-001334,WH-IN-0591,PROD-00786,786,2025-08-27 19:59:12
STK-001335,WH-IN-0307,PROD-00086,1526,2025-08-12 19:59:12
STK-001336,WH-IN-0887,PROD-00542,1271,2025-08-20 19:59:12
STK-001337,WH-IN-0407,PROD-00788,1064,2025-08-29 19:59:12
STK-001338,WH-IN-0285,PROD-00049,1034,2025-07-31 19:59:12
STK-001339,WH-IN-0760,PROD-00430,279,2025-08-04 19:59:12
STK-001340,WH-IN-0912,PROD-00197,1648,2025-08-15 19:59:12
STK-001341,WH-IN-0551,PROD-00090,1448,2025-08-14 19:59:12
STK-001342,WH-IN-0691,PROD-00098,816,2025-08-29 19:59:12
STK-001343,WH-IN-0831,PROD-00796,1965,2025-08-15 19:59:12
STK-001344,WH-IN-0998,PROD-00406,1179,2025-08-16 19:59:12
STK-001345,WH-IN-0905,PROD-00485,383,2025-08-05 19:59:12
STK-001346,WH-IN-0628,PROD-00973,137,2025-08-15 19:59:12
STK-001347,WH-IN-0683,PROD-00862,838,2025-08-17 19:59:12
STK-001348,WH-IN-0513,PROD-00290,1148,2025-08-13 19:59:12
STK-001349,WH-IN-0480,PROD-00018,188,2025-08-08 19:59:12
STK-001350,WH-IN-0906,PROD-00482,451,2025-08-15 19:59:12
STK-001351,WH-IN-0101,PROD-00119,1730,2025-08-09 19:59:12
STK-001352,WH-IN-0574,PROD-00239,1542,2025-08-13 19:59:12
STK-001353,WH-IN-0165,PROD-00667,872,2025-08-06 19:59:12
STK-001354,WH-IN-0334,PROD-00432,1932,2025-07-31 19:59:12
STK-001355,WH-IN-0028,PROD-00920,1722,2025-08-20 19:59:12
STK-001356,WH-IN-0998,PROD-00880,1915,2025-08-07 19:59:12
STK-001357,WH-IN-0951,PROD-00601,676,2025-08-05 19:59:12
STK-001358,WH-IN-0436,PROD-00049,1095,2025-08-23 19:59:12
STK-001359,WH-IN-0198,PROD-00685,193,2025-07-30 19:59:12
STK-001360,WH-IN-0813,PROD-00577,659,2025-08-09 19:59:12
STK-001361,WH-IN-0934,PROD-00520,1580,2025-08-23 19:59:12
STK-001362,WH-IN-0064,PROD-00063,1433,2025-08-05 19:59:12
STK-001363,WH-IN-0878,PROD-00699,943,2025-08-24 19:59:12
STK-001364,WH-IN-0470,PROD-00773,859,2025-08-07 19:59:12
STK-001365,WH-IN-0763,PROD-00662,1779,2025-08-13 19:59:12
STK-001366,WH-IN-0595,PROD-00976,1335,2025-08-16 19:59:12
STK-001367,WH-IN-0904,PROD-00702,271,2025-08-26 19:59:12
STK-001368,WH-IN-0345,PROD-00080,1047,2025-08-21 19:59:12
STK-001369,WH-IN-0432,PROD-00136,1127,2025-08-22 19:59:12
STK-001370,WH-IN-0008,PROD-00951,1913,2025-08-10 19:59:12
STK-001371,WH-IN-0555,PROD-00024,142,2025-08-02 19:59:12
STK-001372,WH-IN-0075,PROD-00872,248,2025-08-16 19:59:12
STK-001373,WH-IN-0662,PROD-00099,1294,2025-08-12 19:59:12
STK-001374,WH-IN-0811,PROD-00484,1262,2025-08-17 19:59:12
STK-001375,WH-IN-0031,PROD-00630,938,2025-07-30 19:59:12
STK-001376,WH-IN-0407,PROD-00892,740,2025-08-20 19:59:12
STK-001377,WH-IN-0830,PROD-00742,294,2025-08-09 19:59:12
STK-001378,WH-IN-0287,PROD-00427,1303,2025-08-22 19:59:12
STK-001379,WH-IN-0097,PROD-00168,1599,2025-08-02 19:59:12
STK-001380,WH-IN-0276,PROD-00928,1852,2025-08-14 19:59:12
STK-001381,WH-IN-0576,PROD-00577,138,2025-08-15 19:59:12
STK-001382,WH-IN-0565,PROD-00896,1688,2025-08-19 19:59:12
STK-001383,WH-IN-0980,PROD-00068,1303,2025-08-23 19:59:12
STK-001384,WH-IN-0496,PROD-00048,1273,2025-08-01 19:59:12
STK-001385,WH-IN-0382,PROD-00248,1215,2025-07-31 19:59:12
STK-001386,WH-IN-0135,PROD-00334,1120,2025-08-13 19:59:12
STK-001387,WH-IN-0370,PROD-00606,92,2025-08-28 19:59:12
STK-001388,WH-IN-0640,PROD-00147,1292,2025-08-01 19:59:12
STK-001389,WH-IN-0237,PROD-00838,1107,2025-08-04 19:59:12
STK-001390,WH-IN-0652,PROD-00970,1438,2025-08-29 19:59:12
STK-001391,WH-IN-0129,PROD-00115,400,2025-08-02 19:59:12
STK-001392,WH-IN-0163,PROD-00928,249,2025-07-31 19:59:12
STK-001393,WH-IN-0070,PROD-00541,1236,2025-08-15 19:59:12
STK-001394,WH-IN-0229,PROD-00070,190,2025-08-29 19:59:12
STK-001395,WH-IN-0996,PROD-00160,221,2025-08-19 19:59:12
STK-001396,WH-IN-0641,PROD-00683,1067,2025-08-22 19:59:12
STK-001397,WH-IN-0985,PROD-00416,281,2025-08-12 19:59:12
STK-001398,WH-IN-0444,PROD-00037,822,2025-08-13 19:59:12
STK-001399,WH-IN-0695,PROD-00545,1202,2025-08-17 19:59:12
STK-001400,WH-IN-0491,PROD-00481,1380,2025-07-31 19:59:12
STK-001401,WH-IN-0897,PROD-00746,1780,2025-08-08 19:59:12
STK-001402,WH-IN-0087,PROD-00980,890,2025-08-26 19:59:12
STK-001403,WH-IN-0369,PROD-00693,273,2025-08-21 19:59:12
STK-001404,WH-IN-0891,PROD-00700,808,2025-08-05 19:59:12
STK-001405,WH-IN-0697,PROD-00846,578,2025-08-17 19:59:12
STK-001406,WH-IN-0604,PROD-00721,1138,2025-08-11 19:59:12
STK-001407,WH-IN-0123,PROD-00281,1799,2025-08-03 19:59:12
STK-001408,WH-IN-0878,PROD-00059,536,2025-08-26 19:59:12
STK-001409,WH-IN-0078,PROD-00386,558,2025-08-12 19:59:12
STK-001410,WH-IN-0896,PROD-00741,876,2025-08-04 19:59:12
STK-001411,WH-IN-0723,PROD-00108,1793,2025-08-25 19:59:12
STK-001412,WH-IN-0651,PROD-00075,1066,2025-08-25 19:59:12
STK-001413,WH-IN-0434,PROD-00230,1259,2025-08-17 19:59:12
STK-001414,WH-IN-0731,PROD-00049,918,2025-08-12 19:59:12
STK-001415,WH-IN-0851,PROD-00775,1568,2025-08-14 19:59:12
STK-001416,WH-IN-0351,PROD-00783,603,2025-08-03 19:59:12
STK-001417,WH-IN-0770,PROD-00061,1006,2025-08-08 19:59:12
STK-001418,WH-IN-0848,PROD-00973,1071,2025-08-10 19:59:12
STK-001419,WH-IN-0388,PROD-00884,1484,2025-08-27 19:59:12
STK-001420,WH-IN-0996,PROD-00731,50,2025-08-16 19:59:12
STK-001421,WH-IN-0139,PROD-00487,1741,2025-08-06 19:59:12
STK-001422,WH-IN-0039,PROD-00409,262,2025-08-06 19:59:12
STK-001423,WH-IN-0836,PROD-00592,670,2025-08-29 19:59:12
STK-001424,WH-IN-0411,PROD-00221,1189,2025-08-03 19:59:12
STK-001425,WH-IN-0790,PROD-00125,300,2025-08-18 19:59:12
STK-001426,WH-IN-0642,PROD-00719,1662,2025-07-31 19:59:12
STK-001427,WH-IN-0576,PROD-00416,213,2025-08-22 19:59:12
STK-001428,WH-IN-0400,PROD-00958,1723,2025-08-18 19:59:12
STK-001429,WH-IN-0214,PROD-00840,804,2025-08-13 19:59:12
STK-001430,WH-IN-0049,PROD-00730,842,2025-08-06 19:59:12
STK-001431,WH-IN-0835,PROD-00253,1267,2025-08-10 19:59:12
STK-001432,WH-IN-0728,PROD-00819,471,2025-08-08 19:59:12
STK-001433,WH-IN-0106,PROD-00800,417,2025-08-14 19:59:12
STK-001434,WH-IN-0468,PROD-00339,607,2025-08-15 19:59:12
STK-001435,WH-IN-0451,PROD-00439,14,2025-08-19 19:59:12
STK-001436,WH-IN-0577,PROD-00654,651,2025-07-30 19:59:12
STK-001437,WH-IN-0522,PROD-00045,1706,2025-07-31 19:59:12
STK-001438,WH-IN-0070,PROD-00908,1279,2025-07-31 19:59:12
STK-001439,WH-IN-0066,PROD-00853,1115,2025-08-09 19:59:12
STK-001440,WH-IN-0487,PROD-00262,1106,2025-08-04 19:59:12
STK-001441,WH-IN-0891,PROD-00477,1758,2025-08-13 19:59:12
STK-001442,WH-IN-0955,PROD-00398,1746,2025-08-03 19:59:12
STK-001443,WH-IN-0127,PROD-00626,1543,2025-08-27 19:59:12
STK-001444,WH-IN-0001,PROD-00638,68,2025-08-13 19:59:12
STK-001445,WH-IN-0693,PROD-00512,1759,2025-08-16 19:59:12
STK-001446,WH-IN-0505,PROD-00477,918,2025-08-22 19:59:12
STK-001447,WH-IN-0465,PROD-00764,1198,2025-08-02 19:59:12
STK-001448,WH-IN-0413,PROD-00764,1024,2025-08-08 19:59:12
STK-001449,WH-IN-0108,PROD-00371,1129,2025-07-31 19:59:12
STK-001450,WH-IN-0112,PROD-00780,1113,2025-08-15 19:59:12
STK-001451,WH-IN-0863,PROD-00909,86,2025-08-26 19:59:12
STK-001452,WH-IN-0455,PROD-00315,194,2025-08-03 19:59:12
STK-001453,WH-IN-0288,PROD-00663,1270,2025-08-15 19:59:12
STK-001454,WH-IN-0507,PROD-00661,1119,2025-08-03 19:59:12
STK-001455,WH-IN-0699,PROD-00719,569,2025-07-31 19:59:12
STK-001456,WH-IN-0481,PROD-00700,1752,2025-08-04 19:59:12
STK-001457,WH-IN-0050,PROD-00005,352,2025-08-17 19:59:12
STK-001458,WH-IN-0561,PROD-00462,16,2025-08-07 19:59:12
STK-001459,WH-IN-0287,PROD-00985,817,2025-08-10 19:59:12
STK-001460,WH-IN-0082,PROD-00715,1859,2025-08-15 19:59:12
STK-001461,WH-IN-0376,PROD-00694,656,2025-07-31 19:59:12
STK-001462,WH-IN-0555,PROD-00776,224,2025-08-04 19:59:12
STK-001463,WH-IN-0123,PROD-00263,150,2025-08-09 19:59:12
STK-001464,WH-IN-0640,PROD-00580,283,2025-08-18 19:59:12
STK-001465,WH-IN-0551,PROD-00488,759,2025-08-24 19:59:12
STK-001466,WH-IN-0546,PROD-00910,517,2025-08-20 19:59:12
STK-001467,WH-IN-0727,PROD-00936,938,2025-08-24 19:59:12
STK-001468,WH-IN-0267,PROD-00095,679,2025-08-29 19:59:12
STK-001469,WH-IN-0803,PROD-00960,1322,2025-08-19 19:59:12
STK-001470,WH-IN-0150,PROD-00037,174,2025-08-12 19:59:12
STK-001471,WH-IN-0481,PROD-00863,1239,2025-08-02 19:59:12
STK-001472,WH-IN-0027,PROD-00336,392,2025-08-15 19:59:12
STK-001473,WH-IN-0911,PROD-00331,1427,2025-08-19 19:59:12
STK-001474,WH-IN-0584,PROD-00383,1901,2025-07-30 19:59:12
STK-001475,WH-IN-0671,PROD-00589,1467,2025-08-27 19:59:12
STK-001476,WH-IN-0054,PROD-00324,103,2025-08-01 19:59:12
STK-001477,WH-IN-0767,PROD-00370,409,2025-08-27 19:59:12
STK-001478,WH-IN-0338,PROD-00866,471,2025-08-05 19:59:12
STK-001479,WH-IN-0988,PROD-00153,195,2025-08-27 19:59:12
STK-001480,WH-IN-0317,PROD-00855,1820,2025-08-28 19:59:12
STK-001481,WH-IN-0631,PROD-00954,831,2025-08-26 19:59:12
STK-001482,WH-IN-0152,PROD-00909,641,2025-08-22 19:59:12
STK-001483,WH-IN-0334,PROD-00816,1614,2025-08-16 19:59:12
STK-001484,WH-IN-0167,PROD-00106,1886,2025-08-05 19:59:12
STK-001485,WH-IN-0131,PROD-00900,190,2025-08-06 19:59:12
STK-001486,WH-IN-0652,PROD-00647,889,2025-08-20 19:59:12
STK-001487,WH-IN-0401,PROD-00500,637,2025-08-26 19:59:12
STK-001488,WH-IN-0982,PROD-00221,1976,2025-08-25 19:59:12
STK-001489,WH-IN-0895,PROD-00341,48,2025-08-04 19:59:12
STK-001490,WH-IN-0474,PROD-00625,138,2025-08-17 19:59:12
STK-001491,WH-IN-0357,PROD-00014,29,2025-08-27 19:59:12
STK-001492,WH-IN-0401,PROD-00371,729,2025-08-27 19:59:12
STK-001493,WH-IN-0226,PROD-00377,1381,2025-08-10 19:59:12
STK-001494,WH-IN-0200,PROD-00489,260,2025-08-23 19:59:12
STK-001495,WH-IN-0751,PROD-00328,1138,2025-08-28 19:59:12
STK-001496,WH-IN-0348,PROD-00561,1737,2025-08-07 19:59:12
STK-001497,WH-IN-0109,PROD-00887,1401,2025-08-07 19:59:12
STK-001498,WH-IN-0927,PROD-00414,851,2025-08-03 19:59:12
STK-001499,WH-IN-0791,PROD-00735,1562,2025-08-15 19:59:12
STK-001500,WH-IN-0688,PROD-00677,1548,2025-08-17 19:59:12
STK-001501,WH-IN-0813,PROD-00761,1967,2025-08-02 19:59:12
STK-001502,WH-IN-0725,PROD-00487,1350,2025-08-25 19:59:12
STK-001503,WH-IN-0333,PROD-00075,141,2025-08-25 19:59:12
STK-001504,WH-IN-0457,PROD-00561,894,2025-08-21 19:59:12
STK-001505,WH-IN-0296,PROD-00341,1164,2025-08-18 19:59:12
STK-001506,WH-IN-0204,PROD-00044,566,2025-08-05 19:59:12
STK-001507,WH-IN-0940,PROD-00564,575,2025-08-07 19:59:12
STK-001508,WH-IN-0850,PROD-00920,1741,2025-08-13 19:59:12
STK-001509,WH-IN-0814,PROD-00721,1861,2025-08-07 19:59:12
STK-001510,WH-IN-0600,PROD-00192,790,2025-08-29 19:59:12
STK-001511,WH-IN-0559,PROD-00881,627,2025-08-03 19:59:12
STK-001512,WH-IN-0604,PROD-00850,1166,2025-08-25 19:59:12
STK-001513,WH-IN-0555,PROD-00552,1268,2025-08-08 19:59:12
STK-001514,WH-IN-0766,PROD-00297,216,2025-08-06 19:59:12
STK-001515,WH-IN-0422,PROD-00811,614,2025-08-07 19:59:12
STK-001516,WH-IN-0806,PROD-00695,915,2025-08-09 19:59:12
STK-001517,WH-IN-0831,PROD-00788,134,2025-08-15 19:59:12
STK-001518,WH-IN-0295,PROD-00279,1401,2025-08-10 19:59:12
STK-001519,WH-IN-0041,PROD-00157,1610,2025-08-11 19:59:12
STK-001520,WH-IN-0936,PROD-00702,1051,2025-08-10 19:59:12
STK-001521,WH-IN-0151,PROD-00713,704,2025-08-14 19:59:12
STK-001522,WH-IN-0945,PROD-00193,1389,2025-08-25 19:59:12
STK-001523,WH-IN-0406,PROD-00082,528,2025-08-10 19:59:12
STK-001524,WH-IN-0336,PROD-00698,1179,2025-08-20 19:59:12
STK-001525,WH-IN-0113,PROD-00595,504,2025-08-05 19:59:12
STK-001526,WH-IN-0428,PROD-00638,914,2025-08-14 19:59:12
STK-001527,WH-IN-0156,PROD-00175,179,2025-08-14 19:59:12
STK-001528,WH-IN-0175,PROD-00157,493,2025-07-31 19:59:12
STK-001529,WH-IN-0458,PROD-00229,40,2025-08-16 19:59:12
STK-001530,WH-IN-0614,PROD-00775,722,2025-08-29 19:59:12
STK-001531,WH-IN-0691,PROD-00207,1379,2025-07-31 19:59:12
STK-001532,WH-IN-0698,PROD-00454,626,2025-08-01 19:59:12
STK-001533,WH-IN-0433,PROD-00457,639,2025-08-08 19:59:12
STK-001534,WH-IN-0138,PROD-00014,1489,2025-08-25 19:59:12
STK-001535,WH-IN-0179,PROD-00044,377,2025-08-06 19:59:12
STK-001536,WH-IN-0995,PROD-00389,254,2025-07-30 19:59:12
STK-001537,WH-IN-0772,PROD-00998,1084,2025-08-07 19:59:12
STK-001538,WH-IN-0193,PROD-00138,549,2025-08-29 19:59:12
STK-001539,WH-IN-0962,PROD-00187,1394,2025-08-09 19:59:12
STK-001540,WH-IN-0227,PROD-00995,616,2025-08-25 19:59:12
STK-001541,WH-IN-0947,PROD-00158,564,2025-07-30 19:59:12
STK-001542,WH-IN-0312,PROD-00386,1497,2025-07-30 19:59:12
STK-001543,WH-IN-0403,PROD-00402,750,2025-07-31 19:59:12
STK-001544,WH-IN-0941,PROD-00780,1541,2025-08-03 19:59:12
STK-001545,WH-IN-0747,PROD-00638,895,2025-08-17 19:59:12
STK-001546,WH-IN-0014,PROD-00680,1998,2025-08-28 19:59:12
STK-001547,WH-IN-0467,PROD-00862,547,2025-08-08 19:59:12
STK-001548,WH-IN-0808,PROD-00642,1196,2025-08-11 19:59:12
STK-001549,WH-IN-0225,PROD-00655,990,2025-08-14 19:59:12
STK-001550,WH-IN-0944,PROD-00758,865,2025-08-24 19:59:12
STK-001551,WH-IN-0697,PROD-00570,1272,2025-08-22 19:59:12
STK-001552,WH-IN-0026,PROD-00456,1658,2025-08-22 19:59:12
STK-001553,WH-IN-0925,PROD-00073,1830,2025-07-31 19:59:12
STK-001554,WH-IN-0351,PROD-00466,671,2025-08-26 19:59:12
STK-001555,WH-IN-0226,PROD-00608,232,2025-08-05 19:59:12
STK-001556,WH-IN-0344,PROD-00475,860,2025-08-18 19:59:12
STK-001557,WH-IN-0860,PROD-00663,1020,2025-08-08 19:59:12
STK-001558,WH-IN-0031,PROD-00556,1927,2025-08-09 19:59:12
STK-001559,WH-IN-0929,PROD-00212,1999,2025-08-21 19:59:12
STK-001560,WH-IN-0067,PROD-00111,1549,2025-08-04 19:59:12
STK-001561,WH-IN-0523,PROD-00632,151,2025-08-12 19:59:12
STK-001562,WH-IN-0116,PROD-00937,1011,2025-08-25 19:59:12
STK-001563,WH-IN-0864,PROD-00932,314,2025-07-31 19:59:12
STK-001564,WH-IN-0182,PROD-00276,1398,2025-08-23 19:59:12
STK-001565,WH-IN-0360,PROD-00014,1051,2025-08-27 19:59:12
STK-001566,WH-IN-0351,PROD-00051,1316,2025-08-08 19:59:12
STK-001567,WH-IN-0428,PROD-00516,1114,2025-08-01 19:59:12
STK-001568,WH-IN-0641,PROD-00156,1762,2025-08-20 19:59:12
STK-001569,WH-IN-0292,PROD-00061,531,2025-08-03 19:59:12
STK-001570,WH-IN-0767,PROD-00366,657,2025-08-08 19:59:12
STK-001571,WH-IN-0046,PROD-00847,616,2025-07-31 19:59:12
STK-001572,WH-IN-0690,PROD-00301,423,2025-08-25 19:59:12
STK-001573,WH-IN-0177,PROD-00139,14,2025-08-20 19:59:12
STK-001574,WH-IN-0898,PROD-00616,1872,2025-08-17 19:59:12
STK-001575,WH-IN-0230,PROD-00815,361,2025-08-28 19:59:12
STK-001576,WH-IN-0776,PROD-00231,1638,2025-07-31 19:59:12
STK-001577,WH-IN-0910,PROD-00538,1836,2025-08-06 19:59:12
STK-001578,WH-IN-0052,PROD-00521,555,2025-08-08 19:59:12
STK-001579,WH-IN-0645,PROD-00539,1297,2025-08-06 19:59:12
STK-001580,WH-IN-0643,PROD-00463,182,2025-08-10 19:59:12
STK-001581,WH-IN-0852,PROD-00319,706,2025-08-12 19:59:12
STK-001582,WH-IN-0950,PROD-00818,1056,2025-08-27 19:59:12
STK-001583,WH-IN-0582,PROD-00661,954,2025-08-16 19:59:12
STK-001584,WH-IN-0864,PROD-00333,1108,2025-08-23 19:59:12
STK-001585,WH-IN-0159,PROD-00341,424,2025-07-31 19:59:12
STK-001586,WH-IN-0660,PROD-00773,1730,2025-08-13 19:59:12
STK-001587,WH-IN-0291,PROD-00800,971,2025-08-14 19:59:12
STK-001588,WH-IN-0086,PROD-00100,922,2025-08-22 19:59:12
STK-001589,WH-IN-0343,PROD-00088,462,2025-08-03 19:59:12
STK-001590,WH-IN-0878,PROD-00319,1976,2025-08-14 19:59:12
STK-001591,WH-IN-0249,PROD-00135,1936,2025-08-27 19:59:12
STK-001592,WH-IN-0241,PROD-00080,103,2025-08-20 19:59:12
STK-001593,WH-IN-0166,PROD-00385,1801,2025-08-13 19:59:12
STK-001594,WH-IN-0491,PROD-00485,1247,2025-08-07 19:59:12
STK-001595,WH-IN-0133,PROD-00149,876,2025-08-25 19:59:12
STK-001596,WH-IN-0838,PROD-00958,1806,2025-08-09 19:59:12
STK-001597,WH-IN-0298,PROD-00749,1063,2025-08-22 19:59:12
STK-001598,WH-IN-0038,PROD-00196,1332,2025-08-04 19:59:12
STK-001599,WH-IN-0943,PROD-00767,31,2025-08-24 19:59:12
STK-001600,WH-IN-0450,PROD-00902,1977,2025-08-27 19:59:12
STK-001601,WH-IN-0317,PROD-00738,247,2025-08-26 19:59:12
STK-001602,WH-IN-0567,PROD-00412,310,2025-08-09 19:59:12
STK-001603,WH-IN-0726,PROD-00218,68,2025-08-26 19:59:12
STK-001604,WH-IN-0054,PROD-00442,52,2025-08-12 19:59:12
STK-001605,WH-IN-0532,PROD-00351,861,2025-08-04 19:59:12
STK-001606,WH-IN-0359,PROD-00187,1748,2025-08-17 19:59:12
STK-001607,WH-IN-0785,PROD-00146,165,2025-08-01 19:59:12
STK-001608,WH-IN-0086,PROD-00787,659,2025-08-08 19:59:12
STK-001609,WH-IN-0086,PROD-00018,434,2025-08-26 19:59:12
STK-001610,WH-IN-0133,PROD-00056,107,2025-08-14 19:59:12
STK-001611,WH-IN-0754,PROD-00820,1352,2025-07-30 19:59:12
STK-001612,WH-IN-0003,PROD-00759,522,2025-08-12 19:59:12
