location_id,city_name,state_province,country,latitude,longitude
LOC-IN-06816,Mirzapur,Madhya Pradesh,India,36.760629,86.009409
LOC-IN-06817,Silchar,Maharashtra,India,32.989657,91.584424
LOC-IN-06818,Chennai,Karnataka,India,8.707884,94.635906
LOC-IN-06819,Warangal,Madhya Pradesh,India,22.015856,77.62242
LOC-IN-06820,Ratlam,Kerala,India,14.641881,69.137795
LOC-IN-06821,Phagwara,Maharashtra,India,17.289087,79.35109
LOC-IN-06822,Haldia,Uttar Pradesh,India,26.481266,82.686268
LOC-IN-06823,Aurangabad,Rajasthan,India,17.807113,76.02781
LOC-IN-06824,Varanasi,West Bengal,India,13.780525,86.547016
LOC-IN-06825,Parbhani,Andhra Pradesh,India,28.280872,84.31233
LOC-IN-06826,Thrissur,Rajasthan,India,30.81259,85.297972
LOC-IN-06827,Sikar,Odisha,India,11.97845,87.368512
LOC-IN-06828,Sangli-Miraj & Kupwad,Andhra Pradesh,India,10.346594,73.354646
LOC-IN-06829,Chandigarh,Madhya Pradesh,India,34.47494,73.854137
LOC-IN-06830,Baranagar,Assam,India,13.639407,87.3213
LOC-IN-06831,Satara,Madhya Pradesh,India,14.986212,93.053198
LOC-IN-06832,Arrah,Himachal Pradesh,India,17.964293,69.941119
LOC-IN-06833,Jaunpur,Punjab,India,15.135791,72.359297
LOC-IN-06834,Ichalkaranji,Maharashtra,India,25.744807,76.434167
LOC-IN-06835,Ghaziabad,Haryana,India,10.147926,96.098442
LOC-IN-06836,Ahmedabad,Tripura,India,20.535553,82.844168
LOC-IN-06837,Latur,Telangana,India,18.058434,71.023515
LOC-IN-06838,Haldia,Kerala,India,31.225897,78.524596
LOC-IN-06839,Jamnagar,Punjab,India,35.287248,78.148991
LOC-IN-06840,Vijayanagaram,Karnataka,India,16.418542,86.738287
LOC-IN-06841,Tirupati,Odisha,India,27.83996,88.124015
LOC-IN-06842,Kakinada,Mizoram,India,9.84966,94.479043
LOC-IN-06843,Chandrapur,Jharkhand,India,15.853557,91.291943
LOC-IN-06844,Jabalpur,Himachal Pradesh,India,31.092322,87.492731
LOC-IN-06845,Dewas,Madhya Pradesh,India,8.544921,75.563245
LOC-IN-06846,Shivpuri,Goa,India,31.611571,82.984086
LOC-IN-06847,Bulandshahr,Chhattisgarh,India,13.470846,95.830266
LOC-IN-06848,Nagercoil,Odisha,India,31.336852,92.263725
LOC-IN-06849,Nanded,Gujarat,India,34.54493,78.475194
LOC-IN-06850,Allahabad,Meghalaya,India,18.628533,86.958797
LOC-IN-06851,South Dumdum,Andhra Pradesh,India,17.910358,86.911252
LOC-IN-06852,Pimpri-Chinchwad,Tripura,India,32.018041,76.565593
LOC-IN-06853,Bharatpur,Chhattisgarh,India,24.574954,69.997042
LOC-IN-06854,Hapur,Assam,India,24.856999,86.58927
LOC-IN-06855,Hazaribagh,Gujarat,India,23.74677,94.292882
LOC-IN-06856,Suryapet,Nagaland,India,15.17537,86.583915
LOC-IN-06857,Malegaon,Haryana,India,25.319546,78.09366
LOC-IN-06858,Gangtok,Tripura,India,34.754309,77.320675
LOC-IN-06859,Latur,Sikkim,India,15.51928,68.317822
LOC-IN-06860,Kolkata,Bihar,India,19.457278,75.933992
LOC-IN-06861,Dharmavaram,Punjab,India,24.693391,78.745392
LOC-IN-06862,Sambalpur,Rajasthan,India,19.890483,74.824552
LOC-IN-06863,Bihar Sharif,Goa,India,17.652363,95.663478
LOC-IN-06864,Amravati,Sikkim,India,12.727115,92.419151
LOC-IN-06865,Nashik,Arunachal Pradesh,India,31.228869,94.794052
LOC-IN-06866,Ichalkaranji,Arunachal Pradesh,India,33.3699,82.185456
LOC-IN-06867,Hindupur,Kerala,India,10.840886,96.643322
LOC-IN-06868,Maheshtala,Himachal Pradesh,India,15.818497,82.009964
LOC-IN-06869,Raurkela Industrial Township,Maharashtra,India,9.361096,73.414371
LOC-IN-06870,Karimnagar,Mizoram,India,8.45957,85.55749
LOC-IN-06871,Rajkot,Karnataka,India,23.255879,79.452766
LOC-IN-06872,Rourkela,Telangana,India,23.859862,74.579241
LOC-IN-06873,Surat,Rajasthan,India,25.583048,89.355521
LOC-IN-06874,Raichur,Assam,India,32.969756,91.177257
LOC-IN-06875,Bhimavaram,Kerala,India,24.660198,85.602608
LOC-IN-06876,Kurnool,Madhya Pradesh,India,8.423398,86.720159
LOC-IN-06877,Gorakhpur,Uttar Pradesh,India,33.110018,91.008396
LOC-IN-06878,Varanasi,Odisha,India,34.42021,77.058149
LOC-IN-06879,Jabalpur,Punjab,India,21.931434,83.158792
LOC-IN-06880,Bangalore,Madhya Pradesh,India,29.831657,90.185657
LOC-IN-06881,Srinagar,Gujarat,India,35.097402,90.907541
LOC-IN-06882,Guwahati,Assam,India,13.025964,69.619261
LOC-IN-06883,Rajkot,Tripura,India,36.034463,68.906581
LOC-IN-06884,Udupi,Tamil Nadu,India,32.043697,75.277692
LOC-IN-06885,Sikar,Bihar,India,10.762462,88.689472
LOC-IN-06886,Buxar,Tripura,India,20.766926,95.674669
LOC-IN-06887,Nangloi Jat,Madhya Pradesh,India,12.208326,94.60045
LOC-IN-06888,Hosur,Haryana,India,21.684738,94.37881
LOC-IN-06889,Yamunanagar,Mizoram,India,9.448369,84.757467
LOC-IN-06890,Bihar Sharif,Punjab,India,28.312161,85.068862
LOC-IN-06891,Jalgaon,Meghalaya,India,12.188341,77.765382
LOC-IN-06892,Chinsurah,Rajasthan,India,32.528162,95.523417
LOC-IN-06893,Kishanganj,Chhattisgarh,India,10.815387,80.910927
LOC-IN-06894,Arrah,Andhra Pradesh,India,35.111088,72.023501
LOC-IN-06895,Ichalkaranji,Karnataka,India,9.594285,74.762233
LOC-IN-06896,Kottayam,West Bengal,India,11.395253,74.464567
LOC-IN-06897,Tiruppur,Jharkhand,India,24.85035,91.265078
LOC-IN-06898,Jaipur,Mizoram,India,31.80344,68.714113
LOC-IN-06899,Kolhapur,Rajasthan,India,20.326762,91.35049
LOC-IN-06900,Etawah,Jharkhand,India,22.861244,95.678604
LOC-IN-06901,Berhampur,Meghalaya,India,34.577804,80.216036
LOC-IN-06902,Madhyamgram,Himachal Pradesh,India,29.991566,73.171
LOC-IN-06903,Vijayawada,Himachal Pradesh,India,25.020881,95.181395
LOC-IN-06904,Pudukkottai,Jharkhand,India,26.447798,78.93529
LOC-IN-06905,Sagar,Bihar,India,19.957073,90.241896
LOC-IN-06906,Bhusawal,Jharkhand,India,15.035051,92.54907
LOC-IN-06907,Uluberia,Jharkhand,India,14.035352,76.3268
LOC-IN-06908,Bardhaman,Goa,India,16.700159,70.56179
LOC-IN-06909,Shimoga,Madhya Pradesh,India,20.802493,85.729238
LOC-IN-06910,Ratlam,Himachal Pradesh,India,28.247606,79.565029
LOC-IN-06911,Kolhapur,Manipur,India,22.143107,73.539148
LOC-IN-06912,Jamalpur,Assam,India,34.189985,75.996521
LOC-IN-06913,Bettiah,Uttarakhand,India,23.721335,80.155236
LOC-IN-06914,Tumkur,Telangana,India,36.167175,91.86234
LOC-IN-06915,Proddatur,Arunachal Pradesh,India,32.057595,85.37568
LOC-IN-06916,Panipat,Sikkim,India,28.113996,81.273126
LOC-IN-06917,Alappuzha,Sikkim,India,19.587024,82.59701
LOC-IN-06918,Malda,Kerala,India,26.426334,78.649805
LOC-IN-06919,Varanasi,Maharashtra,India,24.494934,77.324374
LOC-IN-06920,Rourkela,Punjab,India,17.418939,90.6724
LOC-IN-06921,Sultan Pur Majra,Telangana,India,30.216341,91.821298
LOC-IN-06922,Dehradun,Uttarakhand,India,16.808261,75.02455
LOC-IN-06923,Sikar,Jharkhand,India,13.540524,89.97446
LOC-IN-06924,Chandrapur,Himachal Pradesh,India,29.017739,73.504255
LOC-IN-06925,Machilipatnam,Manipur,India,12.892803,69.176303
LOC-IN-06926,Rewa,Rajasthan,India,15.288618,70.418471
LOC-IN-06927,Aurangabad,Haryana,India,21.817021,93.233494
LOC-IN-06928,Loni,Madhya Pradesh,India,12.563162,90.752954
LOC-IN-06929,Hosur,Manipur,India,19.894749,93.518751
LOC-IN-06930,Ahmedabad,Rajasthan,India,27.437852,82.42614
LOC-IN-06931,Nashik,Haryana,India,13.665862,69.0335
LOC-IN-06932,Pune,Manipur,India,12.318542,86.816879
LOC-IN-06933,Gopalpur,Andhra Pradesh,India,9.457275,68.378398
LOC-IN-06934,Ghaziabad,Karnataka,India,35.540202,73.494553
LOC-IN-06935,Jaipur,Himachal Pradesh,India,35.208816,80.167109
LOC-IN-06936,Yamunanagar,Meghalaya,India,18.173448,70.838458
LOC-IN-06937,Jaipur,Chhattisgarh,India,31.127884,77.505254
LOC-IN-06938,Adoni,Odisha,India,28.003465,87.785614
LOC-IN-06939,Kavali,Kerala,India,36.281297,93.512464
LOC-IN-06940,Dhule,Gujarat,India,24.732424,91.972968
LOC-IN-06941,Kumbakonam,Himachal Pradesh,India,29.602151,72.350583
LOC-IN-06942,Kharagpur,Arunachal Pradesh,India,10.822696,78.345949
LOC-IN-06943,Nagpur,Meghalaya,India,25.498193,68.699906
LOC-IN-06944,Secunderabad,Andhra Pradesh,India,21.324264,80.914873
LOC-IN-06945,Nangloi Jat,Andhra Pradesh,India,10.845045,96.983488
LOC-IN-06946,Ghaziabad,Bihar,India,34.896279,76.359255
LOC-IN-06947,Madhyamgram,Telangana,India,35.905535,89.900061
LOC-IN-06948,Faridabad,Gujarat,India,35.044751,88.898531
LOC-IN-06949,Ramgarh,Nagaland,India,32.42454,84.46537
LOC-IN-06950,Bhiwani,Madhya Pradesh,India,11.434108,82.66917
LOC-IN-06951,Tezpur,Haryana,India,30.085657,77.884719
LOC-IN-06952,Raebareli,Assam,India,19.777941,89.846021
LOC-IN-06953,Serampore,Tripura,India,16.003966,96.374902
LOC-IN-06954,Latur,Uttar Pradesh,India,14.059907,82.07532
LOC-IN-06955,Chandrapur,Bihar,India,33.588568,94.90443
LOC-IN-06956,Pimpri-Chinchwad,Uttar Pradesh,India,24.14039,69.672878
LOC-IN-06957,Nangloi Jat,Manipur,India,26.858863,93.191602
LOC-IN-06958,Pune,Kerala,India,26.706829,87.133759
LOC-IN-06959,Aurangabad,Manipur,India,28.638977,96.332076
LOC-IN-06960,Mehsana,Sikkim,India,24.90618,79.572839
LOC-IN-06961,Gwalior,Arunachal Pradesh,India,11.731922,69.02511
LOC-IN-06962,Ratlam,Uttar Pradesh,India,29.198703,90.574363
LOC-IN-06963,Rajahmundry,Sikkim,India,8.297161,76.816145
LOC-IN-06964,Saharanpur,Arunachal Pradesh,India,9.523856,85.684799
LOC-IN-06965,Pondicherry,Haryana,India,17.663242,85.277594
LOC-IN-06966,Rewa,Uttar Pradesh,India,30.950358,73.566282
LOC-IN-06967,Adoni,Nagaland,India,10.545576,95.144755
LOC-IN-06968,Belgaum,Madhya Pradesh,India,19.020129,83.184165
LOC-IN-06969,Nadiad,Andhra Pradesh,India,23.205248,68.143116
LOC-IN-06970,Navi Mumbai,Tamil Nadu,India,22.694774,90.553177
LOC-IN-06971,Junagadh,Sikkim,India,11.044243,86.546674
LOC-IN-06972,Amritsar,Himachal Pradesh,India,15.428618,78.52194
LOC-IN-06973,Shivpuri,Goa,India,23.550486,92.894898
LOC-IN-06974,Ahmedabad,Maharashtra,India,23.689516,79.151524
LOC-IN-06975,Guwahati,Nagaland,India,17.659822,79.792803
LOC-IN-06976,Sagar,Mizoram,India,30.842615,90.993202
LOC-IN-06977,Kurnool,Punjab,India,16.856301,73.514097
LOC-IN-06978,Morbi,Karnataka,India,20.208093,79.335815
LOC-IN-06979,Pudukkottai,Gujarat,India,34.308147,83.987169
LOC-IN-06980,Latur,Nagaland,India,15.830721,90.255103
LOC-IN-06981,Kumbakonam,Kerala,India,26.182248,71.889278
LOC-IN-06982,Belgaum,Haryana,India,19.017928,91.212856
LOC-IN-06983,Gangtok,Madhya Pradesh,India,27.794906,86.544768
LOC-IN-06984,Jamshedpur,Kerala,India,19.826007,89.340099
LOC-IN-06985,Kavali,Maharashtra,India,35.425065,74.810322
LOC-IN-06986,Motihari,Rajasthan,India,30.975995,76.392919
LOC-IN-06987,Agartala,Arunachal Pradesh,India,31.952301,86.45302
LOC-IN-06988,Gaya,Uttar Pradesh,India,9.319049,94.968529
LOC-IN-06989,Mangalore,Haryana,India,25.319581,82.07404
LOC-IN-06990,Ludhiana,Sikkim,India,32.940632,91.235353
LOC-IN-06991,Belgaum,Tamil Nadu,India,35.43935,73.25494
LOC-IN-06992,Kirari Suleman Nagar,Madhya Pradesh,India,35.038071,74.89852
LOC-IN-06993,Sri Ganganagar,Haryana,India,10.918927,87.054411
LOC-IN-06994,Sambalpur,Tripura,India,15.94277,84.137342
LOC-IN-06995,Narasaraopet,Meghalaya,India,12.529906,91.230276
LOC-IN-06996,Raurkela Industrial Township,Madhya Pradesh,India,14.856362,79.292023
LOC-IN-06997,Bhiwani,Tripura,India,11.90708,88.927123
LOC-IN-06998,Guna,Gujarat,India,9.789803,77.970665
LOC-IN-06999,Junagadh,Andhra Pradesh,India,19.748362,89.676716
LOC-IN-07000,Fatehpur,Mizoram,India,24.943379,72.733687
LOC-IN-07001,Tadipatri,Punjab,India,10.410221,75.540724
LOC-IN-07002,Ratlam,West Bengal,India,13.404847,90.644961
LOC-IN-07003,Bhiwandi,Kerala,India,13.787428,93.55395
LOC-IN-07004,Khammam,Maharashtra,India,12.379229,72.289983
LOC-IN-07005,Nizamabad,Andhra Pradesh,India,16.630725,87.567936
LOC-IN-07006,Bhavnagar,Rajasthan,India,19.589174,84.244108
LOC-IN-07007,Khora ,Nagaland,India,22.413588,75.517249
LOC-IN-07008,Ongole,Kerala,India,18.55849,74.49447
LOC-IN-07009,Anantapur,Tamil Nadu,India,14.683502,89.918302
LOC-IN-07010,Gandhinagar,Arunachal Pradesh,India,25.859755,84.213002
LOC-IN-07011,Jehanabad,Karnataka,India,11.311583,76.209157
LOC-IN-07012,Khandwa,Manipur,India,23.289543,90.910726
LOC-IN-07013,Proddatur,Karnataka,India,10.855785,90.44193
LOC-IN-07014,Morbi,Gujarat,India,9.844265,69.964197
LOC-IN-07015,Bhind,Himachal Pradesh,India,31.722068,91.070105
LOC-IN-07016,Nellore,Madhya Pradesh,India,29.481039,70.14322
LOC-IN-07017,Silchar,Bihar,India,20.006427,90.069492
LOC-IN-07018,Rampur,Odisha,India,35.783089,88.23422
LOC-IN-07019,Bidar,Telangana,India,26.607576,78.080126
LOC-IN-07020,Amroha,Uttarakhand,India,23.513799,86.453467
LOC-IN-07021,Siwan,Arunachal Pradesh,India,31.336962,84.199772
LOC-IN-07022,Pali,Kerala,India,17.758585,94.617162
LOC-IN-07023,Amravati,Punjab,India,16.905217,88.078915
LOC-IN-07024,Bally,Gujarat,India,34.078002,95.272906
LOC-IN-07025,Cuttack,Jharkhand,India,30.014348,82.380143
LOC-IN-07026,Raurkela Industrial Township,Andhra Pradesh,India,31.372212,86.491976
LOC-IN-07027,Tumkur,Meghalaya,India,17.512273,71.665656
LOC-IN-07028,Chandrapur,Nagaland,India,14.351691,90.13199
LOC-IN-07029,Bangalore,Uttar Pradesh,India,8.812726,72.751927
LOC-IN-07030,Jorhat,Jharkhand,India,31.56183,96.575925
LOC-IN-07031,Arrah,Odisha,India,29.829551,76.781073
LOC-IN-07032,Belgaum,Odisha,India,32.967148,85.145447
LOC-IN-07033,Chinsurah,Manipur,India,14.74672,95.933585
LOC-IN-07034,Jaipur,West Bengal,India,22.941205,90.901813
LOC-IN-07035,Bhind,Telangana,India,20.094588,78.139791
LOC-IN-07036,Anand,Uttarakhand,India,15.317755,95.755703
LOC-IN-07037,Bareilly,Chhattisgarh,India,26.076759,70.149523
LOC-IN-07038,Sambhal,Mizoram,India,32.169285,82.996413
LOC-IN-07039,Gurgaon,Bihar,India,23.44831,85.748739
LOC-IN-07040,Jaunpur,Jharkhand,India,34.924988,92.056184
LOC-IN-07041,Bhilwara,Chhattisgarh,India,32.071239,68.456071
LOC-IN-07042,Vijayanagaram,Nagaland,India,11.047475,80.605341
LOC-IN-07043,Bhiwani,Bihar,India,29.821854,89.105116
LOC-IN-07044,Gopalpur,Tripura,India,33.823545,96.463679
LOC-IN-07045,Vijayawada,Jharkhand,India,18.074376,70.406949
LOC-IN-07046,Bahraich,Haryana,India,30.796487,89.178488
LOC-IN-07047,Belgaum,Uttar Pradesh,India,32.009791,85.684425
LOC-IN-07048,Madanapalle,Nagaland,India,27.659516,93.123368
LOC-IN-07049,Ludhiana,Karnataka,India,24.279756,71.611737
LOC-IN-07050,Yamunanagar,Chhattisgarh,India,29.001677,73.254778
LOC-IN-07051,Vellore,Andhra Pradesh,India,9.949042,71.208098
LOC-IN-07052,Bhiwandi,Maharashtra,India,13.731462,95.003686
LOC-IN-07053,Berhampur,Odisha,India,24.611111,85.750529
LOC-IN-07054,Chandigarh,Nagaland,India,33.830576,68.839443
LOC-IN-07055,Tiruvottiyur,Karnataka,India,33.225868,68.920954
LOC-IN-07056,Pondicherry,Kerala,India,20.870212,91.481848
LOC-IN-07057,Mumbai,Arunachal Pradesh,India,26.430476,85.970542
LOC-IN-07058,Sri Ganganagar,Assam,India,13.695506,84.930389
LOC-IN-07059,Kalyan-Dombivli,Jharkhand,India,18.353977,80.07711
LOC-IN-07060,Bettiah,Rajasthan,India,19.143698,85.671716
LOC-IN-07061,Barasat,Goa,India,20.485953,83.552131
LOC-IN-07062,Dindigul,Karnataka,India,19.027384,81.490973
LOC-IN-07063,Howrah,Rajasthan,India,18.372338,90.045076
LOC-IN-07064,Parbhani,Punjab,India,34.724398,72.895728
LOC-IN-07065,Darbhanga,Himachal Pradesh,India,20.877978,94.038912
LOC-IN-07066,Firozabad,Mizoram,India,14.186228,86.480994
LOC-IN-07067,Noida,Telangana,India,17.792786,81.994458
LOC-IN-07068,Gudivada,Madhya Pradesh,India,8.172458,69.60404
LOC-IN-07069,Bally,Andhra Pradesh,India,30.988148,72.75725
LOC-IN-07070,Kozhikode,Gujarat,India,26.20753,85.690201
LOC-IN-07071,Visakhapatnam,Manipur,India,20.68946,89.974266
LOC-IN-07072,Bidar,Kerala,India,24.437082,83.850618
LOC-IN-07073,Khora ,Telangana,India,36.960538,84.266357
LOC-IN-07074,Solapur,Karnataka,India,30.108732,83.703875
LOC-IN-07075,Kalyan-Dombivli,Sikkim,India,29.386167,91.135647
LOC-IN-07076,Sagar,Uttar Pradesh,India,14.509083,91.925068
LOC-IN-07077,Ramgarh,Meghalaya,India,8.303763,80.112538
LOC-IN-07078,Sonipat,Bihar,India,13.720587,89.745846
LOC-IN-07079,Vadodara,Maharashtra,India,33.362042,77.970595
LOC-IN-07080,Hazaribagh,Mizoram,India,36.475398,91.187184
LOC-IN-07081,Sultan Pur Majra,Odisha,India,11.712521,69.371749
LOC-IN-07082,Sagar,Mizoram,India,17.283723,76.220193
LOC-IN-07083,Srikakulam,Tripura,India,24.531321,79.51912
LOC-IN-07084,Arrah,Punjab,India,18.872283,86.783418
LOC-IN-07085,Sagar,Karnataka,India,32.358513,81.827305
LOC-IN-07086,Guna,Tripura,India,17.03692,84.357757
LOC-IN-07087,Hubli–Dharwad,Uttar Pradesh,India,30.654697,72.243288
LOC-IN-07088,Orai,Maharashtra,India,8.73565,85.766208
LOC-IN-07089,Bhubaneswar,Jharkhand,India,27.619681,79.774765
LOC-IN-07090,Ambattur,Andhra Pradesh,India,18.694617,91.468082
LOC-IN-07091,Amravati,West Bengal,India,12.396717,89.469666
LOC-IN-07092,Muzaffarnagar,West Bengal,India,28.578328,94.305427
LOC-IN-07093,Kota,Karnataka,India,22.849171,80.069518
LOC-IN-07094,Kollam,Punjab,India,28.420542,91.758535
LOC-IN-07095,Siliguri,Jharkhand,India,12.690066,93.792315
LOC-IN-07096,Vasai-Virar,Tamil Nadu,India,32.807078,71.305081
LOC-IN-07097,Baranagar,West Bengal,India,20.748897,96.536814
LOC-IN-07098,Srikakulam,Andhra Pradesh,India,23.973781,93.011263
LOC-IN-07099,Gurgaon,Haryana,India,33.7945,93.038784
LOC-IN-07100,Ghaziabad,Bihar,India,13.242307,76.611268
LOC-IN-07101,Cuttack,Kerala,India,8.513263,96.472781
LOC-IN-07102,Sambalpur,Maharashtra,India,34.262037,73.276572
LOC-IN-07103,Guntakal,Tripura,India,32.162966,73.167107
LOC-IN-07104,Katni,Arunachal Pradesh,India,9.310117,89.938916
LOC-IN-07105,Raiganj,Haryana,India,15.692653,72.21937
LOC-IN-07106,Jamnagar,Madhya Pradesh,India,18.447691,95.766879
LOC-IN-07107,Tinsukia,Kerala,India,16.131299,89.734842
LOC-IN-07108,Ujjain,Bihar,India,35.23803,80.839524
LOC-IN-07109,Bhusawal,Mizoram,India,25.981507,82.164559
LOC-IN-07110,Shimla,Chhattisgarh,India,28.228901,69.166864
LOC-IN-07111,Junagadh,West Bengal,India,34.858497,69.7328
LOC-IN-07112,Dindigul,Tripura,India,22.379121,77.154683
LOC-IN-07113,Ichalkaranji,Nagaland,India,34.644067,95.759664
LOC-IN-07114,Berhampur,Uttarakhand,India,17.672758,79.788121
LOC-IN-07115,Bhilwara,Haryana,India,35.07005,68.369634
LOC-IN-07116,Bhavnagar,Assam,India,11.740761,94.272987
LOC-IN-07117,Allahabad,Mizoram,India,9.891975,80.435492
LOC-IN-07118,Jammu,Chhattisgarh,India,32.145996,75.700141
LOC-IN-07119,Morena,Jharkhand,India,17.198439,74.260482
LOC-IN-07120,Jamnagar,Chhattisgarh,India,23.708969,72.432285
LOC-IN-07121,Dibrugarh,Haryana,India,33.899945,90.013182
LOC-IN-07122,Gopalpur,Uttarakhand,India,13.784454,82.463017
LOC-IN-07123,Serampore,Mizoram,India,11.988848,83.469421
LOC-IN-07124,Ghaziabad,Himachal Pradesh,India,27.043606,89.050056
LOC-IN-07125,Tinsukia,Himachal Pradesh,India,27.142734,82.715856
LOC-IN-07126,Singrauli,Tripura,India,22.474885,78.576757
LOC-IN-07127,Anand,West Bengal,India,13.163413,86.897814
LOC-IN-07128,Patiala,Andhra Pradesh,India,18.508998,72.799933
LOC-IN-07129,Kurnool,Arunachal Pradesh,India,13.55015,79.809779
LOC-IN-07130,Korba,Uttarakhand,India,16.836788,88.142847
LOC-IN-07131,Bellary,Meghalaya,India,33.511073,79.859004
LOC-IN-07132,Bangalore,Maharashtra,India,22.047293,86.496756
LOC-IN-07133,Lucknow,Karnataka,India,26.233965,71.775754
LOC-IN-07134,Sambhal,Mizoram,India,27.952086,73.505368
LOC-IN-07135,Avadi,Maharashtra,India,31.22636,87.489759
LOC-IN-07136,Singrauli,Sikkim,India,36.991665,84.284439
LOC-IN-07137,Haldia,Goa,India,11.257525,94.967974
LOC-IN-07138,Bangalore,Rajasthan,India,12.02478,86.187862
LOC-IN-07139,Amritsar,Jharkhand,India,8.378561,70.453427
LOC-IN-07140,Anantapuram,Karnataka,India,19.759948,91.434483
LOC-IN-07141,Bhilai,Karnataka,India,31.62562,87.583836
LOC-IN-07142,Nangloi Jat,Karnataka,India,36.668848,90.51139
LOC-IN-07143,Jammu,Odisha,India,35.097224,87.823803
LOC-IN-07144,Gorakhpur,Telangana,India,22.238006,94.955831
LOC-IN-07145,Ichalkaranji,Gujarat,India,14.879988,70.808381
LOC-IN-07146,Narasaraopet,Uttarakhand,India,8.064809,88.270647
LOC-IN-07147,Bhusawal,Madhya Pradesh,India,9.199435,80.814858
LOC-IN-07148,Ajmer,Haryana,India,32.180834,84.864444
LOC-IN-07149,Nadiad,Nagaland,India,20.620988,95.269982
LOC-IN-07150,Junagadh,West Bengal,India,10.844835,88.839542
LOC-IN-07151,Madhyamgram,Karnataka,India,16.399408,80.166105
LOC-IN-07152,Guwahati,Jharkhand,India,33.025936,94.148048
LOC-IN-07153,Proddatur,Haryana,India,14.566257,91.659735
LOC-IN-07154,Vijayawada,Manipur,India,19.821157,73.659076
LOC-IN-07155,Madanapalle,Andhra Pradesh,India,19.47674,71.69538
LOC-IN-07156,Surat,Telangana,India,29.436272,85.194517
LOC-IN-07157,Bongaigaon,Uttar Pradesh,India,20.406344,79.436311
LOC-IN-07158,Gandhinagar,Karnataka,India,16.485426,93.545951
LOC-IN-07159,Bhiwandi,Uttarakhand,India,8.482427,91.653186
LOC-IN-07160,Sagar,Arunachal Pradesh,India,33.704585,85.765787
LOC-IN-07161,Hyderabad,Telangana,India,31.431567,90.526638
LOC-IN-07162,Berhampur,Manipur,India,30.035023,78.860681
LOC-IN-07163,Salem,Karnataka,India,22.385262,82.513045
LOC-IN-07164,Ghaziabad,West Bengal,India,21.052166,77.939363
LOC-IN-07165,Nangloi Jat,Odisha,India,17.802853,93.06677
LOC-IN-07166,Phusro,Haryana,India,33.372835,92.623161
LOC-IN-07167,Amaravati,Kerala,India,20.056852,77.65431
LOC-IN-07168,Meerut,West Bengal,India,18.041352,82.46157
LOC-IN-07169,Yamunanagar,Gujarat,India,33.431222,81.986893
LOC-IN-07170,Purnia,Madhya Pradesh,India,15.868322,73.4113
LOC-IN-07171,Phusro,West Bengal,India,10.119541,94.724117
LOC-IN-07172,Silchar,Chhattisgarh,India,33.348395,78.386092
LOC-IN-07173,Danapur,Mizoram,India,25.994126,84.238244
LOC-IN-07174,Bijapur,Haryana,India,34.668825,90.323152
LOC-IN-07175,Bally,Kerala,India,11.871211,90.219663
LOC-IN-07176,Tadipatri,Punjab,India,18.128077,74.555268
LOC-IN-07177,Kozhikode,Meghalaya,India,23.112601,72.049057
LOC-IN-07178,Dindigul,Nagaland,India,14.542956,96.713408
LOC-IN-07179,Danapur,Andhra Pradesh,India,34.434444,82.978482
LOC-IN-07180,Jaunpur,Arunachal Pradesh,India,10.42114,74.339305
LOC-IN-07181,Kalyan-Dombivli,Uttar Pradesh,India,31.577138,76.791064
LOC-IN-07182,Begusarai,Telangana,India,29.275272,80.481575
LOC-IN-07183,Bidar,Telangana,India,20.066456,88.147965
LOC-IN-07184,Phagwara,Nagaland,India,28.688275,88.665328
LOC-IN-07185,Etawah,Rajasthan,India,21.916698,71.660692
LOC-IN-07186,Deoghar,Madhya Pradesh,India,23.73653,70.775543
LOC-IN-07187,Sonipat,Jharkhand,India,16.875451,68.970489
LOC-IN-07188,Korba,Bihar,India,23.725244,93.542965
LOC-IN-07189,Visakhapatnam,Assam,India,23.767843,89.988079
LOC-IN-07190,Berhampur,Haryana,India,13.273639,91.755247
LOC-IN-07191,Mau,Telangana,India,12.120169,87.164969
LOC-IN-07192,Gopalpur,Rajasthan,India,13.210629,89.61956
LOC-IN-07193,Salem,Madhya Pradesh,India,34.342073,85.903578
LOC-IN-07194,Burhanpur,Nagaland,India,35.935142,96.664686
LOC-IN-07195,Bikaner,Gujarat,India,36.188295,73.0984
LOC-IN-07196,Visakhapatnam,Goa,India,31.676695,70.484789
LOC-IN-07197,Srikakulam,Assam,India,28.187727,88.199533
LOC-IN-07198,Patna,Uttarakhand,India,33.980142,91.521087
LOC-IN-07199,Phusro,Himachal Pradesh,India,32.524022,80.583201
LOC-IN-07200,Srinagar,Bihar,India,30.426149,85.263189
LOC-IN-07201,Thane,Himachal Pradesh,India,23.877731,88.297908
LOC-IN-07202,Latur,Mizoram,India,34.80237,88.569871
LOC-IN-07203,Bahraich,Assam,India,36.383241,84.765132
LOC-IN-07204,Tiruppur,Sikkim,India,8.527727,74.032426
LOC-IN-07205,Chandigarh,Tamil Nadu,India,30.769012,76.823576
LOC-IN-07206,Davanagere,Sikkim,India,15.84227,92.797386
LOC-IN-07207,Farrukhabad,Odisha,India,21.692785,69.876046
LOC-IN-07208,Bhagalpur,Himachal Pradesh,India,31.923288,84.732157
LOC-IN-07209,Gopalpur,Jharkhand,India,11.658886,68.212501
LOC-IN-07210,Bangalore,Manipur,India,11.719688,74.200958
LOC-IN-07211,Eluru,Uttarakhand,India,12.948235,80.563583
