forecast_id,city_name,forecast_timestamp,report_generated_at,condition,temperature_celsius,humidity_percent,wind_speed_kph,visibility_km,precipitation_mm_per_hour,warnings_advisories
WTHR-0002322,Warangal,2025-09-01 14:59:13,2025-08-29 19:31:13,Fog,13.3,74,1.5,1.2,0.0,Fog Advisory
WTHR-0002323,Indore,2025-09-01 08:59:13,2025-08-29 19:59:13,Clear skies,16.4,48,7.0,5.3,0.0,None
WTHR-0002324,Kadapa,2025-08-30 22:59:13,2025-08-29 19:17:13,Heavy rain,19.4,89,21.8,17.8,16.9,Heavy Rain Warning
WTHR-0002325,Rajkot,2025-08-31 07:59:13,2025-08-29 19:58:13,Partly cloudy,37.5,81,37.6,13.1,0.0,None
WTHR-0002326,Tenali,2025-08-30 00:59:13,2025-08-29 19:36:13,Partly cloudy,15.4,40,43.6,11.0,0.0,None
WTHR-0002327,Panipat,2025-08-30 13:59:13,2025-08-29 19:40:13,Clear skies,8.0,46,43.4,7.0,0.0,None
WTHR-0002328,Sagar,2025-09-01 15:59:13,2025-08-29 19:05:13,Clear skies,28.6,43,1.0,2.1,0.0,None
WTHR-0002329,Bangalore,2025-08-31 01:59:13,2025-08-29 19:45:13,Light rain,44.1,57,18.4,5.2,5.4,Heavy Rain Warning
WTHR-0002330,Serampore,2025-08-30 04:59:13,2025-08-29 19:05:13,Partly cloudy,25.7,34,9.0,6.4,0.0,None
WTHR-0002331,Vijayawada,2025-09-01 07:59:13,2025-08-29 19:49:13,Clear skies,21.4,72,2.1,13.2,0.0,None
WTHR-0002332,Udupi,2025-08-30 13:59:13,2025-08-29 19:15:13,Haze,14.6,38,12.4,0.9,0.0,Fog Advisory
WTHR-0002333,Khora ,2025-08-30 01:59:13,2025-08-29 19:07:13,Cloudy,26.6,71,47.7,12.0,0.0,None
WTHR-0002334,Kamarhati,2025-09-01 02:59:13,2025-08-29 19:30:13,Cloudy,18.2,58,15.6,10.4,0.0,None
WTHR-0002335,Bareilly,2025-09-01 08:59:13,2025-08-29 19:26:13,Cloudy,37.6,32,28.8,11.5,0.0,None
WTHR-0002336,Gudivada,2025-08-30 22:59:13,2025-08-29 19:31:13,Heavy rain,17.4,64,2.9,8.2,4.8,None
WTHR-0002337,Rajahmundry,2025-08-31 00:59:13,2025-08-29 19:53:13,Light rain,44.1,81,36.7,17.3,0.1,Heat Wave Alert
WTHR-0002338,Shahjahanpur,2025-08-30 14:59:13,2025-08-29 19:35:13,Clear skies,14.1,61,43.2,4.0,0.0,None
WTHR-0002339,Ahmednagar,2025-08-30 07:59:13,2025-08-29 19:49:13,Heavy rain,33.2,70,42.0,18.4,19.0,Heavy Rain Warning
WTHR-0002340,Tadipatri,2025-08-31 22:59:13,2025-08-29 19:10:13,Heavy rain,41.6,89,34.6,5.7,6.0,Heavy Rain Warning
WTHR-0002341,Salem,2025-08-31 10:59:13,2025-08-29 18:59:13,Light rain,35.9,41,18.8,17.1,16.9,Heavy Rain Warning
WTHR-0002342,Jalgaon,2025-08-31 19:59:13,2025-08-29 19:07:13,Clear skies,13.6,91,45.5,8.4,0.0,None
WTHR-0002343,Jhansi,2025-08-31 10:59:13,2025-08-29 19:30:13,Partly cloudy,9.8,36,37.6,1.8,0.0,None
WTHR-0002344,Panchkula,2025-08-31 11:59:13,2025-08-29 19:14:13,Fog,28.2,43,15.4,1.6,0.0,Fog Advisory
WTHR-0002345,Tiruchirappalli,2025-09-01 01:59:13,2025-08-29 19:14:13,Partly cloudy,44.0,95,24.5,4.1,0.0,Heat Wave Alert
WTHR-0002346,Bellary,2025-09-01 18:59:13,2025-08-29 19:17:13,Light rain,19.6,92,30.5,0.2,13.4,Heavy Rain Warning
WTHR-0002347,Barasat,2025-08-31 01:59:13,2025-08-29 18:59:13,Partly cloudy,31.6,79,48.8,19.9,0.0,None
WTHR-0002348,Agartala,2025-08-31 19:59:13,2025-08-29 19:21:13,Clear skies,36.4,66,30.5,18.3,0.0,None
WTHR-0002349,Dehri,2025-08-30 05:59:13,2025-08-29 19:24:13,Light rain,32.2,45,41.5,8.5,10.8,Heavy Rain Warning
WTHR-0002350,Mumbai,2025-09-01 09:59:13,2025-08-29 19:18:13,Light rain,9.4,35,38.5,19.6,5.5,Heavy Rain Warning
WTHR-0002351,Thrissur,2025-08-30 00:59:13,2025-08-29 19:20:13,Cloudy,7.7,75,15.3,17.0,0.0,None
WTHR-0002352,Tiruvottiyur,2025-08-30 04:59:13,2025-08-29 19:52:13,Clear skies,11.9,30,2.4,12.3,0.0,None
WTHR-0002353,Munger,2025-08-30 02:59:13,2025-08-29 19:35:13,Heavy rain,23.4,33,13.6,1.4,13.1,Heavy Rain Warning
WTHR-0002354,Shahjahanpur,2025-09-01 08:59:13,2025-08-29 19:56:13,Partly cloudy,28.7,35,33.7,16.9,0.0,None
WTHR-0002355,Phagwara,2025-09-01 08:59:13,2025-08-29 19:55:13,Thunderstorms,38.6,47,17.1,16.5,9.3,Heavy Rain Warning
WTHR-0002356,Tadipatri,2025-08-30 00:59:13,2025-08-29 19:02:13,Cloudy,39.6,31,21.8,16.1,0.0,None
WTHR-0002357,Ludhiana,2025-08-31 16:59:13,2025-08-29 19:06:13,Partly cloudy,42.8,67,22.9,2.6,0.0,Heat Wave Alert
WTHR-0002358,Coimbatore,2025-09-01 12:59:13,2025-08-29 19:18:13,Light rain,40.4,31,48.2,12.5,6.7,Heavy Rain Warning
WTHR-0002359,Muzaffarnagar,2025-08-31 04:59:13,2025-08-29 19:59:13,Light rain,19.9,39,27.2,2.6,7.0,Heavy Rain Warning
WTHR-0002360,Muzaffarnagar,2025-08-31 19:59:13,2025-08-29 19:06:13,Fog,34.7,37,39.3,1.1,0.0,Fog Advisory
WTHR-0002361,Amravati,2025-08-31 17:59:13,2025-08-29 19:42:13,Thunderstorms,14.3,87,13.2,19.1,7.0,Heavy Rain Warning
WTHR-0002362,Thane,2025-08-30 00:59:13,2025-08-29 19:33:13,Partly cloudy,23.1,92,20.2,14.5,0.0,None
WTHR-0002363,Coimbatore,2025-08-30 08:59:13,2025-08-29 19:48:13,Cloudy,25.6,34,28.0,2.3,0.0,None
WTHR-0002364,Chennai,2025-08-31 11:59:13,2025-08-29 19:21:13,Light rain,39.4,72,24.9,15.0,0.6,None
WTHR-0002365,Anand,2025-08-31 16:59:13,2025-08-29 19:28:13,Partly cloudy,34.7,56,39.3,2.4,0.0,None
WTHR-0002366,Ahmedabad,2025-08-31 10:59:13,2025-08-29 19:51:13,Cloudy,26.8,71,27.6,15.1,0.0,None
WTHR-0002367,Nagpur,2025-09-01 19:59:13,2025-08-29 19:11:13,Clear skies,5.3,43,21.8,9.8,0.0,None
WTHR-0002368,Bongaigaon,2025-08-31 15:59:13,2025-08-29 19:06:13,Partly cloudy,29.0,82,12.7,19.0,0.0,None
WTHR-0002369,Ahmednagar,2025-08-31 11:59:13,2025-08-29 19:32:13,Partly cloudy,16.5,50,5.8,3.3,0.0,None
WTHR-0002370,Meerut,2025-08-31 16:59:13,2025-08-29 19:24:13,Thunderstorms,40.3,41,0.2,17.3,13.4,Heavy Rain Warning
WTHR-0002371,Durg,2025-08-31 11:59:13,2025-08-29 19:33:13,Partly cloudy,10.7,95,44.5,1.7,0.0,None
WTHR-0002372,Guna,2025-08-30 15:59:13,2025-08-29 19:54:13,Light rain,8.4,33,12.1,13.5,12.9,Heavy Rain Warning
WTHR-0002373,Etawah,2025-09-01 06:59:13,2025-08-29 19:09:13,Partly cloudy,28.6,64,1.0,7.0,0.0,None
WTHR-0002374,Shahjahanpur,2025-08-30 04:59:13,2025-08-29 19:53:13,Partly cloudy,9.7,79,43.5,8.8,0.0,None
WTHR-0002375,Gulbarga,2025-09-01 16:59:13,2025-08-29 19:53:13,Partly cloudy,6.6,37,37.2,19.1,0.0,None
WTHR-0002376,Amaravati,2025-08-31 21:59:13,2025-08-29 19:29:13,Cloudy,23.9,79,25.5,13.3,0.0,None
WTHR-0002377,Mehsana,2025-08-30 06:59:13,2025-08-29 19:34:13,Cloudy,24.1,65,22.2,4.4,0.0,None
WTHR-0002378,Sagar,2025-08-31 00:59:13,2025-08-29 19:23:13,Thunderstorms,7.8,96,41.7,19.4,7.0,Heavy Rain Warning
WTHR-0002379,Lucknow,2025-09-01 15:59:13,2025-08-29 19:18:13,Thunderstorms,27.2,86,31.3,16.5,12.9,Heavy Rain Warning
WTHR-0002380,Ulhasnagar,2025-08-30 06:59:13,2025-08-29 19:21:13,Partly cloudy,31.0,72,6.9,12.7,0.0,None
WTHR-0002381,Secunderabad,2025-09-01 16:59:13,2025-08-29 18:59:13,Light rain,31.1,96,24.4,11.0,0.0,None
WTHR-0002382,Jamalpur,2025-09-01 13:59:13,2025-08-29 19:48:13,Light rain,13.3,32,35.2,4.5,10.0,Heavy Rain Warning
WTHR-0002383,Sambhal,2025-08-30 16:59:13,2025-08-29 19:13:13,Partly cloudy,37.5,78,30.0,14.8,0.0,None
WTHR-0002384,Delhi,2025-09-01 07:59:13,2025-08-29 19:43:13,Light rain,21.9,45,36.9,12.0,8.2,Heavy Rain Warning
WTHR-0002385,Pali,2025-08-31 17:59:13,2025-08-29 19:51:13,Heavy rain,17.9,89,9.6,11.4,10.4,Heavy Rain Warning
WTHR-0002386,Guna,2025-08-31 05:59:13,2025-08-29 19:50:13,Partly cloudy,18.9,87,3.2,19.5,0.0,None
WTHR-0002387,Ballia,2025-09-01 02:59:13,2025-08-29 19:01:13,Partly cloudy,27.6,31,5.9,16.4,0.0,None
WTHR-0002388,Kamarhati,2025-08-31 11:59:13,2025-08-29 19:44:13,Partly cloudy,18.5,35,20.1,1.2,0.0,None
WTHR-0002389,Bidar,2025-08-30 18:59:13,2025-08-29 19:12:13,Light rain,9.6,41,47.9,9.0,10.1,Heavy Rain Warning
WTHR-0002390,Kalyan-Dombivli,2025-08-30 13:59:13,2025-08-29 19:20:13,Thunderstorms,10.3,91,39.2,15.4,10.4,Heavy Rain Warning
WTHR-0002391,Bhimavaram,2025-08-29 22:59:13,2025-08-29 19:40:13,Partly cloudy,20.5,39,32.6,9.7,0.0,None
WTHR-0002392,Kollam,2025-08-30 15:59:13,2025-08-29 19:38:13,Clear skies,41.6,75,37.4,12.7,0.0,Heat Wave Alert
WTHR-0002393,Coimbatore,2025-08-31 06:59:13,2025-08-29 19:58:13,Partly cloudy,34.3,97,26.4,19.7,0.0,None
WTHR-0002394,Jabalpur,2025-08-30 08:59:13,2025-08-29 19:16:13,Partly cloudy,38.4,72,40.1,15.4,0.0,None
WTHR-0002395,Gangtok,2025-09-01 06:59:13,2025-08-29 19:08:13,Cloudy,27.5,37,49.2,1.3,0.0,None
WTHR-0002396,Rohtak,2025-09-01 19:59:13,2025-08-29 19:24:13,Thunderstorms,28.1,95,9.7,12.7,11.8,Heavy Rain Warning
WTHR-0002397,Noida,2025-08-30 09:59:13,2025-08-29 19:20:13,Cloudy,43.1,98,38.2,2.8,0.0,Heat Wave Alert
WTHR-0002398,Raipur,2025-09-01 01:59:13,2025-08-29 19:03:13,Cloudy,15.9,93,23.2,18.1,0.0,None
WTHR-0002399,Allahabad,2025-08-31 18:59:13,2025-08-29 19:03:13,Fog,39.6,75,24.8,0.2,0.0,Fog Advisory
WTHR-0002400,Howrah,2025-08-30 22:59:13,2025-08-29 19:15:13,Partly cloudy,21.6,78,27.6,2.8,0.0,None
WTHR-0002401,Ujjain,2025-08-30 09:59:13,2025-08-29 19:55:13,Heavy rain,28.4,97,7.8,4.4,16.0,Heavy Rain Warning
WTHR-0002402,Mysore,2025-08-30 13:59:13,2025-08-29 19:20:13,Cloudy,18.2,64,38.6,7.4,0.0,None
WTHR-0002403,Mango,2025-09-01 18:59:13,2025-08-29 19:32:13,Light rain,38.3,47,5.2,3.5,11.2,Heavy Rain Warning
WTHR-0002404,Hapur,2025-08-29 22:59:13,2025-08-29 19:12:13,Clear skies,5.8,41,43.4,2.6,0.0,None
WTHR-0002405,Tumkur,2025-08-31 03:59:13,2025-08-29 19:38:13,Heavy rain,19.7,91,24.0,2.0,11.5,Heavy Rain Warning
WTHR-0002406,Thiruvananthapuram,2025-08-31 13:59:13,2025-08-29 19:40:13,Heavy rain,37.9,54,27.6,19.6,0.8,None
WTHR-0002407,Bahraich,2025-08-31 06:59:13,2025-08-29 19:53:13,Cloudy,44.2,71,37.9,16.1,0.0,Heat Wave Alert
WTHR-0002408,Berhampur,2025-08-30 10:59:13,2025-08-29 19:05:13,Clear skies,39.0,44,49.5,13.8,0.0,None
WTHR-0002409,Rajahmundry,2025-09-01 00:59:13,2025-08-29 19:21:13,Partly cloudy,14.8,51,38.8,3.7,0.0,None
WTHR-0002410,Panchkula,2025-08-30 00:59:13,2025-08-29 19:20:13,Cloudy,34.1,72,22.9,7.2,0.0,None
WTHR-0002411,Burhanpur,2025-09-01 13:59:13,2025-08-29 19:00:13,Heavy rain,8.7,98,14.1,11.3,2.0,None
WTHR-0002412,Patna,2025-08-30 05:59:13,2025-08-29 19:00:13,Heavy rain,10.9,42,23.1,17.3,13.6,Heavy Rain Warning
WTHR-0002413,Tumkur,2025-09-01 16:59:13,2025-08-29 19:39:13,Cloudy,26.7,55,5.6,8.5,0.0,None
WTHR-0002414,Visakhapatnam,2025-09-01 14:59:13,2025-08-29 19:18:13,Thunderstorms,26.4,57,2.2,4.5,8.4,Heavy Rain Warning
WTHR-0002415,Tinsukia,2025-08-29 19:59:13,2025-08-29 19:29:13,Light rain,14.3,33,6.1,3.0,6.3,Heavy Rain Warning
WTHR-0002416,Vadodara,2025-08-30 05:59:13,2025-08-29 19:04:13,Cloudy,34.9,40,41.9,19.2,0.0,None
WTHR-0002417,Jhansi,2025-08-31 12:59:13,2025-08-29 19:18:13,Light rain,17.2,97,31.0,4.1,15.8,Heavy Rain Warning
WTHR-0002418,Bhatpara,2025-08-30 04:59:13,2025-08-29 19:00:13,Partly cloudy,36.0,42,8.5,18.4,0.0,None
WTHR-0002419,Tirunelveli,2025-08-31 22:59:13,2025-08-29 19:54:13,Thunderstorms,26.2,48,28.8,11.8,6.6,Heavy Rain Warning
WTHR-0002420,Rajahmundry,2025-09-01 16:59:13,2025-08-29 19:45:13,Cloudy,7.9,64,22.4,7.1,0.0,None
WTHR-0002421,Lucknow,2025-08-31 15:59:13,2025-08-29 19:15:13,Partly cloudy,31.3,87,19.2,18.3,0.0,None
WTHR-0002422,Hubli–Dharwad,2025-09-01 13:59:13,2025-08-29 19:59:13,Partly cloudy,38.8,57,39.5,3.7,0.0,None
WTHR-0002423,Unnao,2025-09-01 05:59:13,2025-08-29 19:11:13,Heavy rain,7.9,100,7.4,17.3,13.4,Heavy Rain Warning
WTHR-0002424,Erode,2025-08-30 13:59:13,2025-08-29 19:47:13,Cloudy,35.9,43,12.9,2.5,0.0,None
WTHR-0002425,Unnao,2025-08-30 23:59:13,2025-08-29 19:08:13,Partly cloudy,14.4,34,27.4,12.6,0.0,None
WTHR-0002426,Avadi,2025-08-30 22:59:13,2025-08-29 19:19:13,Clear skies,6.9,45,27.3,0.4,0.0,None
WTHR-0002427,Shivpuri,2025-08-30 18:59:13,2025-08-29 19:49:13,Clear skies,14.4,59,15.5,12.6,0.0,None
WTHR-0002428,Siliguri,2025-08-31 08:59:13,2025-08-29 19:59:13,Clear skies,43.7,80,25.3,11.1,0.0,Heat Wave Alert
WTHR-0002429,Jammu,2025-08-30 18:59:13,2025-08-29 19:39:13,Clear skies,13.4,33,44.5,18.8,0.0,None
WTHR-0002430,Rohtak,2025-08-30 13:59:13,2025-08-29 19:19:13,Light rain,27.9,53,29.9,7.2,0.8,None
WTHR-0002431,Panvel,2025-09-01 15:59:13,2025-08-29 19:32:13,Heavy rain,11.1,35,18.6,19.7,8.1,Heavy Rain Warning
WTHR-0002432,Kishanganj,2025-08-31 03:59:13,2025-08-29 19:40:13,Partly cloudy,12.7,40,23.7,1.3,0.0,None
WTHR-0002433,Noida,2025-09-01 12:59:13,2025-08-29 19:25:13,Heavy rain,33.4,75,27.9,14.1,12.9,Heavy Rain Warning
WTHR-0002434,Pudukkottai,2025-09-01 10:59:13,2025-08-29 19:43:13,Light rain,26.0,53,49.9,14.1,13.0,Heavy Rain Warning
WTHR-0002435,Gudivada,2025-09-01 04:59:13,2025-08-29 19:13:13,Partly cloudy,15.2,72,47.7,18.5,0.0,None
WTHR-0002436,Vijayawada,2025-09-01 01:59:13,2025-08-29 19:39:13,Cloudy,30.4,65,6.6,1.8,0.0,None
WTHR-0002437,Mysore,2025-08-31 16:59:13,2025-08-29 19:24:13,Partly cloudy,30.6,65,15.4,10.1,0.0,None
WTHR-0002438,Fatehpur,2025-09-01 17:59:13,2025-08-29 19:37:13,Heavy rain,16.0,95,22.3,0.8,6.2,Heavy Rain Warning
WTHR-0002439,Bikaner,2025-08-30 15:59:13,2025-08-29 19:56:13,Fog,17.8,73,16.2,1.7,0.0,Fog Advisory
WTHR-0002440,Vadodara,2025-08-30 10:59:13,2025-08-29 19:53:13,Heavy rain,28.7,49,31.6,5.4,9.3,Heavy Rain Warning
WTHR-0002441,Karimnagar,2025-08-31 19:59:13,2025-08-29 19:01:13,Fog,18.3,61,23.7,0.3,0.0,Fog Advisory
WTHR-0002442,Kirari Suleman Nagar,2025-08-31 16:59:13,2025-08-29 19:54:13,Cloudy,21.6,96,44.8,6.2,0.0,None
WTHR-0002443,Guntur,2025-09-01 07:59:13,2025-08-29 19:38:13,Heavy rain,43.5,30,3.9,9.7,4.9,Heat Wave Alert
WTHR-0002444,Junagadh,2025-08-31 00:59:13,2025-08-29 19:20:13,Thunderstorms,20.8,81,48.3,6.4,3.6,None
WTHR-0002445,South Dumdum,2025-08-31 18:59:13,2025-08-29 19:53:13,Clear skies,18.3,92,9.4,11.6,0.0,None
WTHR-0002446,Raiganj,2025-08-30 02:59:13,2025-08-29 19:48:13,Light rain,36.6,89,47.5,4.5,2.6,None
WTHR-0002447,Chennai,2025-09-01 08:59:13,2025-08-29 19:17:13,Fog,24.1,44,49.9,0.8,0.0,Fog Advisory
WTHR-0002448,Jaunpur,2025-08-30 20:59:13,2025-08-29 19:10:13,Partly cloudy,13.1,34,25.6,18.6,0.0,None
WTHR-0002449,Thane,2025-08-30 14:59:13,2025-08-29 19:25:13,Light rain,25.2,77,31.7,7.2,15.6,Heavy Rain Warning
WTHR-0002450,Cuttack,2025-08-29 19:59:13,2025-08-29 19:24:13,Clear skies,25.6,35,17.6,15.4,0.0,None
WTHR-0002451,Hosur,2025-08-30 14:59:13,2025-08-29 19:49:13,Partly cloudy,44.1,32,20.2,1.0,0.0,Heat Wave Alert
WTHR-0002452,Malegaon,2025-08-30 12:59:13,2025-08-29 19:25:13,Clear skies,24.8,51,45.8,13.6,0.0,None
WTHR-0002453,Ramgarh,2025-08-30 14:59:13,2025-08-29 19:20:13,Partly cloudy,20.7,46,26.2,18.0,0.0,None
WTHR-0002454,Thrissur,2025-08-31 04:59:13,2025-08-29 19:00:13,Partly cloudy,26.2,68,0.8,6.4,0.0,None
WTHR-0002455,Chittoor,2025-09-01 16:59:13,2025-08-29 19:46:13,Cloudy,27.6,81,13.1,9.9,0.0,None
WTHR-0002456,Loni,2025-08-31 01:59:13,2025-08-29 19:48:13,Cloudy,30.1,76,35.4,15.7,0.0,None
WTHR-0002457,Bally,2025-08-30 13:59:13,2025-08-29 19:06:13,Cloudy,40.6,88,41.8,7.4,0.0,Heat Wave Alert
WTHR-0002458,Akola,2025-09-01 19:59:13,2025-08-29 19:52:13,Light rain,19.2,95,18.5,18.4,3.1,None
WTHR-0002459,Chinsurah,2025-08-30 03:59:13,2025-08-29 19:04:13,Partly cloudy,6.2,31,21.3,17.8,0.0,None
WTHR-0002460,Gangtok,2025-08-31 08:59:13,2025-08-29 19:31:13,Partly cloudy,40.9,63,33.2,4.6,0.0,Heat Wave Alert
WTHR-0002461,Bhilwara,2025-09-01 07:59:13,2025-08-29 19:55:13,Partly cloudy,10.0,91,41.4,9.4,0.0,None
WTHR-0002462,Patiala,2025-09-01 15:59:13,2025-08-29 19:28:13,Thunderstorms,40.4,98,20.7,16.7,0.8,Heat Wave Alert
WTHR-0002463,Sikar,2025-08-31 10:59:13,2025-08-29 19:25:13,Light rain,38.8,83,5.6,5.0,13.2,Heavy Rain Warning
WTHR-0002464,Gandhidham,2025-08-29 21:59:13,2025-08-29 19:36:13,Partly cloudy,34.2,33,15.7,18.5,0.0,None
WTHR-0002465,Gangtok,2025-08-30 17:59:13,2025-08-29 19:28:13,Partly cloudy,29.0,39,31.6,12.3,0.0,None
WTHR-0002466,Kumbakonam,2025-09-01 04:59:13,2025-08-29 19:34:13,Thunderstorms,35.7,51,28.8,13.0,7.7,Heavy Rain Warning
WTHR-0002467,Jamalpur,2025-08-30 19:59:13,2025-08-29 19:35:13,Thunderstorms,10.8,60,45.5,9.7,4.3,None
WTHR-0002468,Surendranagar Dudhrej,2025-08-31 20:59:13,2025-08-29 19:30:13,Clear skies,23.9,46,2.2,9.9,0.0,None
WTHR-0002469,Solapur,2025-08-30 18:59:13,2025-08-29 19:37:13,Light rain,40.5,88,47.6,3.4,1.5,Heat Wave Alert
WTHR-0002470,Ichalkaranji,2025-09-01 12:59:13,2025-08-29 19:19:13,Light rain,25.7,57,32.5,11.5,2.9,None
WTHR-0002471,Muzaffarnagar,2025-08-29 23:59:13,2025-08-29 19:14:13,Clear skies,6.0,59,1.4,5.8,0.0,None
WTHR-0002472,Imphal,2025-08-31 15:59:13,2025-08-29 19:19:13,Partly cloudy,5.3,88,32.1,5.2,0.0,None
WTHR-0002473,Kakinada,2025-08-31 23:59:13,2025-08-29 18:59:13,Clear skies,18.0,85,33.5,14.3,0.0,None
WTHR-0002474,Buxar,2025-08-30 05:59:13,2025-08-29 19:29:13,Partly cloudy,36.8,78,4.4,3.3,0.0,None
WTHR-0002475,Kharagpur,2025-08-31 15:59:13,2025-08-29 19:06:13,Light rain,6.0,69,46.7,10.5,8.3,Heavy Rain Warning
WTHR-0002476,Moradabad,2025-08-30 01:59:13,2025-08-29 19:23:13,Snow,35.5,75,15.7,5.1,0.0,None
WTHR-0002477,Khora ,2025-08-29 19:59:13,2025-08-29 19:57:13,Light rain,41.4,64,0.8,14.1,12.0,Heavy Rain Warning
WTHR-0002478,Mango,2025-08-31 23:59:13,2025-08-29 19:12:13,Heavy rain,25.8,49,35.1,11.7,2.0,None
WTHR-0002479,Vellore,2025-08-30 16:59:13,2025-08-29 19:46:13,Clear skies,8.7,72,26.6,16.5,0.0,None
WTHR-0002480,Kalyan-Dombivli,2025-08-31 13:59:13,2025-08-29 19:27:13,Thunderstorms,16.7,63,24.4,2.9,12.4,Heavy Rain Warning
WTHR-0002481,Karimnagar,2025-09-01 01:59:13,2025-08-29 19:53:13,Cloudy,33.0,48,7.1,8.0,0.0,None
WTHR-0002482,Khora ,2025-08-31 00:59:13,2025-08-29 19:44:13,Thunderstorms,23.7,63,35.5,7.4,13.9,Heavy Rain Warning
WTHR-0002483,Solapur,2025-08-31 19:59:13,2025-08-29 19:03:13,Light rain,27.3,52,35.3,8.6,16.8,Heavy Rain Warning
WTHR-0002484,Ambarnath,2025-08-31 00:59:13,2025-08-29 19:56:13,Cloudy,24.9,46,42.8,5.7,0.0,None
WTHR-0002485,Kolhapur,2025-08-31 18:59:13,2025-08-29 19:27:13,Clear skies,13.6,98,32.3,5.5,0.0,None
WTHR-0002486,Patiala,2025-08-30 08:59:13,2025-08-29 19:43:13,Cloudy,29.3,37,25.3,9.5,0.0,None
WTHR-0002487,Suryapet,2025-08-31 20:59:13,2025-08-29 19:40:13,Clear skies,34.0,33,14.9,3.6,0.0,None
WTHR-0002488,Kollam,2025-08-31 21:59:13,2025-08-29 19:55:13,Light rain,42.9,73,12.7,9.4,19.4,Heavy Rain Warning
WTHR-0002489,Naihati,2025-08-31 12:59:13,2025-08-29 19:46:13,Cloudy,40.1,98,23.8,19.4,0.0,Heat Wave Alert
WTHR-0002490,Jamshedpur,2025-08-31 18:59:13,2025-08-29 19:23:13,Thunderstorms,15.6,43,38.0,18.9,16.2,Heavy Rain Warning
WTHR-0002491,Hosur,2025-09-01 06:59:13,2025-08-29 19:53:13,Light rain,19.1,99,26.8,14.6,7.7,Heavy Rain Warning
WTHR-0002492,Kolkata,2025-08-30 13:59:13,2025-08-29 19:28:13,Clear skies,31.5,81,5.1,13.6,0.0,None
WTHR-0002493,Jalgaon,2025-08-29 23:59:13,2025-08-29 19:57:13,Partly cloudy,39.7,45,22.6,5.5,0.0,None
WTHR-0002494,Rohtak,2025-08-31 15:59:13,2025-08-29 19:00:13,Heavy rain,41.7,63,11.1,11.4,11.7,Heavy Rain Warning
WTHR-0002495,Kurnool,2025-08-30 23:59:13,2025-08-29 19:33:13,Light rain,38.1,39,37.4,9.6,14.1,Heavy Rain Warning
WTHR-0002496,Karnal,2025-08-31 04:59:13,2025-08-29 19:04:13,Thunderstorms,18.4,62,42.6,16.3,15.5,Heavy Rain Warning
WTHR-0002497,Bhopal,2025-08-31 08:59:13,2025-08-29 19:39:13,Partly cloudy,28.9,56,13.2,4.7,0.0,None
WTHR-0002498,Nagercoil,2025-08-30 09:59:13,2025-08-29 19:12:13,Partly cloudy,21.8,100,23.5,12.2,0.0,None
WTHR-0002499,Raebareli,2025-09-01 07:59:13,2025-08-29 19:24:13,Partly cloudy,44.2,69,33.7,3.4,0.0,Heat Wave Alert
WTHR-0002500,Raiganj,2025-08-30 13:59:13,2025-08-29 19:15:13,Partly cloudy,40.3,96,4.6,2.7,0.0,Heat Wave Alert
WTHR-0002501,Mehsana,2025-08-29 23:59:13,2025-08-29 19:45:13,Partly cloudy,32.0,56,22.4,8.7,0.0,None
WTHR-0002502,Tumkur,2025-08-31 06:59:13,2025-08-29 19:03:13,Thunderstorms,6.4,70,41.1,16.0,4.4,None
WTHR-0002503,Unnao,2025-08-30 01:59:13,2025-08-29 19:39:13,Partly cloudy,30.6,66,13.1,8.1,0.0,None
WTHR-0002504,Gwalior,2025-09-01 00:59:13,2025-08-29 19:00:13,Light rain,21.0,84,3.7,17.5,12.1,Heavy Rain Warning
WTHR-0002505,Hubli–Dharwad,2025-08-31 11:59:13,2025-08-29 19:56:13,Cloudy,5.9,98,0.9,18.2,0.0,None
WTHR-0002506,Gaya,2025-08-31 05:59:13,2025-08-29 19:51:13,Partly cloudy,12.9,32,5.9,12.6,0.0,None
WTHR-0002507,Raipur,2025-09-01 03:59:13,2025-08-29 19:23:13,Cloudy,11.0,47,22.2,3.3,0.0,None
WTHR-0002508,Amravati,2025-09-01 18:59:13,2025-08-29 19:43:13,Haze,30.5,57,42.2,0.6,0.0,Fog Advisory
WTHR-0002509,Erode,2025-08-30 03:59:13,2025-08-29 19:02:13,Clear skies,17.1,73,19.9,9.8,0.0,None
WTHR-0002510,Suryapet,2025-08-30 18:59:13,2025-08-29 19:16:13,Cloudy,22.0,89,37.1,4.9,0.0,None
WTHR-0002511,Vellore,2025-08-31 12:59:13,2025-08-29 19:39:13,Light rain,33.2,94,37.0,9.0,1.0,None
WTHR-0002512,Nagaon,2025-08-31 08:59:13,2025-08-29 19:49:13,Cloudy,38.6,34,17.4,1.9,0.0,None
WTHR-0002513,Anand,2025-08-31 15:59:13,2025-08-29 19:48:13,Cloudy,19.6,94,2.1,15.0,0.0,None
WTHR-0002514,Erode,2025-08-30 04:59:13,2025-08-29 19:51:13,Partly cloudy,39.6,63,12.8,3.8,0.0,None
WTHR-0002515,Kota,2025-08-31 17:59:13,2025-08-29 19:21:13,Partly cloudy,15.7,67,18.4,15.8,0.0,None
WTHR-0002516,Mango,2025-09-01 05:59:13,2025-08-29 19:22:13,Light rain,19.0,93,29.8,3.8,18.2,Heavy Rain Warning
