city_name,state_province,country,latitude,longitude,timezone
Tinsukia,West Bengal,India,28.432733,71.315721,Asia/Kolkata
Karaikudi,Jharkhand,India,25.942092,81.422062,Asia/Kolkata
Saharanpur,Punjab,India,27.390839,95.748315,Asia/Kolkata
Gurgaon,Tripura,India,36.117154,92.334434,Asia/Kolkata
Pimpri-Chinchwad,Haryana,India,12.304214,74.713187,Asia/Kolkata
Bangalore,Sikkim,India,34.582863,86.345977,Asia/Kolkata
Karimnagar,Uttarakhand,India,36.149958,86.321151,Asia/Kolkata
Tirunelveli,Maharashtra,India,36.637828,92.913828,Asia/Kolkata
Hapur,Uttarakhand,India,18.107463,75.497247,Asia/Kolkata
South Dumdum,Sikkim,India,16.014878,82.202675,Asia/Kolkata
North Dumdum,Andhra Pradesh,India,20.866325,80.082823,Asia/Kolkata
Aurangabad,Tripura,India,18.452959,71.240669,Asia/Kolkata
Tiruppur,Manipur,India,22.568834,74.955641,Asia/Kolkata
Saharanpur,Sikkim,India,27.408017,88.221241,Asia/Kolkata
Kozhikode,Sikkim,India,22.288899,75.776661,Asia/Kolkata
Panihati,Odisha,India,20.374357,75.640322,Asia/Kolkata
Rajpur Sonarpur,Andhra Pradesh,India,20.337437,74.696565,Asia/Kolkata
Raichur,Mizoram,India,13.439357,96.055159,Asia/Kolkata
Machilipatnam,Bihar,India,34.900599,92.669469,Asia/Kolkata
Medininagar,Jharkhand,India,22.246162,91.675699,Asia/Kolkata
Bhalswa Jahangir Pur,Arunachal Pradesh,India,19.932183,78.262602,Asia/Kolkata
Phusro,Tamil Nadu,India,31.550749,77.730063,Asia/Kolkata
Jammu,Madhya Pradesh,India,16.60971,90.612337,Asia/Kolkata
Thiruvananthapuram,Chhattisgarh,India,12.114735,90.849897,Asia/Kolkata
Kalyan-Dombivli,Kerala,India,18.240433,79.913635,Asia/Kolkata
Raipur,Gujarat,India,20.540429,74.044366,Asia/Kolkata
Panchkula,Chhattisgarh,India,28.915754,87.761708,Asia/Kolkata
Secunderabad,Punjab,India,35.177009,80.732207,Asia/Kolkata
Parbhani,Arunachal Pradesh,India,12.775084,85.963066,Asia/Kolkata
Bokaro,Himachal Pradesh,India,23.419946,87.400646,Asia/Kolkata
Bhiwandi,Sikkim,India,20.779028,79.607984,Asia/Kolkata
Thane,Haryana,India,22.633932,73.669191,Asia/Kolkata
Sri Ganganagar,Odisha,India,27.309017,82.008633,Asia/Kolkata
Chinsurah,Telangana,India,13.805816,70.290995,Asia/Kolkata
Bettiah,Haryana,India,33.836836,91.015817,Asia/Kolkata
Mehsana,Goa,India,34.475779,82.73703,Asia/Kolkata
Ambala,Punjab,India,13.695038,92.306314,Asia/Kolkata
Saharsa,Tamil Nadu,India,20.715176,75.718739,Asia/Kolkata
Motihari,Nagaland,India,26.986265,73.775405,Asia/Kolkata
Katihar,Goa,India,22.605934,80.041956,Asia/Kolkata
Bhiwani,Chhattisgarh,India,14.223862,71.937424,Asia/Kolkata
Ranchi,Bihar,India,21.432448,82.048089,Asia/Kolkata
Morbi,Gujarat,India,10.611141,87.494673,Asia/Kolkata
Maheshtala,Bihar,India,25.18946,72.09829,Asia/Kolkata
North Dumdum,Rajasthan,India,36.625702,73.318554,Asia/Kolkata
Patna,Odisha,India,11.177452,92.764129,Asia/Kolkata
Thoothukudi,Arunachal Pradesh,India,32.610413,92.98093,Asia/Kolkata
Solapur,Tripura,India,36.909869,82.263276,Asia/Kolkata
Thiruvananthapuram,Manipur,India,29.719473,93.458267,Asia/Kolkata
Sri Ganganagar,Uttarakhand,India,34.032823,80.768107,Asia/Kolkata
Kumbakonam,Tripura,India,32.805086,73.688736,Asia/Kolkata
Anantapuram,Kerala,India,35.720304,90.975908,Asia/Kolkata
Mysore,Goa,India,33.957394,87.07566,Asia/Kolkata
Panchkula,Haryana,India,14.323994,72.910242,Asia/Kolkata
Durgapur,Odisha,India,12.664686,73.443006,Asia/Kolkata
Raichur,Maharashtra,India,33.157829,71.155819,Asia/Kolkata
Bhopal,Arunachal Pradesh,India,13.582917,93.227688,Asia/Kolkata
Nagpur,Uttar Pradesh,India,32.721759,77.79231,Asia/Kolkata
Ulhasnagar,Karnataka,India,33.08031,79.650302,Asia/Kolkata
Vasai-Virar,Tamil Nadu,India,14.476839,77.902413,Asia/Kolkata
Tadipatri,Assam,India,22.195135,84.086251,Asia/Kolkata
Khammam,Haryana,India,24.851057,91.948602,Asia/Kolkata
Jalgaon,Chhattisgarh,India,28.265928,94.979073,Asia/Kolkata
Davanagere,Tamil Nadu,India,21.27845,90.010849,Asia/Kolkata
Dibrugarh,Goa,India,36.415531,79.272235,Asia/Kolkata
Gudivada,Madhya Pradesh,India,19.420891,91.671469,Asia/Kolkata
Agartala,Telangana,India,28.621287,96.300207,Asia/Kolkata
Karaikudi,Bihar,India,35.069306,72.193798,Asia/Kolkata
Bhubaneswar,Andhra Pradesh,India,23.438044,68.799077,Asia/Kolkata
Katni,Andhra Pradesh,India,26.371162,91.708845,Asia/Kolkata
Thiruvananthapuram,Gujarat,India,20.675237,79.06119,Asia/Kolkata
Bharatpur,Uttarakhand,India,15.254639,72.770653,Asia/Kolkata
North Dumdum,Sikkim,India,36.155189,70.278463,Asia/Kolkata
Madanapalle,Bihar,India,24.164063,76.591205,Asia/Kolkata
Howrah,Andhra Pradesh,India,23.297517,72.809294,Asia/Kolkata
Deoghar,Sikkim,India,22.435357,89.05823,Asia/Kolkata
Belgaum,Assam,India,15.132051,93.133989,Asia/Kolkata
Ranchi,Arunachal Pradesh,India,17.429755,87.946268,Asia/Kolkata
South Dumdum,Andhra Pradesh,India,26.564114,96.965954,Asia/Kolkata
Suryapet,Telangana,India,32.305217,90.088478,Asia/Kolkata
Gopalpur,Arunachal Pradesh,India,32.372817,74.569091,Asia/Kolkata
Visakhapatnam,Jharkhand,India,34.914979,76.234632,Asia/Kolkata
Jhansi,Nagaland,India,16.514335,88.930871,Asia/Kolkata
Khandwa,Goa,India,30.10236,93.360176,Asia/Kolkata
Vijayanagaram,Jharkhand,India,24.88301,94.009922,Asia/Kolkata
Bhind,Karnataka,India,29.551614,89.774301,Asia/Kolkata
Siwan,Sikkim,India,16.065134,94.655505,Asia/Kolkata
Warangal,Meghalaya,India,18.09367,74.601435,Asia/Kolkata
Dindigul,Sikkim,India,15.198933,71.602274,Asia/Kolkata
Surendranagar Dudhrej,Uttarakhand,India,20.323077,96.421684,Asia/Kolkata
Bardhaman,Jharkhand,India,21.688515,85.184152,Asia/Kolkata
Mumbai,Chhattisgarh,India,13.0432,82.844662,Asia/Kolkata
Tumkur,Rajasthan,India,21.011777,80.812208,Asia/Kolkata
Dhule,Punjab,India,27.886639,95.83886,Asia/Kolkata
Erode,Bihar,India,21.294376,84.785446,Asia/Kolkata
Meerut,Karnataka,India,23.781942,74.683998,Asia/Kolkata
Dewas,Manipur,India,26.70421,82.713362,Asia/Kolkata
Guwahati,Himachal Pradesh,India,33.692328,75.438124,Asia/Kolkata
Mahbubnagar,Gujarat,India,31.809598,82.83633,Asia/Kolkata
Panihati,Tamil Nadu,India,32.320855,79.459598,Asia/Kolkata
Kishanganj,Uttar Pradesh,India,22.875205,95.040552,Asia/Kolkata
Burhanpur,Tripura,India,13.732998,95.630076,Asia/Kolkata
Bharatpur,Himachal Pradesh,India,35.877917,79.162724,Asia/Kolkata
Thanjavur,Jharkhand,India,12.680721,75.624706,Asia/Kolkata
Pali,Punjab,India,28.67843,71.209388,Asia/Kolkata
Ballia,Gujarat,India,36.363423,93.949344,Asia/Kolkata
Panipat,Karnataka,India,26.070617,85.679213,Asia/Kolkata
Nangloi Jat,Sikkim,India,33.944809,77.925901,Asia/Kolkata
Panchkula,Rajasthan,India,14.063184,92.281255,Asia/Kolkata
Hyderabad,Gujarat,India,12.38271,71.378048,Asia/Kolkata
Bidhannagar,Meghalaya,India,36.022262,88.525573,Asia/Kolkata
Bareilly,Kerala,India,17.010463,86.229659,Asia/Kolkata
Satna,Gujarat,India,22.399807,85.32723,Asia/Kolkata
Bikaner,Telangana,India,11.080335,83.969005,Asia/Kolkata
Thrissur,Himachal Pradesh,India,20.91744,88.617679,Asia/Kolkata
Saharanpur,Rajasthan,India,16.707154,91.217945,Asia/Kolkata
Sultan Pur Majra,Rajasthan,India,12.921335,71.704191,Asia/Kolkata
Mathura,Sikkim,India,36.150449,77.451556,Asia/Kolkata
Kirari Suleman Nagar,Arunachal Pradesh,India,20.936666,70.247743,Asia/Kolkata
Surat,Tripura,India,15.82359,77.459844,Asia/Kolkata
Kurnool,Bihar,India,20.426672,94.874108,Asia/Kolkata
Secunderabad,Rajasthan,India,11.884535,90.811843,Asia/Kolkata
Mangalore,Assam,India,29.165867,85.099099,Asia/Kolkata
Bhatpara,Telangana,India,29.935734,89.159043,Asia/Kolkata
Gaya,Arunachal Pradesh,India,35.610272,81.401257,Asia/Kolkata
Vasai-Virar,Goa,India,29.53113,90.380426,Asia/Kolkata
Maheshtala,Kerala,India,11.829646,69.506486,Asia/Kolkata
Berhampur,Maharashtra,India,20.380895,82.704553,Asia/Kolkata
South Dumdum,Bihar,India,35.326589,85.247781,Asia/Kolkata
Khammam,Assam,India,23.414957,95.132282,Asia/Kolkata
Morena,Nagaland,India,32.105308,68.199833,Asia/Kolkata
Bhilwara,Jharkhand,India,26.547827,85.064104,Asia/Kolkata
Shimla,Tripura,India,28.575998,78.250629,Asia/Kolkata
Hyderabad,Punjab,India,35.831895,94.810218,Asia/Kolkata
Dehradun,Goa,India,10.44971,90.171582,Asia/Kolkata
Hubli–Dharwad,West Bengal,India,29.346349,75.760823,Asia/Kolkata
Meerut,Sikkim,India,24.090234,87.88455,Asia/Kolkata
Mysore,Uttarakhand,India,25.601078,77.167108,Asia/Kolkata
Bidar,Arunachal Pradesh,India,12.808193,72.893847,Asia/Kolkata
Maheshtala,Telangana,India,22.51219,73.118587,Asia/Kolkata
Kulti,Karnataka,India,8.621224,83.847945,Asia/Kolkata
Rohtak,Nagaland,India,11.620972,89.007566,Asia/Kolkata
Machilipatnam,Meghalaya,India,12.887281,89.63706,Asia/Kolkata
Tumkur,Tamil Nadu,India,29.290583,86.382918,Asia/Kolkata
Ghaziabad,Telangana,India,21.283616,89.807734,Asia/Kolkata
Moradabad,Madhya Pradesh,India,17.120586,89.013473,Asia/Kolkata
Agartala,Rajasthan,India,11.333997,92.626486,Asia/Kolkata
Kurnool,Odisha,India,22.512928,79.318534,Asia/Kolkata
Jehanabad,Meghalaya,India,11.424111,72.959188,Asia/Kolkata
Mau,Bihar,India,11.698857,72.995489,Asia/Kolkata
Moradabad,Arunachal Pradesh,India,26.273209,95.984942,Asia/Kolkata
Kirari Suleman Nagar,Punjab,India,8.671205,81.203698,Asia/Kolkata
Guna,Jharkhand,India,20.26116,94.261465,Asia/Kolkata
Ozhukarai,Jharkhand,India,18.087939,91.725453,Asia/Kolkata
Danapur,West Bengal,India,25.43814,83.09239,Asia/Kolkata
Gandhinagar,Rajasthan,India,32.790541,80.4269,Asia/Kolkata
Machilipatnam,West Bengal,India,19.670413,75.680171,Asia/Kolkata
Chapra,Manipur,India,8.3004,81.780591,Asia/Kolkata
Amritsar,Himachal Pradesh,India,20.810189,83.156894,Asia/Kolkata
Vadodara,Haryana,India,20.607246,74.653668,Asia/Kolkata
Bardhaman,Chhattisgarh,India,34.576605,69.117004,Asia/Kolkata
Ozhukarai,Andhra Pradesh,India,33.031408,79.506851,Asia/Kolkata
Jaunpur,Tripura,India,36.13128,75.053212,Asia/Kolkata
Khandwa,Karnataka,India,23.449853,87.921365,Asia/Kolkata
Raipur,Nagaland,India,21.068335,91.829663,Asia/Kolkata
Rajkot,Meghalaya,India,36.186627,83.286497,Asia/Kolkata
Surendranagar Dudhrej,Uttar Pradesh,India,23.907177,96.662202,Asia/Kolkata
Mau,Uttar Pradesh,India,30.270426,85.157039,Asia/Kolkata
Nagpur,Tripura,India,30.809855,70.181681,Asia/Kolkata
Kavali,Tripura,India,35.241111,86.089831,Asia/Kolkata
Muzaffarpur,Karnataka,India,36.891643,87.437301,Asia/Kolkata
New Delhi,Telangana,India,25.084501,93.949192,Asia/Kolkata
Gulbarga,Bihar,India,34.269134,87.825505,Asia/Kolkata
Bihar Sharif,Manipur,India,11.050605,76.573857,Asia/Kolkata
Munger,Madhya Pradesh,India,15.300236,77.537588,Asia/Kolkata
Gopalpur,Bihar,India,29.584074,74.844248,Asia/Kolkata
Medininagar,Haryana,India,24.682449,84.149076,Asia/Kolkata
Kanpur,Nagaland,India,14.574608,80.002217,Asia/Kolkata
Siliguri,Goa,India,23.786951,77.140696,Asia/Kolkata
Arrah,Madhya Pradesh,India,21.625652,84.684557,Asia/Kolkata
Bellary,Uttar Pradesh,India,23.237086,96.457447,Asia/Kolkata
Muzaffarnagar,Manipur,India,12.034026,82.302816,Asia/Kolkata
Kollam,Madhya Pradesh,India,19.161637,72.380061,Asia/Kolkata
Kumbakonam,Uttarakhand,India,19.264604,72.955597,Asia/Kolkata
Udupi,Karnataka,India,21.887916,70.268917,Asia/Kolkata
Serampore,Gujarat,India,11.556323,79.385081,Asia/Kolkata
Kolkata,West Bengal,India,17.565958,71.312645,Asia/Kolkata
Sasaram,Maharashtra,India,27.671987,93.085172,Asia/Kolkata
Patiala,Kerala,India,28.992771,79.32542,Asia/Kolkata
Amritsar,Assam,India,15.80102,84.276898,Asia/Kolkata
Madanapalle,Uttar Pradesh,India,24.613756,92.67232,Asia/Kolkata
Ludhiana,Telangana,India,22.806356,96.340824,Asia/Kolkata
Srinagar,Telangana,India,36.895653,71.499869,Asia/Kolkata
Bhusawal,Punjab,India,20.893046,95.539511,Asia/Kolkata
Firozabad,Manipur,India,9.050527,91.378093,Asia/Kolkata
Uluberia,Uttar Pradesh,India,11.515737,84.369856,Asia/Kolkata
Bhimavaram,Rajasthan,India,28.141,87.377652,Asia/Kolkata
Jaunpur,Chhattisgarh,India,32.363609,78.447341,Asia/Kolkata
Kumbakonam,Meghalaya,India,22.778866,81.163587,Asia/Kolkata
Rewa,Assam,India,14.538039,95.130389,Asia/Kolkata
Fatehpur,Maharashtra,India,28.475509,74.612263,Asia/Kolkata
Nashik,Goa,India,29.522884,88.8786,Asia/Kolkata
Tiruchirappalli,Assam,India,30.439866,94.687402,Asia/Kolkata
Pallavaram,Madhya Pradesh,India,14.657338,79.880979,Asia/Kolkata
Bihar Sharif,Andhra Pradesh,India,25.732289,68.344212,Asia/Kolkata
Ujjain,Uttar Pradesh,India,11.217959,69.211999,Asia/Kolkata
Purnia,Tripura,India,31.898944,77.307187,Asia/Kolkata
Nagercoil,Madhya Pradesh,India,21.988342,74.640099,Asia/Kolkata
Ozhukarai,Arunachal Pradesh,India,20.588075,72.038009,Asia/Kolkata
Bhopal,Himachal Pradesh,India,20.361029,68.775194,Asia/Kolkata
Thanjavur,Mizoram,India,29.241146,70.289098,Asia/Kolkata
Sultan Pur Majra,Manipur,India,22.58493,88.630836,Asia/Kolkata
Chinsurah,Sikkim,India,33.448288,96.950762,Asia/Kolkata
Miryalaguda,Bihar,India,14.770365,73.321284,Asia/Kolkata
Erode,Jharkhand,India,24.06842,80.167668,Asia/Kolkata
Ambattur,Karnataka,India,8.247408,80.545378,Asia/Kolkata
Ozhukarai,Nagaland,India,31.560789,88.919521,Asia/Kolkata
Ludhiana,Andhra Pradesh,India,15.19893,71.386361,Asia/Kolkata
Ludhiana,Tamil Nadu,India,33.762999,72.838833,Asia/Kolkata
Jabalpur,Gujarat,India,16.255999,85.284248,Asia/Kolkata
Jhansi,Punjab,India,19.591611,96.064607,Asia/Kolkata
Sultan Pur Majra,Tripura,India,22.901601,77.231001,Asia/Kolkata
Bardhaman,Bihar,India,17.252709,93.0621,Asia/Kolkata
Gorakhpur,Nagaland,India,13.249798,73.847001,Asia/Kolkata
Udaipur,Odisha,India,15.917696,80.452086,Asia/Kolkata
Ulhasnagar,Telangana,India,10.239697,85.373867,Asia/Kolkata
Alappuzha,Nagaland,India,33.087194,92.733578,Asia/Kolkata
Raurkela Industrial Township,Arunachal Pradesh,India,23.960756,75.90817,Asia/Kolkata
Siwan,Meghalaya,India,30.625708,73.410129,Asia/Kolkata
Nashik,Telangana,India,24.659651,78.22857,Asia/Kolkata
Nashik,Haryana,India,22.7753,80.396374,Asia/Kolkata
Gorakhpur,Madhya Pradesh,India,16.379123,91.725526,Asia/Kolkata
Narasaraopet,Odisha,India,34.875479,83.608788,Asia/Kolkata
Thrissur,Arunachal Pradesh,India,31.061141,83.50925,Asia/Kolkata
Kalyan-Dombivli,Tamil Nadu,India,33.352638,88.866123,Asia/Kolkata
Bhusawal,Chhattisgarh,India,17.171453,69.321298,Asia/Kolkata
Bahraich,Sikkim,India,24.38957,90.504631,Asia/Kolkata
Chandigarh,Madhya Pradesh,India,18.669715,96.689435,Asia/Kolkata
Pondicherry,Kerala,India,34.82606,69.433967,Asia/Kolkata
Bahraich,Chhattisgarh,India,15.852692,82.455091,Asia/Kolkata
Agartala,Bihar,India,14.82156,86.417502,Asia/Kolkata
Shivpuri,Jharkhand,India,27.804839,90.064907,Asia/Kolkata
Nizamabad,Andhra Pradesh,India,9.50488,70.081118,Asia/Kolkata
Thiruvananthapuram,Andhra Pradesh,India,22.339078,86.69661,Asia/Kolkata
Silchar,Goa,India,13.628984,93.373911,Asia/Kolkata
Bardhaman,West Bengal,India,34.974786,95.859874,Asia/Kolkata
Hindupur,Madhya Pradesh,India,10.808673,74.97682,Asia/Kolkata
Khora ,Nagaland,India,29.661894,91.723808,Asia/Kolkata
Raiganj,Bihar,India,11.246157,69.582898,Asia/Kolkata
Solapur,Mizoram,India,13.73949,73.22861,Asia/Kolkata
Madurai,Bihar,India,23.267895,89.534157,Asia/Kolkata
Eluru,Andhra Pradesh,India,20.546241,80.722417,Asia/Kolkata
Thoothukudi,Kerala,India,25.106412,84.827771,Asia/Kolkata
Alwar,Nagaland,India,14.842578,94.209648,Asia/Kolkata
Pondicherry,Uttarakhand,India,24.720223,77.605557,Asia/Kolkata
Gangtok,Meghalaya,India,12.315119,84.932308,Asia/Kolkata
Kishanganj,Sikkim,India,20.822387,95.044661,Asia/Kolkata
Ghaziabad,Kerala,India,25.497492,83.904123,Asia/Kolkata
Jamalpur,Manipur,India,31.944898,68.192468,Asia/Kolkata
Kakinada,Meghalaya,India,34.371287,89.474374,Asia/Kolkata
Rampur,Odisha,India,29.2645,69.09913,Asia/Kolkata
Jamshedpur,Punjab,India,14.060521,83.109966,Asia/Kolkata
Mirzapur,Odisha,India,13.202717,90.985017,Asia/Kolkata
Silchar,Rajasthan,India,23.206656,84.877781,Asia/Kolkata
Bhimavaram,Meghalaya,India,11.318351,79.420324,Asia/Kolkata
Nellore,Rajasthan,India,12.020782,72.708662,Asia/Kolkata
Pudukkottai,Andhra Pradesh,India,23.961172,82.74485,Asia/Kolkata
Shahjahanpur,Andhra Pradesh,India,35.334789,80.264175,Asia/Kolkata
Nangloi Jat,Rajasthan,India,26.630806,80.485653,Asia/Kolkata
Serampore,Punjab,India,25.983649,87.988575,Asia/Kolkata
Barasat,Manipur,India,17.267432,69.634722,Asia/Kolkata
Mahbubnagar,Meghalaya,India,13.19964,77.119059,Asia/Kolkata
Jamalpur,Arunachal Pradesh,India,19.315768,74.570009,Asia/Kolkata
Hospet,Sikkim,India,14.974689,93.704581,Asia/Kolkata
Mira-Bhayandar,Haryana,India,29.146923,94.341766,Asia/Kolkata
Saharsa,Assam,India,20.795569,73.151563,Asia/Kolkata
Silchar,Mizoram,India,36.312383,76.14329,Asia/Kolkata
Varanasi,Uttar Pradesh,India,31.981678,69.500546,Asia/Kolkata
Dibrugarh,Jharkhand,India,21.172939,70.639161,Asia/Kolkata
Aligarh,Bihar,India,29.238062,77.578534,Asia/Kolkata
Kozhikode,Assam,India,19.78776,73.375214,Asia/Kolkata
Karaikudi,Odisha,India,32.940899,86.543744,Asia/Kolkata
Bhagalpur,Punjab,India,16.036718,74.54657,Asia/Kolkata
Pali,Rajasthan,India,31.371944,92.64314,Asia/Kolkata
Jaipur,Mizoram,India,36.168315,93.915488,Asia/Kolkata
Nagaon,Mizoram,India,32.334784,74.569651,Asia/Kolkata
Bongaigaon,Punjab,India,28.269381,87.124701,Asia/Kolkata
Patiala,Manipur,India,21.02986,95.930328,Asia/Kolkata
Bhiwandi,Uttarakhand,India,11.070339,80.482089,Asia/Kolkata
Vellore,Meghalaya,India,14.60758,90.832942,Asia/Kolkata
Sangli-Miraj & Kupwad,Tripura,India,36.958525,88.296168,Asia/Kolkata
Jehanabad,Maharashtra,India,34.182688,70.274706,Asia/Kolkata
Cuttack,Rajasthan,India,12.489016,85.004538,Asia/Kolkata
Purnia,Gujarat,India,18.812591,80.45344,Asia/Kolkata
Madurai,West Bengal,India,29.743617,70.472431,Asia/Kolkata
Dehradun,Bihar,India,16.520114,84.013251,Asia/Kolkata
Aizawl,Karnataka,India,34.761647,82.224586,Asia/Kolkata
Chennai,West Bengal,India,22.96244,72.101749,Asia/Kolkata
Patna,Uttar Pradesh,India,23.498806,88.536562,Asia/Kolkata
Durgapur,Himachal Pradesh,India,26.098016,78.023366,Asia/Kolkata
Morena,Goa,India,35.413214,77.729225,Asia/Kolkata
Bhagalpur,Goa,India,28.870928,88.811273,Asia/Kolkata
Guwahati,Tamil Nadu,India,32.978499,96.119621,Asia/Kolkata
Dhanbad,Sikkim,India,36.522525,81.461243,Asia/Kolkata
Bhiwandi,Maharashtra,India,27.683378,79.744744,Asia/Kolkata
Bellary,Sikkim,India,24.445032,85.447065,Asia/Kolkata
Madhyamgram,Sikkim,India,9.349892,74.989576,Asia/Kolkata
Bulandshahr,Tripura,India,22.569371,91.033381,Asia/Kolkata
Hazaribagh,Uttarakhand,India,11.68953,90.0291,Asia/Kolkata
Nandyal,Uttar Pradesh,India,27.871412,94.900447,Asia/Kolkata
Howrah,Maharashtra,India,14.603715,85.490372,Asia/Kolkata
Thrissur,Uttarakhand,India,26.464662,76.394989,Asia/Kolkata
Shimoga,West Bengal,India,30.423927,90.406647,Asia/Kolkata
Gaya,Manipur,India,31.197746,83.248005,Asia/Kolkata
Jaunpur,Bihar,India,19.974549,85.050943,Asia/Kolkata
Jabalpur,Haryana,India,10.854135,90.697841,Asia/Kolkata
Sonipat,Karnataka,India,17.804163,86.515759,Asia/Kolkata
Meerut,Goa,India,22.404237,74.279852,Asia/Kolkata
Ranchi,Andhra Pradesh,India,28.839334,80.317882,Asia/Kolkata
Bilaspur,Himachal Pradesh,India,27.839224,77.482649,Asia/Kolkata
Warangal,Uttarakhand,India,24.828717,79.729053,Asia/Kolkata
Kishanganj,Andhra Pradesh,India,29.876488,94.627163,Asia/Kolkata
Tinsukia,Karnataka,India,22.592833,76.531307,Asia/Kolkata
Aurangabad,Arunachal Pradesh,India,14.996885,90.61487,Asia/Kolkata
Ajmer,Telangana,India,21.353424,70.312748,Asia/Kolkata
Dewas,Chhattisgarh,India,32.057647,88.62564,Asia/Kolkata
Shahjahanpur,Tripura,India,8.217683,80.662479,Asia/Kolkata
Raichur,Chhattisgarh,India,23.150951,81.905334,Asia/Kolkata
Jamshedpur,Andhra Pradesh,India,18.645289,70.51982,Asia/Kolkata
Darbhanga,Karnataka,India,8.23294,91.310208,Asia/Kolkata
Latur,Meghalaya,India,27.435682,68.754902,Asia/Kolkata
Jaipur,Punjab,India,8.297081,90.759395,Asia/Kolkata
Sambalpur,Uttarakhand,India,16.875077,75.421065,Asia/Kolkata
Gandhinagar,Kerala,India,15.815181,87.58488,Asia/Kolkata
Kumbakonam,Himachal Pradesh,India,25.417051,95.974374,Asia/Kolkata
Gandhinagar,Bihar,India,26.444759,79.141814,Asia/Kolkata
Jammu,Rajasthan,India,19.688307,96.518177,Asia/Kolkata
Haridwar,Himachal Pradesh,India,17.820326,78.589718,Asia/Kolkata
Kochi,Gujarat,India,13.617229,76.548278,Asia/Kolkata
Ajmer,Gujarat,India,30.422865,76.56311,Asia/Kolkata
Mirzapur,Bihar,India,26.346644,68.301692,Asia/Kolkata
Haldia,Haryana,India,10.16099,94.519894,Asia/Kolkata
Eluru,Arunachal Pradesh,India,22.512356,75.253543,Asia/Kolkata
Madurai,Andhra Pradesh,India,23.327656,68.927041,Asia/Kolkata
Anand,Chhattisgarh,India,17.00177,76.996551,Asia/Kolkata
Ramgarh,Mizoram,India,15.770392,88.255377,Asia/Kolkata
Aizawl,Chhattisgarh,India,34.728096,83.160884,Asia/Kolkata
Bidhannagar,Rajasthan,India,31.581681,84.918187,Asia/Kolkata
Machilipatnam,Odisha,India,22.616972,79.447436,Asia/Kolkata
Rampur,Uttar Pradesh,India,23.950455,83.847569,Asia/Kolkata
Hazaribagh,Jharkhand,India,14.937235,72.052092,Asia/Kolkata
Bellary,Gujarat,India,28.060475,75.05991,Asia/Kolkata
Bihar Sharif,Jharkhand,India,15.533364,90.587043,Asia/Kolkata
Kolhapur,West Bengal,India,20.016816,91.257123,Asia/Kolkata
Raichur,Kerala,India,16.550967,70.8766,Asia/Kolkata
Hyderabad,Haryana,India,16.379392,82.957363,Asia/Kolkata
Dharmavaram,Jharkhand,India,9.866062,79.119899,Asia/Kolkata
Tenali,Punjab,India,10.908239,93.80079,Asia/Kolkata
Phusro,Karnataka,India,17.192609,91.571674,Asia/Kolkata
Satara,Jharkhand,India,21.503772,71.92049,Asia/Kolkata
Malda,Mizoram,India,34.664893,73.854257,Asia/Kolkata
Sambalpur,Nagaland,India,26.173544,82.108971,Asia/Kolkata
Ajmer,Jharkhand,India,33.20289,92.871748,Asia/Kolkata
Dewas,Telangana,India,18.658157,81.973776,Asia/Kolkata
Bokaro,Kerala,India,27.38688,87.72045,Asia/Kolkata
Tirupati,Chhattisgarh,India,18.761887,81.357212,Asia/Kolkata
Tiruppur,Goa,India,10.247786,93.107418,Asia/Kolkata
Bareilly,Manipur,India,16.702125,73.55426,Asia/Kolkata
Ghaziabad,Haryana,India,29.59965,68.651409,Asia/Kolkata
Gaya,Haryana,India,25.999153,69.327614,Asia/Kolkata
Ludhiana,Haryana,India,10.887129,69.194214,Asia/Kolkata
Amravati,Maharashtra,India,16.438614,88.476578,Asia/Kolkata
Mango,Mizoram,India,35.954198,84.184309,Asia/Kolkata
Faridabad,Sikkim,India,13.263904,79.220506,Asia/Kolkata
North Dumdum,Chhattisgarh,India,19.738223,80.016638,Asia/Kolkata
Jhansi,Madhya Pradesh,India,32.4529,88.893137,Asia/Kolkata
Alappuzha,Meghalaya,India,23.573827,69.499609,Asia/Kolkata
Saharanpur,Manipur,India,21.082583,80.701924,Asia/Kolkata
Sambhal,Maharashtra,India,21.477324,78.456285,Asia/Kolkata
Katni,Meghalaya,India,11.492087,74.882234,Asia/Kolkata
Ahmednagar,Tripura,India,36.855073,80.713715,Asia/Kolkata
Nandyal,Kerala,India,13.154648,92.50518,Asia/Kolkata
Pallavaram,Himachal Pradesh,India,19.852568,91.316904,Asia/Kolkata
Bhilai,Karnataka,India,32.694793,76.950263,Asia/Kolkata
Dharmavaram,Odisha,India,29.970549,70.887554,Asia/Kolkata
Ghaziabad,Goa,India,19.156587,75.230238,Asia/Kolkata
Phusro,Meghalaya,India,34.357082,85.014639,Asia/Kolkata
Malegaon,Madhya Pradesh,India,16.457622,84.965499,Asia/Kolkata
Agra,Mizoram,India,21.018445,82.277381,Asia/Kolkata
Morbi,Jharkhand,India,20.28798,88.680478,Asia/Kolkata
Korba,Sikkim,India,24.849325,71.677781,Asia/Kolkata
Gwalior,Bihar,India,36.396692,76.81687,Asia/Kolkata
Agra,Gujarat,India,27.977682,76.689694,Asia/Kolkata
Imphal,Gujarat,India,8.108465,85.870189,Asia/Kolkata
Mahbubnagar,Odisha,India,33.254913,86.654673,Asia/Kolkata
